Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Georges Home,Dilithium5,997.849,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.334406
Georges Home,Dilithium5,8.093,45.317683829,-75.75766288,3.659,79.695,2021-07-29 19:32:20.630270
Ottawa Edge,Dilithium5,998.747,45.315293331,-75.758293328,3.064,333.483,2021-07-29 19:33:40.837833
Ottawa Edge,Dilithium5,999.776,45.315915099,-75.75835287,3.033,264.575,2021-07-29 19:33:17.163143
Toronto Edge,Dilithium5,982.481,45.317916088,-75.756786844,3.085,118.365,2021-07-29 19:39:06.688790
Georges Home,Dilithium5,996.5,45.31723184,-75.756897616,3.293,155.951,2021-07-29 19:35:04.416591
Toronto Edge,Dilithium5,5.408,45.315915099,-75.75835287,3.033,264.575,2021-07-29 19:33:17.025531
Ottawa Edge,Dilithium5,978.937,45.317905039,-75.75674976,3.044,121.52,2021-07-29 19:39:05.745282
Georges Home,Dilithium5,7.603,45.315247026,-75.757767708,2.842,340.229,2021-07-29 19:33:54.793600
Georges Home,Dilithium5,992.348,45.317195714,-75.757847242,3.372,125.047,2021-07-29 19:36:18.911135
Georges Home,Dilithium5,984.262,45.316623044,-75.757147306,3.105,203.1,2021-07-29 19:38:24.040969
Toronto Edge,Dilithium5,0.032,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:55.854167
Toronto Edge,Dilithium5,984.268,45.315591322,-75.757525252,3.644,304.889,2021-07-29 19:37:50.951835
Georges Home,Dilithium5,974.394,45.318025323,-75.757454549,3.328,65.5,2021-07-29 19:39:22.477101
Ottawa Edge,Dilithium5,993.136,45.316954748,-75.757006868,3.56,175.67,2021-07-29 19:34:55.619298
Toronto Edge,Dilithium5,987.676,45.317361746,-75.756850739,3.56,147.94,2021-07-29 19:38:47.498457
Georges Home,Dilithium5,982.236,45.317003412,-75.756985094,4.009,172.052,2021-07-29 19:38:35.921645
Georges Home,Dilithium5,998.63,45.31752766,-75.756782088,3.293,139.912,2021-07-29 19:35:15.115452
Toronto Edge,Dilithium5,991.897,45.317252027,-75.757831554,3.548,119.241,2021-07-29 19:36:16.874016
Georges Home,Dilithium5,984.038,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:31.775278
Toronto Edge,Dilithium5,984.817,45.316190991,-75.757309706,3.644,243.812,2021-07-29 19:38:09.514991
Ottawa Edge,Dilithium5,986.053,45.316751132,-75.758012775,3.105,172.002,2021-07-29 19:36:34.719798
Georges Home,Dilithium5,983.964,45.315345612,-75.757628222,3.508,330.629,2021-07-29 19:37:42.771279
Toronto Edge,Dilithium5,6.613,45.317627642,-75.757681706,3.209,84.346,2021-07-29 19:36:05.434168
Toronto Edge,Dilithium5,0.947,45.315255054,-75.757783206,3.225,339.222,2021-07-29 19:37:37.672303
Georges Home,Dilithium5,994.564,45.315282157,-75.758052196,3.679,334.839,2021-07-29 19:37:31.884715
Georges Home,Dilithium5,2.091,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:10.486955
Ottawa Edge,Dilithium5,997.999,45.316358354,-75.75725028,3.209,227.53,2021-07-29 19:34:35.417793
Toronto Edge,Dilithium5,992.067,45.315282157,-75.758052196,3.679,334.839,2021-07-29 19:37:31.378734
Toronto Edge,Dilithium5,984.51,45.316129926,-75.757337755,3.728,249.719,2021-07-29 19:38:07.901027
Ottawa Edge,Dilithium5,988.838,45.317226971,-75.757837829,3.457,121.83,2021-07-29 19:36:18.119928
Ottawa Edge,Dilithium5,988.508,45.318025197,-75.757451411,2.741,65.725,2021-07-29 19:35:50.315644
Ottawa Edge,Dilithium5,972.648,45.31797688,-75.757532045,0.0,62.989,2021-07-29 19:39:28.459471
Georges Home,Dilithium5,998.454,45.31530438,-75.75833041,2.853,332.333,2021-07-29 19:33:40.011133
Ottawa Edge,Dilithium5,983.328,45.315715027,-75.757481515,3.633,291.999,2021-07-29 19:37:54.346170
Ottawa Edge,Dilithium5,5.248,45.317776151,-75.757625417,3.633,72.954,2021-07-29 19:32:17.459365
Ottawa Edge,Dilithium5,19.243,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:55.209542
Ottawa Edge,Dilithium5,996.768,45.315560065,-75.757534664,3.834,308.185,2021-07-29 19:37:50.411446
Georges Home,Dilithium5,987.187,45.315406678,-75.757600174,3.575,324.217,2021-07-29 19:37:45.146993
Georges Home,Dilithium5,996.572,45.316075061,-75.757362666,3.105,255.086,2021-07-29 19:34:24.818391
Georges Home,Dilithium5,990.587,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:22.943593
Georges Home,Dilithium5,4.763,45.316173337,-75.758246764,3.281,235.629,2021-07-29 19:33:07.705468
Toronto Edge,Dilithium5,11.357,45.316135754,-75.758256176,3.105,239.818,2021-07-29 19:33:08.976526
Ottawa Edge,Dilithium5,994.834,45.317466595,-75.756810138,3.105,142.452,2021-07-29 19:35:13.178981
Georges Home,Dilithium5,979.98,45.316388289,-75.757234781,3.735,224.794,2021-07-29 19:38:15.382550
Georges Home,Dilithium5,4.808,45.315592647,-75.758462301,3.633,300.847,2021-07-29 19:33:27.917444
Georges Home,Dilithium5,994.51,45.316738848,-75.757091207,3.659,193.344,2021-07-29 19:38:27.317318
Toronto Edge,Dilithium5,991.366,45.315857466,-75.758362471,3.468,271.008,2021-07-29 19:37:05.813484
Toronto Edge,Dilithium5,15.193,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:48.712104
Ottawa Edge,Dilithium5,979.507,45.317933338,-75.75682079,3.254,115.2,2021-07-29 19:39:07.370159
Georges Home,Dilithium5,985.111,45.315622705,-75.757518977,3.644,301.541,2021-07-29 19:37:51.525673
Georges Home,Dilithium5,1.692,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:58.515281
Ottawa Edge,Dilithium5,1.419,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:57.269911
Ottawa Edge,Dilithium5,982.602,45.317169327,-75.756916443,3.82,160.34,2021-07-29 19:38:41.129111
Ottawa Edge,Dilithium5,983.825,45.31533589,-75.758327273,3.368,328.825,2021-07-29 19:37:25.308101
Georges Home,Dilithium5,14.16,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:47.988168
Georges Home,Dilithium5,986.864,45.315255054,-75.757783206,3.225,339.222,2021-07-29 19:37:37.437353
Georges Home,Dilithium5,4.473,45.316716443,-75.758040635,3.293,175.676,2021-07-29 19:32:49.409323
Ottawa Edge,Dilithium5,13.364,45.317145719,-75.756931942,3.728,161.643,2021-07-29 19:35:01.374362
Georges Home,Dilithium5,995.856,45.316186238,-75.757322067,3.484,244.043,2021-07-29 19:34:29.019071
Toronto Edge,Dilithium5,1.23,45.316923366,-75.757013143,3.457,178.376,2021-07-29 19:34:54.944944
Toronto Edge,Dilithium5,11.896,45.316894887,-75.75796885,3.633,156.448,2021-07-29 19:32:44.591052
Ottawa Edge,Dilithium5,995.843,45.316572807,-75.757156719,3.293,207.924,2021-07-29 19:34:43.122113
Ottawa Edge,Dilithium5,976.452,45.317929917,-75.757569318,3.056,63.757,2021-07-29 19:39:31.675896
Ottawa Edge,Dilithium5,0.715,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:48.839890
Ottawa Edge,Dilithium5,1.49,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:03.783685
Georges Home,Dilithium5,989.254,45.317344349,-75.757794092,3.365,110.122,2021-07-29 19:36:13.449245
Ottawa Edge,Dilithium5,988.354,45.317627642,-75.757681706,3.209,84.346,2021-07-29 19:36:05.577230
Toronto Edge,Dilithium5,0.568,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:04.700492
Ottawa Edge,Dilithium5,1.876,45.316777509,-75.758012587,3.372,169.082,2021-07-29 19:32:48.040888
Ottawa Edge,Dilithium5,6.046,45.31624561,-75.758209492,2.838,227.568,2021-07-29 19:36:51.713197
Ottawa Edge,Dilithium5,999.829,45.316024576,-75.758296774,3.125,252.249,2021-07-29 19:33:13.200778
Ottawa Edge,Dilithium5,991.82,45.3178079,-75.756697556,3.047,129.468,2021-07-29 19:35:24.689512
Toronto Edge,Dilithium5,18.693,45.317583973,-75.756766399,3.457,137.202,2021-07-29 19:35:17.387186
Georges Home,Dilithium5,3.456,45.3152475,-75.758030612,3.312,338.75,2021-07-29 19:33:48.158714
Ottawa Edge,Dilithium5,977.294,45.317446292,-75.756804052,3.575,144.279,2021-07-29 19:38:50.252399
Toronto Edge,Dilithium5,5.495,45.316832248,-75.757984538,3.633,163.234,2021-07-29 19:32:45.702696
Ottawa Edge,Dilithium5,9.722,45.315274319,-75.75814186,3.067,335.543,2021-07-29 19:33:44.693347
Georges Home,Dilithium5,998.419,45.316572807,-75.757156719,3.293,207.924,2021-07-29 19:34:42.708590
Ottawa Edge,Dilithium5,986.104,45.315282157,-75.758052196,3.679,334.839,2021-07-29 19:37:32.398683
Ottawa Edge,Dilithium5,0.225,45.315247026,-75.757767708,2.842,340.229,2021-07-29 19:33:54.547178
Toronto Edge,Dilithium5,998.352,45.315808923,-75.757456415,3.461,282.166,2021-07-29 19:34:16.005547
Ottawa Edge,Dilithium5,987.147,45.315348512,-75.758376716,3.448,327.566,2021-07-29 19:37:24.200118
Toronto Edge,Dilithium5,985.572,45.315560065,-75.757534664,3.834,308.185,2021-07-29 19:37:50.192105
Georges Home,Dilithium5,992.655,45.317958615,-75.756870236,2.613,110.597,2021-07-29 19:35:33.701198
Georges Home,Dilithium5,6.401,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:32.335007
Georges Home,Dilithium5,32.999,45.31785157,-75.757612867,3.226,67.22,2021-07-29 19:35:57.819932
Ottawa Edge,Dilithium5,998.031,45.316050005,-75.757368941,3.19,257.654,2021-07-29 19:34:24.038861
Georges Home,Dilithium5,993.428,45.316060965,-75.758284413,3.105,248.179,2021-07-29 19:36:59.570487
Georges Home,Dilithium5,5.802,45.317425465,-75.757765854,3.484,102.235,2021-07-29 19:32:28.142816
Ottawa Edge,Dilithium5,997.056,45.316837371,-75.757050606,3.56,185.153,2021-07-29 19:34:51.259868
Georges Home,Dilithium5,5.186,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:06.150743
Toronto Edge,Dilithium5,997.623,45.315253575,-75.757823426,3.522,339.098,2021-07-29 19:37:36.896118
Georges Home,Dilithium5,993.215,45.315275862,-75.758002753,3.557,335.694,2021-07-29 19:37:32.738536
Toronto Edge,Dilithium5,10.433,45.31527284,-75.75818208,2.85,335.68,2021-07-29 19:33:43.581707
Ottawa Edge,Dilithium5,993.75,45.317645038,-75.756738348,3.384,135.275,2021-07-29 19:35:18.717263
Ottawa Edge,Dilithium5,0.186,45.316597862,-75.757150444,3.209,205.563,2021-07-29 19:34:43.762395
Toronto Edge,Dilithium5,989.399,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:05.254441
Georges Home,Dilithium5,15.291,45.315242778,-75.757993529,3.312,339.4,2021-07-29 19:33:49.000498
Georges Home,Dilithium5,983.391,45.317785897,-75.756675972,3.537,132.034,2021-07-29 19:39:00.852164
Georges Home,Dilithium5,987.719,45.317252027,-75.757831554,3.548,119.241,2021-07-29 19:36:17.259996
Toronto Edge,Dilithium5,6.818,45.316894887,-75.75796885,3.633,156.448,2021-07-29 19:32:43.499131
Ottawa Edge,Dilithium5,985.419,45.315943587,-75.758328148,3.384,261.33,2021-07-29 19:37:02.672838
Toronto Edge,Dilithium5,4.167,45.316481687,-75.758128107,3.901,201.405,2021-07-29 19:32:58.202531
Georges Home,Dilithium5,6.344,45.317121869,-75.757872153,4.009,132.674,2021-07-29 19:32:37.065880
Toronto Edge,Dilithium5,2.47,45.315841505,-75.758384055,3.105,272.865,2021-07-29 19:33:19.509920
Toronto Edge,Dilithium5,6.065,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:56.087339
Ottawa Edge,Dilithium5,986.94,45.316010854,-75.758296963,3.19,253.774,2021-07-29 19:37:01.021866
Ottawa Edge,Dilithium5,19.082,45.316087216,-75.758281087,3.633,245.255,2021-07-29 19:33:11.422856
Georges Home,Dilithium5,7.624,45.31728961,-75.757822141,3.56,115.378,2021-07-29 19:36:15.655278
Toronto Edge,Dilithium5,8.051,45.315305828,-75.758138722,3.608,332.045,2021-07-29 19:37:29.699472
Toronto Edge,Dilithium5,998.779,45.315974844,-75.758318736,3.56,257.831,2021-07-29 19:37:02.018499
Georges Home,Dilithium5,981.957,45.31603603,-75.757362855,3.81,259.277,2021-07-29 19:38:05.627626
Ottawa Edge,Dilithium5,4.602,45.316135754,-75.758256176,3.105,239.818,2021-07-29 19:33:09.124796
Georges Home,Dilithium5,988.753,45.317944387,-75.756857874,3.365,112.047,2021-07-29 19:39:08.703799
Ottawa Edge,Dilithium5,994.026,45.317987708,-75.757513408,2.896,63.556,2021-07-29 19:35:51.504192
Georges Home,Dilithium5,998.874,45.316690184,-75.757112981,3.644,197.449,2021-07-29 19:34:47.615041
Ottawa Edge,Dilithium5,7.089,45.317776151,-75.757625417,3.633,72.954,2021-07-29 19:32:16.648326
Georges Home,Dilithium5,992.004,45.317948646,-75.757563043,2.929,62.849,2021-07-29 19:35:54.176841
Georges Home,Dilithium5,2.881,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:55.430944
Ottawa Edge,Dilithium5,995.919,45.317145719,-75.756931942,3.728,161.643,2021-07-29 19:35:02.494794
Ottawa Edge,Dilithium5,999.313,45.316658928,-75.757122394,3.468,200.277,2021-07-29 19:34:45.498280
Toronto Edge,Dilithium5,8.335,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:57.664057
Toronto Edge,Dilithium5,3.242,45.315381622,-75.757606449,3.503,326.903,2021-07-29 19:37:43.792723
Ottawa Edge,Dilithium5,998.414,45.315605297,-75.757531338,3.633,303.277,2021-07-29 19:34:08.873007
Ottawa Edge,Dilithium5,6.702,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:52.504651
Georges Home,Dilithium5,998.596,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:31.256090
Toronto Edge,Dilithium5,10.347,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:00.960562
Ottawa Edge,Dilithium5,993.257,45.317723258,-75.756691661,3.468,134.068,2021-07-29 19:38:58.777163
Ottawa Edge,Dilithium5,11.522,45.317911366,-75.75674976,2.646,121.272,2021-07-29 19:35:29.470749
Toronto Edge,Dilithium5,11.605,45.316932471,-75.757959438,3.735,152.388,2021-07-29 19:32:42.903234
Ottawa Edge,Dilithium5,990.274,45.315765143,-75.758399931,3.475,281.407,2021-07-29 19:37:08.756085
Ottawa Edge,Dilithium5,990.646,45.317474255,-75.757747217,3.644,97.657,2021-07-29 19:36:09.470859
Georges Home,Dilithium5,7.16,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:43.115260
Toronto Edge,Dilithium5,4.671,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.807803
Toronto Edge,Dilithium5,11.671,45.316719993,-75.757094344,3.468,195.11,2021-07-29 19:34:47.825385
Georges Home,Dilithium5,14.93,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:52.179181
Toronto Edge,Dilithium5,986.75,45.315284641,-75.757708852,3.574,336.565,2021-07-29 19:37:39.938424
Ottawa Edge,Dilithium5,984.187,45.316356906,-75.757241057,3.659,227.919,2021-07-29 19:38:15.155717
Georges Home,Dilithium5,998.611,45.315480145,-75.757565851,3.56,316.551,2021-07-29 19:34:05.213213
Georges Home,Dilithium5,995.305,45.315300222,-75.757677855,3.627,335.132,2021-07-29 19:37:41.295874
Georges Home,Dilithium5,977.626,45.317040996,-75.75697568,4.009,169.006,2021-07-29 19:38:36.431462
Toronto Edge,Dilithium5,6.687,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:35.097125
Ottawa Edge,Dilithium5,991.531,45.317883162,-75.756731313,2.638,123.747,2021-07-29 19:35:27.495416
Toronto Edge,Dilithium5,4.5,45.31785157,-75.757612867,3.226,67.22,2021-07-29 19:35:57.998512
Georges Home,Dilithium5,2.514,45.315511401,-75.757556438,3.56,313.239,2021-07-29 19:34:05.786067
Toronto Edge,Dilithium5,998.984,45.317945992,-75.75682079,2.338,114.72,2021-07-29 19:35:31.876649
Georges Home,Dilithium5,1.008,45.315995267,-75.75739699,3.366,263.01,2021-07-29 19:34:21.638816
Ottawa Edge,Dilithium5,0.576,45.315655287,-75.758446614,3.725,293.818,2021-07-29 19:33:26.283985
Toronto Edge,Dilithium5,4.275,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:58.173936
Georges Home,Dilithium5,991.867,45.316837497,-75.757053744,4.009,185.022,2021-07-29 19:38:31.138605
Toronto Edge,Dilithium5,995.028,45.317929917,-75.757569318,3.056,63.757,2021-07-29 19:39:32.165243
Ottawa Edge,Dilithium5,981.32,45.31801232,-75.75719477,3.459,84.676,2021-07-29 19:39:16.796662
Ottawa Edge,Dilithium5,985.423,45.315348512,-75.758376716,3.448,327.566,2021-07-29 19:37:24.753065
Ottawa Edge,Dilithium5,990.741,45.318024848,-75.757191632,3.043,84.403,2021-07-29 19:35:43.076582
Toronto Edge,Dilithium5,986.709,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:08.053021
Ottawa Edge,Dilithium5,991.208,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:14.337306
Georges Home,Dilithium5,995.421,45.31728961,-75.757822141,3.56,115.378,2021-07-29 19:36:16.200916
Toronto Edge,Dilithium5,13.394,45.315229966,-75.757838924,2.949,341.609,2021-07-29 19:33:53.020993
Ottawa Edge,Dilithium5,4.907,45.317380474,-75.756844464,3.56,146.847,2021-07-29 19:35:09.973977
Georges Home,Dilithium5,999.671,45.317583973,-75.756766399,3.457,137.202,2021-07-29 19:35:16.644962
Toronto Edge,Dilithium5,986.117,45.317040996,-75.75697568,4.009,169.006,2021-07-29 19:38:36.601200
Ottawa Edge,Dilithium5,989.145,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:32.107134
Georges Home,Dilithium5,3.596,45.317394208,-75.757775267,3.553,105.283,2021-07-29 19:32:28.700214
Georges Home,Dilithium5,9.851,45.31748653,-75.757737804,3.911,96.66,2021-07-29 19:32:26.385690
Georges Home,Dilithium5,986.781,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:26.246392
Georges Home,Dilithium5,992.012,45.317165905,-75.757865878,3.196,127.974,2021-07-29 19:36:20.576346
Ottawa Edge,Dilithium5,987.174,45.316295841,-75.757269106,3.834,233.642,2021-07-29 19:38:12.891304
Toronto Edge,Dilithium5,992.37,45.317987708,-75.757513408,2.896,63.556,2021-07-29 19:35:51.373634
Georges Home,Dilithium5,1.74,45.31802957,-75.757228716,3.288,81.499,2021-07-29 19:35:44.483565
Toronto Edge,Dilithium5,999.057,45.317317961,-75.756863291,3.56,150.7,2021-07-29 19:35:08.170139
Ottawa Edge,Dilithium5,986.114,45.315300222,-75.757677855,3.627,335.132,2021-07-29 19:37:40.899512
Toronto Edge,Dilithium5,989.257,45.315492672,-75.757562713,3.659,315.215,2021-07-29 19:37:47.816739
Toronto Edge,Dilithium5,981.2,45.318023369,-75.757231854,3.441,81.52,2021-07-29 19:39:17.720470
Toronto Edge,Dilithium5,9.372,45.316055959,-75.758290499,3.209,248.748,2021-07-29 19:33:11.888268
Toronto Edge,Dilithium5,988.211,45.315813676,-75.757444054,3.82,281.851,2021-07-29 19:37:57.964663
Georges Home,Dilithium5,985.084,45.315447445,-75.758497,3.022,317.137,2021-07-29 19:37:20.531482
Georges Home,Dilithium5,986.546,45.316566732,-75.757162994,3.293,208.353,2021-07-29 19:38:21.823735
Ottawa Edge,Dilithium5,6.708,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:44.512283
Ottawa Edge,Dilithium5,976.398,45.318015943,-75.75748241,3.136,64.056,2021-07-29 19:39:24.058975
Toronto Edge,Dilithium5,996.017,45.317670094,-75.756732073,3.293,134.234,2021-07-29 19:35:20.325870
Ottawa Edge,Dilithium5,2.028,45.317801207,-75.757619142,3.366,71.094,2021-07-29 19:32:15.361240
Toronto Edge,Dilithium5,2.381,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:06.845336
Ottawa Edge,Dilithium5,997.933,45.317078453,-75.756963129,3.553,166.166,2021-07-29 19:34:59.963104
Ottawa Edge,Dilithium5,985.532,45.316918622,-75.757956489,3.274,153.944,2021-07-29 19:36:29.359593
Ottawa Edge,Dilithium5,6.279,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.103566
Georges Home,Dilithium5,994.114,45.317499311,-75.757740942,3.644,95.251,2021-07-29 19:36:09.182294
Toronto Edge,Dilithium5,993.157,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:26.414309
Georges Home,Dilithium5,7.521,45.315655287,-75.758446614,3.725,293.818,2021-07-29 19:33:25.343415
Georges Home,Dilithium5,983.123,45.318007598,-75.757157685,3.441,87.574,2021-07-29 19:39:15.393328
Toronto Edge,Dilithium5,985.797,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:32.567630
Georges Home,Dilithium5,983.533,45.316228575,-75.757300293,3.834,240.027,2021-07-29 19:38:10.409448
Ottawa Edge,Dilithium5,997.739,45.317015814,-75.756978818,3.725,171.18,2021-07-29 19:34:57.751602
Ottawa Edge,Dilithium5,21.293,45.316932471,-75.757959438,3.735,152.388,2021-07-29 19:32:43.061923
Georges Home,Dilithium5,7.902,45.316548954,-75.758096921,3.457,194.017,2021-07-29 19:32:56.613908
Georges Home,Dilithium5,983.241,45.316190991,-75.757309706,3.644,243.812,2021-07-29 19:38:09.343279
Toronto Edge,Dilithium5,26.657,45.31569287,-75.758437202,3.725,289.601,2021-07-29 19:33:24.870392
Ottawa Edge,Dilithium5,983.92,45.316325531,-75.758178306,3.188,218.69,2021-07-29 19:36:48.863206
Georges Home,Dilithium5,14.648,45.315778866,-75.758399742,2.929,279.884,2021-07-29 19:33:21.541652
Georges Home,Dilithium5,8.108,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:07.776249
Georges Home,Dilithium5,3.706,45.317949967,-75.757569129,0.707,62.381,2021-07-29 19:32:08.876185
Toronto Edge,Dilithium5,995.455,45.316356787,-75.758168894,3.372,215.223,2021-07-29 19:36:48.160577
Georges Home,Dilithium5,995.153,45.317344349,-75.757794092,3.365,110.122,2021-07-29 19:36:13.993012
Ottawa Edge,Dilithium5,984.697,45.315461416,-75.757572126,3.553,318.531,2021-07-29 19:37:47.198567
Ottawa Edge,Dilithium5,988.271,45.316968733,-75.757943939,3.281,148.548,2021-07-29 19:36:27.080219
Toronto Edge,Dilithium5,4.968,45.31530438,-75.75833041,2.853,332.333,2021-07-29 19:33:39.642797
Ottawa Edge,Dilithium5,977.297,45.317857897,-75.757612867,5.203,66.709,2021-07-29 19:39:34.096478
Georges Home,Dilithium5,8.474,45.315353075,-75.758460105,3.09,327.403,2021-07-29 19:33:35.772973
Ottawa Edge,Dilithium5,996.548,45.317170775,-75.756925666,3.553,159.762,2021-07-29 19:35:03.074346
Toronto Edge,Dilithium5,2.745,45.315691418,-75.757497014,3.468,294.345,2021-07-29 19:34:11.889489
Toronto Edge,Dilithium5,979.155,45.31766852,-75.756719711,3.56,135.155,2021-07-29 19:38:56.953648
Toronto Edge,Dilithium5,992.481,45.316646526,-75.757128669,3.105,201.323,2021-07-29 19:38:24.759222
Ottawa Edge,Dilithium5,989.811,45.316998416,-75.757922165,3.188,145.524,2021-07-29 19:36:25.466848
Ottawa Edge,Dilithium5,981.875,45.31532213,-75.757646858,3.535,333.022,2021-07-29 19:37:41.721119
Georges Home,Dilithium5,0.934,45.317756215,-75.756697746,3.19,131.951,2021-07-29 19:35:23.106150
Ottawa Edge,Dilithium5,990.095,45.317086111,-75.757900202,3.281,136.18,2021-07-29 19:36:22.471944
Ottawa Edge,Dilithium5,4.705,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:11.344829
Ottawa Edge,Dilithium5,9.124,45.31752766,-75.756782088,3.293,139.912,2021-07-29 19:35:14.872758
Toronto Edge,Dilithium5,985.154,45.316671582,-75.757122394,3.377,199.003,2021-07-29 19:38:25.281473
Ottawa Edge,Dilithium5,999.802,45.316173337,-75.758246764,3.281,235.629,2021-07-29 19:33:07.468805
Toronto Edge,Dilithium5,990.715,45.316536923,-75.757181631,3.468,210.851,2021-07-29 19:38:20.839365
Toronto Edge,Dilithium5,5.691,45.315323577,-75.757656082,3.164,332.77,2021-07-29 19:33:58.405671
Ottawa Edge,Dilithium5,2.779,45.316572807,-75.757156719,3.293,207.924,2021-07-29 19:34:42.431020
Georges Home,Dilithium5,996.838,45.317645038,-75.756738348,3.384,135.275,2021-07-29 19:35:18.372555
Toronto Edge,Dilithium5,997.442,45.316954748,-75.757006868,3.56,175.67,2021-07-29 19:34:55.485305
Toronto Edge,Dilithium5,987.352,45.316671582,-75.757122394,3.377,199.003,2021-07-29 19:38:26.416213
Georges Home,Dilithium5,5.569,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:45.281187
Georges Home,Dilithium5,8.446,45.315655287,-75.758446614,3.725,293.818,2021-07-29 19:33:26.536768
Toronto Edge,Dilithium5,987.051,45.317133317,-75.756938217,3.735,162.433,2021-07-29 19:38:39.259144
Ottawa Edge,Dilithium5,2.348,45.316198393,-75.758240489,3.281,232.837,2021-07-29 19:33:06.333352
Georges Home,Dilithium5,999.924,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:10.995393
Toronto Edge,Dilithium5,987.798,45.31603603,-75.757362855,3.81,259.277,2021-07-29 19:38:05.266290
Georges Home,Dilithium5,981.328,45.315365761,-75.758410662,3.223,325.775,2021-07-29 19:37:23.903483
Georges Home,Dilithium5,993.526,45.317820188,-75.757619142,3.293,69.485,2021-07-29 19:35:58.415880
Toronto Edge,Dilithium5,3.811,45.317863846,-75.757603454,3.097,66.745,2021-07-29 19:32:14.656538
Georges Home,Dilithium5,9.492,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:42.058402
Ottawa Edge,Dilithium5,2.224,45.315258548,-75.758067694,3.189,337.423,2021-07-29 19:33:47.040869
Georges Home,Dilithium5,980.735,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:56.275127
Ottawa Edge,Dilithium5,994.752,45.317195714,-75.757847242,3.372,125.047,2021-07-29 19:36:18.674172
Georges Home,Dilithium5,14.885,45.317776151,-75.757625417,3.633,72.954,2021-07-29 19:32:16.887702
Georges Home,Dilithium5,996.805,45.317410283,-75.756825827,3.384,145.655,2021-07-29 19:35:11.311445
Toronto Edge,Dilithium5,998.809,45.317645038,-75.756738348,3.384,135.275,2021-07-29 19:35:19.118487
Georges Home,Dilithium5,991.951,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:14.550305
Ottawa Edge,Dilithium5,3.876,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:43.427510
Ottawa Edge,Dilithium5,5.463,45.316894887,-75.75796885,3.633,156.448,2021-07-29 19:32:43.637965
Georges Home,Dilithium5,8.494,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:42.602426
Ottawa Edge,Dilithium5,1.885,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:41.343850
Ottawa Edge,Dilithium5,6.909,45.317683829,-75.75766288,3.659,79.695,2021-07-29 19:32:20.310663
Ottawa Edge,Dilithium5,8.968,45.317228293,-75.757843915,3.901,121.577,2021-07-29 19:32:34.190610
Ottawa Edge,Dilithium5,2.517,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.424091
