Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Georges Home,Dilithium3,960.219,45.318028186,-75.757321522,7.519,74.815,2021-07-29 19:44:48.190173
Ottawa Edge,Dilithium3,997.449,45.31526327,-75.758104777,3.067,336.822,2021-07-29 19:33:45.547485
Ottawa Edge,Dilithium3,962.616,45.31793297,-75.757541458,8.233,65.253,2021-07-29 19:43:51.090885
Toronto Edge,Dilithium3,996.692,45.317206784,-75.756903892,3.377,157.75,2021-07-29 19:35:03.244693
Ottawa Edge,Dilithium3,982.187,45.315937381,-75.757400317,3.81,269.201,2021-07-29 19:38:02.164818
Ottawa Edge,Dilithium3,955.35,45.317117494,-75.757893927,17.33,132.833,2021-07-29 19:43:57.567856
Georges Home,Dilithium3,963.557,45.317056428,-75.757921976,13.88,139.155,2021-07-29 19:42:56.614998
Georges Home,Dilithium3,975.497,45.316771561,-75.758021999,7.907,169.679,2021-07-29 19:41:24.531460
Ottawa Edge,Dilithium3,968.139,45.317239499,-75.757834692,7.544,120.534,2021-07-29 19:41:18.072130
Ottawa Edge,Dilithium3,990.653,45.317756215,-75.756697746,3.19,131.951,2021-07-29 19:35:23.182008
Toronto Edge,Dilithium3,973.405,45.315321599,-75.758212888,6.336,330.261,2021-07-29 19:41:50.030557
Toronto Edge,Dilithium3,968.316,45.315258201,-75.757807928,6.454,338.693,2021-07-29 19:41:54.228208
Georges Home,Dilithium3,6.707,45.317613781,-75.756747762,3.56,136.541,2021-07-29 19:35:17.792203
Ottawa Edge,Dilithium3,957.342,45.318070871,-75.757559527,0.123,55.872,2021-07-29 19:44:54.860176
Ottawa Edge,Dilithium3,995.096,45.31603603,-75.757362855,3.81,259.277,2021-07-29 19:38:05.414549
Georges Home,Dilithium3,5.916,45.317121869,-75.757872153,4.009,132.674,2021-07-29 19:32:36.918826
Georges Home,Dilithium3,986.934,45.315813676,-75.757444054,3.82,281.851,2021-07-29 19:37:57.717748
Ottawa Edge,Dilithium3,965.768,45.315760516,-75.758415429,7.217,281.992,2021-07-29 19:41:40.517653
Ottawa Edge,Dilithium3,989.173,45.317109593,-75.757881566,3.575,133.873,2021-07-29 19:36:21.917924
Toronto Edge,Dilithium3,998.203,45.316240976,-75.757294017,3.468,238.856,2021-07-29 19:34:30.447516
Ottawa Edge,Dilithium3,995.946,45.316572807,-75.757156719,3.293,207.924,2021-07-29 19:34:42.759647
Ottawa Edge,Dilithium3,992.341,45.317286578,-75.756869566,3.372,152.892,2021-07-29 19:35:06.846419
Toronto Edge,Dilithium3,971.733,45.316405318,-75.757213007,8.095,223.597,2021-07-29 19:42:13.719048
Ottawa Edge,Dilithium3,960.297,45.315949656,-75.757390904,14.911,268.048,2021-07-29 19:43:24.313744
Ottawa Edge,Dilithium3,0.547,45.315274319,-75.75814186,3.067,335.543,2021-07-29 19:33:44.833430
Toronto Edge,Dilithium3,0.751,45.317953927,-75.756984626,6.645,102.385,2021-07-29 19:40:58.371969
Toronto Edge,Dilithium3,991.987,45.316696393,-75.758040824,3.735,177.898,2021-07-29 19:36:36.976661
Georges Home,Dilithium3,5.308,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:35.579573
Toronto Edge,Dilithium3,961.336,45.31793297,-75.757541458,8.233,65.253,2021-07-29 19:43:50.877869
Georges Home,Dilithium3,966.58,45.316195491,-75.757291069,8.004,243.755,2021-07-29 19:42:10.287040
Ottawa Edge,Dilithium3,964.241,45.317763989,-75.75670697,7.509,130.916,2021-07-29 19:42:33.227682
Ottawa Edge,Dilithium3,996.032,45.315808923,-75.757456415,3.461,282.166,2021-07-29 19:34:15.516961
Georges Home,Dilithium3,7.501,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:55.703925
Toronto Edge,Dilithium3,11.887,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:00.144013
Toronto Edge,Dilithium3,8.236,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.281719
Georges Home,Dilithium3,963.181,45.317314561,-75.756832292,14.662,152.668,2021-07-29 19:44:36.990984
Toronto Edge,Dilithium3,970.965,45.317056428,-75.757921976,13.88,139.155,2021-07-29 19:42:55.685471
Ottawa Edge,Dilithium3,3.717,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:48.094090
Toronto Edge,Dilithium3,989.268,45.316325531,-75.758178306,3.188,218.69,2021-07-29 19:36:49.069492
Georges Home,Dilithium3,988.527,45.317959599,-75.757547544,1.718,63.094,2021-07-29 19:39:30.690613
Ottawa Edge,Dilithium3,964.737,45.317823576,-75.756719141,7.365,127.206,2021-07-29 19:42:35.427389
Toronto Edge,Dilithium3,968.624,45.316799535,-75.757053744,13.94,188.722,2021-07-29 19:43:31.875452
Georges Home,Dilithium3,957.429,45.31588859,-75.757418953,14.655,274.148,2021-07-29 19:44:26.152938
Toronto Edge,Dilithium3,996.935,45.316913995,-75.757971988,9.065,154.31,2021-07-29 19:39:46.918051
Georges Home,Dilithium3,961.521,45.316798087,-75.757044521,16.021,189.208,2021-07-29 19:44:33.071014
Georges Home,Dilithium3,980.498,45.316538252,-75.758118695,8.622,195.143,2021-07-29 19:39:51.338126
Toronto Edge,Dilithium3,967.807,45.315991993,-75.757369131,8.271,263.893,2021-07-29 19:42:08.253744
Toronto Edge,Dilithium3,995.925,45.316954748,-75.757006868,3.56,175.67,2021-07-29 19:34:56.367689
Toronto Edge,Dilithium3,990.951,45.317169327,-75.756916443,3.82,160.34,2021-07-29 19:38:40.567076
Toronto Edge,Dilithium3,974.728,45.315258201,-75.757807928,6.454,338.693,2021-07-29 19:41:55.036600
Toronto Edge,Dilithium3,985.886,45.316816919,-75.75802181,14.043,164.657,2021-07-29 19:42:57.922058
Georges Home,Dilithium3,989.063,45.318029665,-75.7572813,3.441,77.661,2021-07-29 19:39:18.571893
Ottawa Edge,Dilithium3,964.149,45.317206784,-75.756903892,8.095,157.75,2021-07-29 19:42:26.307647
Ottawa Edge,Dilithium3,968.1,45.317070552,-75.756950768,7.998,167.445,2021-07-29 19:42:24.006531
Toronto Edge,Dilithium3,987.043,45.317361746,-75.756850739,3.56,147.94,2021-07-29 19:38:47.613312
Ottawa Edge,Dilithium3,0.739,45.315447445,-75.758497,3.022,317.137,2021-07-29 19:37:20.323645
Ottawa Edge,Dilithium3,970.756,45.317432044,-75.757772129,8.063,101.382,2021-07-29 19:41:15.094635
Ottawa Edge,Dilithium3,966.915,45.316438155,-75.758146932,7.459,206.207,2021-07-29 19:41:29.740035
Georges Home,Dilithium3,968.899,45.316466383,-75.757184958,7.919,218.033,2021-07-29 19:42:15.063448
Georges Home,Dilithium3,3.199,45.315655287,-75.758446614,3.725,293.818,2021-07-29 19:33:26.290067
Georges Home,Dilithium3,998.876,45.317645038,-75.756738348,3.384,135.275,2021-07-29 19:35:18.374060
Toronto Edge,Dilithium3,6.173,45.316290715,-75.758203029,3.633,222.554,2021-07-29 19:33:03.813261
Toronto Edge,Dilithium3,8.335,45.316832248,-75.757984538,3.633,163.234,2021-07-29 19:32:45.541177
Toronto Edge,Dilithium3,970.443,45.317823576,-75.756719141,7.365,127.206,2021-07-29 19:42:34.500700
Georges Home,Dilithium3,998.085,45.317015814,-75.756978818,3.725,171.18,2021-07-29 19:34:57.773946
Georges Home,Dilithium3,984.864,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:22.310868
Georges Home,Dilithium3,980.079,45.317916088,-75.756786844,3.085,118.365,2021-07-29 19:39:06.708890
Ottawa Edge,Dilithium3,954.332,45.317062525,-75.756935269,15.39,168.88,2021-07-29 19:44:35.106740
Toronto Edge,Dilithium3,968.612,45.316932723,-75.757965713,13.88,152.301,2021-07-29 19:42:56.774357
Ottawa Edge,Dilithium3,979.453,45.317446292,-75.756804052,3.575,144.279,2021-07-29 19:38:50.466059
Toronto Edge,Dilithium3,971.196,45.315918399,-75.757400317,8.258,271.253,2021-07-29 19:42:06.707937
Toronto Edge,Dilithium3,974.859,45.315580499,-75.75847485,6.81,302.262,2021-07-29 19:41:43.658799
Toronto Edge,Dilithium3,971.603,45.315489529,-75.758468952,10.15,312.316,2021-07-29 19:43:09.448491
Ottawa Edge,Dilithium3,957.069,45.316533523,-75.757150633,15.137,212.13,2021-07-29 19:44:30.419522
Toronto Edge,Dilithium3,963.616,45.315412693,-75.758422834,9.497,320.617,2021-07-29 19:43:10.264354
Ottawa Edge,Dilithium3,994.418,45.316837371,-75.757050606,3.56,185.153,2021-07-29 19:34:52.152322
Toronto Edge,Dilithium3,970.012,45.317988743,-75.757160823,6.746,88.128,2021-07-29 19:42:41.401731
Toronto Edge,Dilithium3,10.388,45.316597862,-75.757150444,3.209,205.563,2021-07-29 19:34:44.442112
Ottawa Edge,Dilithium3,964.701,45.316732521,-75.757091207,7.731,193.973,2021-07-29 19:42:18.583513
Ottawa Edge,Dilithium3,977.505,45.31803933,-75.757411189,3.366,67.884,2021-07-29 19:39:21.648634
Ottawa Edge,Dilithium3,995.189,45.315591322,-75.757525252,3.644,304.889,2021-07-29 19:37:51.127790
Georges Home,Dilithium3,6.795,45.318043862,-75.757343107,3.043,72.579,2021-07-29 19:35:47.403623
Georges Home,Dilithium3,961.47,45.317804595,-75.756719141,8.759,128.086,2021-07-29 19:44:42.015869
Toronto Edge,Dilithium3,1.681,45.315326351,-75.758401438,2.994,330.114,2021-07-29 19:33:37.453994
Toronto Edge,Dilithium3,995.95,45.316165815,-75.758243815,2.929,236.461,2021-07-29 19:36:54.434973
Georges Home,Dilithium3,978.29,45.317036126,-75.75791589,7.811,141.458,2021-07-29 19:41:20.688269
Toronto Edge,Dilithium3,995.729,45.31783453,-75.756703642,2.886,127.825,2021-07-29 19:35:26.314213
Toronto Edge,Dilithium3,10.187,45.317333143,-75.757803316,3.633,111.111,2021-07-29 19:32:30.739762
Toronto Edge,Dilithium3,957.743,45.318070871,-75.757559527,0.0,55.872,2021-07-29 19:44:56.194522
Toronto Edge,Dilithium3,991.443,45.315348512,-75.758376716,3.448,327.566,2021-07-29 19:37:25.070705
Ottawa Edge,Dilithium3,959.191,45.315935781,-75.758368368,13.704,262.338,2021-07-29 19:44:06.201731
Toronto Edge,Dilithium3,966.688,45.317687122,-75.756710298,10.701,134.744,2021-07-29 19:43:39.238283
Georges Home,Dilithium3,3.294,45.317425465,-75.757765854,3.484,102.235,2021-07-29 19:32:28.126340
Ottawa Edge,Dilithium3,972.266,45.31770281,-75.75766288,7.203,77.911,2021-07-29 19:41:11.275327
Toronto Edge,Dilithium3,988.655,45.316228575,-75.757300293,3.834,240.027,2021-07-29 19:38:11.562621
Toronto Edge,Dilithium3,967.094,45.317608914,-75.757687981,11.199,85.947,2021-07-29 19:42:51.133699
Ottawa Edge,Dilithium3,953.891,45.318072445,-75.757571888,0.0,54.926,2021-07-29 19:44:59.437136
Ottawa Edge,Dilithium3,982.897,45.31533589,-75.758327273,3.368,328.825,2021-07-29 19:37:26.291805
Georges Home,Dilithium3,990.674,45.316776188,-75.7580065,3.281,169.271,2021-07-29 19:36:33.851884
Georges Home,Dilithium3,982.05,45.317446292,-75.756804052,3.575,144.279,2021-07-29 19:38:50.182535
Georges Home,Dilithium3,977.648,45.317450899,-75.757768991,9.389,99.49,2021-07-29 19:39:39.217601
Ottawa Edge,Dilithium3,995.812,45.316776305,-75.757078656,3.3,190.087,2021-07-29 19:34:50.526606
Toronto Edge,Dilithium3,998.686,45.316467957,-75.757197319,3.033,217.519,2021-07-29 19:34:38.911659
Georges Home,Dilithium3,993.948,45.316480611,-75.757197319,3.644,216.208,2021-07-29 19:38:18.224410
Georges Home,Dilithium3,999.249,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:11.450137
Toronto Edge,Dilithium3,976.474,45.316840401,-75.758003174,8.798,162.188,2021-07-29 19:39:48.147415
Toronto Edge,Dilithium3,7.173,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:57.426501
Georges Home,Dilithium3,986.24,45.31562441,-75.758465438,3.274,297.342,2021-07-29 19:37:13.298183
Toronto Edge,Dilithium3,994.144,45.31540035,-75.757600174,6.084,324.913,2021-07-29 19:41:58.982234
Georges Home,Dilithium3,10.742,45.315778866,-75.758399742,2.929,279.884,2021-07-29 19:33:22.062692
Ottawa Edge,Dilithium3,955.401,45.317913005,-75.75686415,8.16,112.845,2021-07-29 19:44:43.252647
Toronto Edge,Dilithium3,973.305,45.317679347,-75.756701074,7.784,135.803,2021-07-29 19:40:52.320993
Georges Home,Dilithium3,964.243,45.31693602,-75.757013143,8.174,177.177,2021-07-29 19:42:21.283448
Georges Home,Dilithium3,5.724,45.317206784,-75.756903892,3.377,157.75,2021-07-29 19:35:03.631170
Toronto Edge,Dilithium3,992.1,45.31537681,-75.758447745,2.904,324.711,2021-07-29 19:37:23.428917
Toronto Edge,Dilithium3,973.377,45.31693602,-75.757013143,8.174,177.177,2021-07-29 19:42:21.490241
Georges Home,Dilithium3,1.348,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:02.702388
Georges Home,Dilithium3,966.325,45.315461452,-75.758453642,6.78,315.351,2021-07-29 19:41:45.271827
Toronto Edge,Dilithium3,982.396,45.317959599,-75.757547544,1.718,63.094,2021-07-29 19:39:30.844681
Ottawa Edge,Dilithium3,984.647,45.31786116,-75.756709728,2.909,126.232,2021-07-29 19:39:04.118663
Georges Home,Dilithium3,9.072,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:03.246533
Georges Home,Dilithium3,969.057,45.31799337,-75.757145324,6.623,89.058,2021-07-29 19:41:01.109489
Georges Home,Dilithium3,985.123,45.315652387,-75.757497203,3.659,298.605,2021-07-29 19:37:53.063616
Ottawa Edge,Dilithium3,2.326,45.31709206,-75.75789079,3.911,135.658,2021-07-29 19:32:38.324904
Toronto Edge,Dilithium3,974.083,45.315884095,-75.758368557,7.028,268.076,2021-07-29 19:41:38.731322
Georges Home,Dilithium3,968.444,45.315760516,-75.758415429,7.217,281.992,2021-07-29 19:41:40.778665
Georges Home,Dilithium3,965.792,45.317979173,-75.757083517,7.927,94.143,2021-07-29 19:43:45.991548
Toronto Edge,Dilithium3,997.591,45.315635106,-75.757512702,3.366,300.272,2021-07-29 19:34:09.811447
Georges Home,Dilithium3,997.098,45.316894887,-75.75796885,3.633,156.448,2021-07-29 19:32:43.721397
Ottawa Edge,Dilithium3,2.924,45.315580499,-75.75847485,6.81,302.262,2021-07-29 19:41:43.861435
Georges Home,Dilithium3,9.247,45.316198393,-75.758240489,3.281,232.837,2021-07-29 19:33:06.970788
Ottawa Edge,Dilithium3,994.633,45.316302042,-75.757265968,3.468,233.065,2021-07-29 19:34:32.863077
Ottawa Edge,Dilithium3,965.972,45.315775966,-75.757450329,8.258,285.848,2021-07-29 19:42:05.419355
Toronto Edge,Dilithium3,2.321,45.315258548,-75.758067694,3.189,337.423,2021-07-29 19:33:46.898676
Georges Home,Dilithium3,990.978,45.316060965,-75.758284413,3.105,248.179,2021-07-29 19:36:58.547958
Georges Home,Dilithium3,987.897,45.316264584,-75.757278519,3.925,236.719,2021-07-29 19:38:11.935059
Toronto Edge,Dilithium3,967.555,45.317280378,-75.756872704,8.362,153.23,2021-07-29 19:42:26.853464
Georges Home,Dilithium3,971.101,45.315320525,-75.757683941,7.92,332.834,2021-07-29 19:44:20.191413
Georges Home,Dilithium3,5.278,45.317023472,-75.75791589,3.196,142.847,2021-07-29 19:36:24.515037
Ottawa Edge,Dilithium3,982.07,45.316480611,-75.757197319,3.644,216.208,2021-07-29 19:38:18.784256
Ottawa Edge,Dilithium3,973.317,45.316062539,-75.758296774,7.028,248.032,2021-07-29 19:41:35.955803
Toronto Edge,Dilithium3,973.059,45.315456663,-75.757584486,6.312,318.905,2021-07-29 19:41:59.768467
Ottawa Edge,Dilithium3,956.699,45.316799535,-75.757053744,13.94,188.722,2021-07-29 19:43:31.289045
Ottawa Edge,Dilithium3,0.886,45.315258548,-75.758067694,3.189,337.423,2021-07-29 19:33:47.089328
Georges Home,Dilithium3,5.649,45.31575381,-75.758406017,3.196,282.692,2021-07-29 19:33:22.820113
Toronto Edge,Dilithium3,7.106,45.316869831,-75.757975125,3.457,159.159,2021-07-29 19:32:44.950766
Toronto Edge,Dilithium3,978.699,45.316663555,-75.757106895,7.64,200.327,2021-07-29 19:42:17.679641
Ottawa Edge,Dilithium3,973.763,45.316629127,-75.75807201,7.731,185.209,2021-07-29 19:41:26.707657
Ottawa Edge,Dilithium3,965.335,45.316535223,-75.757166132,7.744,211.488,2021-07-29 19:42:15.507857
Georges Home,Dilithium3,3.004,45.315864987,-75.75836542,3.014,270.185,2021-07-29 19:33:19.095034
Toronto Edge,Dilithium3,971.433,45.317505638,-75.757740942,8.163,94.6,2021-07-29 19:41:14.073433
Toronto Edge,Dilithium3,972.692,45.31733499,-75.756841516,8.538,150.547,2021-07-29 19:40:47.858338
Georges Home,Dilithium3,988.309,45.317857897,-75.757612867,5.203,66.709,2021-07-29 19:39:33.490098
Toronto Edge,Dilithium3,988.631,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:14.333927
Toronto Edge,Dilithium3,996.895,45.315995267,-75.75739699,3.366,263.01,2021-07-29 19:34:21.468962
Georges Home,Dilithium3,972.454,45.315281462,-75.757733573,6.517,336.7,2021-07-29 19:40:16.943056
Toronto Edge,Dilithium3,997.198,45.316837371,-75.757050606,3.56,185.153,2021-07-29 19:34:52.016420
Georges Home,Dilithium3,981.423,45.316228575,-75.757300293,3.834,240.027,2021-07-29 19:38:11.402929
Toronto Edge,Dilithium3,966.317,45.316533523,-75.757150633,15.137,212.13,2021-07-29 19:44:31.011952
Georges Home,Dilithium3,983.974,45.316129926,-75.757337755,3.728,249.719,2021-07-29 19:38:07.238471
Georges Home,Dilithium3,962.487,45.31693602,-75.757013143,8.174,177.177,2021-07-29 19:42:21.990193
Toronto Edge,Dilithium3,3.638,45.315229966,-75.757838924,2.949,341.609,2021-07-29 19:33:53.461439
Georges Home,Dilithium3,2.023,45.315326351,-75.758401438,2.994,330.114,2021-07-29 19:33:37.284412
Ottawa Edge,Dilithium3,963.741,45.317916184,-75.756839427,6.902,114.515,2021-07-29 19:42:36.227608
Ottawa Edge,Dilithium3,989.71,45.316906337,-75.757034918,3.925,179.118,2021-07-29 19:38:32.915943
Toronto Edge,Dilithium3,5.007,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:07.780200
Ottawa Edge,Dilithium3,955.563,45.317804595,-75.756719141,8.759,128.086,2021-07-29 19:44:41.661543
Ottawa Edge,Dilithium3,997.586,45.316481687,-75.758128107,3.901,201.405,2021-07-29 19:32:58.182732
Ottawa Edge,Dilithium3,993.62,45.316388163,-75.757231644,3.4,224.89,2021-07-29 19:34:35.857852
Georges Home,Dilithium3,986.887,45.317040996,-75.75697568,4.009,169.006,2021-07-29 19:38:37.171160
Ottawa Edge,Dilithium3,979.347,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:38.007452
Georges Home,Dilithium3,988.708,45.316623044,-75.757147306,3.105,203.1,2021-07-29 19:38:23.916763
Georges Home,Dilithium3,972.941,45.317104966,-75.757897065,7.822,134.159,2021-07-29 19:41:19.621118
Ottawa Edge,Dilithium3,976.027,45.315251874,-75.757807928,6.396,339.393,2021-07-29 19:40:15.884610
Toronto Edge,Dilithium3,980.7,45.316350453,-75.757237919,8.011,228.677,2021-07-29 19:40:33.497446
Toronto Edge,Dilithium3,4.306,45.315480145,-75.757565851,3.56,316.551,2021-07-29 19:34:05.388585
Ottawa Edge,Dilithium3,956.509,45.317431938,-75.756788553,14.031,146.241,2021-07-29 19:44:38.319431
Georges Home,Dilithium3,0.781,45.316869831,-75.757975125,3.457,159.159,2021-07-29 19:32:44.779470
Toronto Edge,Dilithium3,5.993,45.317883162,-75.756731313,2.638,123.747,2021-07-29 19:35:27.257413
Toronto Edge,Dilithium3,986.827,45.315315271,-75.758212888,6.923,330.964,2021-07-29 19:40:11.524503
Georges Home,Dilithium3,970.066,45.317267723,-75.756872704,8.713,154.266,2021-07-29 19:40:46.830096
Toronto Edge,Dilithium3,12.824,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:36.704781
Ottawa Edge,Dilithium3,959.018,45.317549548,-75.757731529,14.292,90.4,2021-07-29 19:43:55.161390
Ottawa Edge,Dilithium3,996.907,45.315994893,-75.758318547,3.033,255.603,2021-07-29 19:33:13.470802
Ottawa Edge,Dilithium3,968.138,45.315321599,-75.758212888,6.336,330.261,2021-07-29 19:41:50.261708
Toronto Edge,Dilithium3,980.056,45.317944387,-75.756857874,3.365,112.047,2021-07-29 19:39:08.931717
Georges Home,Dilithium3,5.606,45.315994893,-75.758318547,3.033,255.603,2021-07-29 19:33:13.709497
Ottawa Edge,Dilithium3,999.346,45.31523793,-75.757953309,3.166,340.102,2021-07-29 19:33:49.424470
Ottawa Edge,Dilithium3,973.081,45.317475849,-75.75677914,8.186,143.666,2021-07-29 19:40:50.266798
Ottawa Edge,Dilithium3,970.421,45.316308249,-75.758193805,7.276,220.605,2021-07-29 19:41:31.419229
Toronto Edge,Dilithium3,984.474,45.317929917,-75.757569318,3.056,63.757,2021-07-29 19:39:31.377094
Toronto Edge,Dilithium3,955.989,45.316533523,-75.757150633,15.137,212.13,2021-07-29 19:44:30.191581
Georges Home,Dilithium3,970.409,45.315516159,-75.758475039,10.733,309.396,2021-07-29 19:44:11.379706
Toronto Edge,Dilithium3,14.287,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:07.210849
Toronto Edge,Dilithium3,982.514,45.317538614,-75.756766589,3.75,140.147,2021-07-29 19:38:53.216857
Ottawa Edge,Dilithium3,962.842,45.318015658,-75.757324659,6.724,75.149,2021-07-29 19:42:43.096537
Georges Home,Dilithium3,7.603,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:02.163194
Georges Home,Dilithium3,983.888,45.317627642,-75.757681706,3.209,84.346,2021-07-29 19:36:05.008759
Toronto Edge,Dilithium3,999.722,45.31530438,-75.75833041,2.853,332.333,2021-07-29 19:33:40.139813
Ottawa Edge,Dilithium3,964.593,45.31777019,-75.756703832,9.185,130.828,2021-07-29 19:43:40.998472
Ottawa Edge,Dilithium3,964.908,45.317823576,-75.756719141,7.365,127.206,2021-07-29 19:42:34.673333
Toronto Edge,Dilithium3,973.361,45.317962652,-75.757519683,6.211,64.681,2021-07-29 19:41:05.836178
Toronto Edge,Dilithium3,984.339,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:22.474859
Georges Home,Dilithium3,972.001,45.31670272,-75.758040824,7.991,177.196,2021-07-29 19:41:26.156627
Toronto Edge,Dilithium3,961.33,45.315516159,-75.758475039,10.733,309.396,2021-07-29 19:44:10.767218
Georges Home,Dilithium3,985.595,45.315683644,-75.757487791,3.644,295.329,2021-07-29 19:37:53.830175
Ottawa Edge,Dilithium3,983.124,45.315715027,-75.757481515,3.633,291.999,2021-07-29 19:37:55.095430
Toronto Edge,Dilithium3,1.986,45.316173337,-75.758246764,3.281,235.629,2021-07-29 19:33:08.235326
Toronto Edge,Dilithium3,990.857,45.316906337,-75.757034918,3.925,179.118,2021-07-29 19:38:32.736198
Ottawa Edge,Dilithium3,974.893,45.315351813,-75.757625085,6.296,329.98,2021-07-29 19:41:57.718003
Toronto Edge,Dilithium3,7.22,45.315655287,-75.758446614,3.725,293.818,2021-07-29 19:33:26.477193
Ottawa Edge,Dilithium3,955.708,45.318070871,-75.757559527,0.0,55.872,2021-07-29 19:44:57.939116
Toronto Edge,Dilithium3,995.834,45.31603603,-75.757362855,3.81,259.277,2021-07-29 19:38:05.274991
Ottawa Edge,Dilithium3,991.292,45.315516285,-75.758478176,7.006,309.399,2021-07-29 19:41:45.021521
Toronto Edge,Dilithium3,995.716,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:08.017386
Toronto Edge,Dilithium3,992.467,45.315869862,-75.757425229,8.278,276.069,2021-07-29 19:40:27.015117
Toronto Edge,Dilithium3,998.957,45.315722801,-75.757490739,3.377,291.013,2021-07-29 19:34:13.060604
Georges Home,Dilithium3,3.169,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.722883
Georges Home,Dilithium3,976.427,45.317944387,-75.756857874,3.365,112.047,2021-07-29 19:39:08.767915
Ottawa Edge,Dilithium3,974.514,45.315699451,-75.758443477,7.203,288.904,2021-07-29 19:41:41.652839
Ottawa Edge,Dilithium3,953.79,45.31803933,-75.757411189,6.507,67.884,2021-07-29 19:44:49.495872
Toronto Edge,Dilithium3,0.829,45.315536457,-75.757550163,3.633,310.571,2021-07-29 19:34:07.138562
Ottawa Edge,Dilithium3,995.606,45.315229966,-75.757838924,2.949,341.609,2021-07-29 19:33:53.629123
Toronto Edge,Dilithium3,965.569,45.315362393,-75.758330222,8.974,325.889,2021-07-29 19:43:11.791388
Toronto Edge,Dilithium3,5.158,45.317054476,-75.757900202,3.735,139.645,2021-07-29 19:32:38.731259
Georges Home,Dilithium3,963.48,45.316699541,-75.758065546,14.231,177.424,2021-07-29 19:42:59.166719
Georges Home,Dilithium3,2.395,45.317949967,-75.757569129,0.707,62.381,2021-07-29 19:32:08.713197
Georges Home,Dilithium3,978.198,45.316967402,-75.757006868,4.117,174.48,2021-07-29 19:38:35.553792
Toronto Edge,Dilithium3,974.717,45.31553183,-75.757565661,7.288,310.882,2021-07-29 19:40:22.041075
Ottawa Edge,Dilithium3,996.145,45.316805988,-75.757056882,3.56,187.974,2021-07-29 19:34:51.074860
Ottawa Edge,Dilithium3,973.773,45.315599096,-75.757534475,7.815,303.913,2021-07-29 19:40:23.057742
Toronto Edge,Dilithium3,963.458,45.317117494,-75.757893927,17.33,132.833,2021-07-29 19:43:57.319636
Ottawa Edge,Dilithium3,973.48,45.31689831,-75.757019419,8.362,180.506,2021-07-29 19:40:41.897827
Toronto Edge,Dilithium3,978.401,45.317104966,-75.757897065,7.822,134.159,2021-07-29 19:41:19.794555
Toronto Edge,Dilithium3,963.287,45.316448976,-75.757197319,14.407,219.487,2021-07-29 19:43:29.507886
Georges Home,Dilithium3,961.741,45.316799535,-75.757053744,13.94,188.722,2021-07-29 19:43:31.651090
Toronto Edge,Dilithium3,983.248,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:56.597620
Ottawa Edge,Dilithium3,994.309,45.31723184,-75.756897616,3.293,155.951,2021-07-29 19:35:04.510292
Toronto Edge,Dilithium3,964.28,45.315285083,-75.7580212,8.556,334.607,2021-07-29 19:43:14.990221
Ottawa Edge,Dilithium3,983.927,45.317889363,-75.756728175,2.883,123.725,2021-07-29 19:39:04.901206
Toronto Edge,Dilithium3,15.04,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:38.650066
Ottawa Edge,Dilithium3,982.761,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:22.599893
Ottawa Edge,Dilithium3,964.402,45.316181491,-75.7582654,14.746,234.751,2021-07-29 19:44:04.546870
Georges Home,Dilithium3,978.852,45.316146954,-75.757315981,8.362,248.368,2021-07-29 19:40:30.847846
Ottawa Edge,Dilithium3,987.866,45.31753532,-75.757719168,3.644,92.239,2021-07-29 19:36:07.864509
Ottawa Edge,Dilithium3,6.622,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:05.757409
Toronto Edge,Dilithium3,956.975,45.318070871,-75.757559527,0.0,55.872,2021-07-29 19:44:56.933409
Toronto Edge,Dilithium3,998.676,45.316776305,-75.757078656,3.3,190.087,2021-07-29 19:34:50.394211
Toronto Edge,Dilithium3,0.826,45.315326351,-75.758401438,2.994,330.114,2021-07-29 19:33:38.052035
Georges Home,Dilithium3,991.873,45.316665137,-75.758050237,3.457,181.315,2021-07-29 19:36:37.427515
