Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Toronto Edge,Dilithium3,994.344,45.315461416,-75.757572126,3.553,318.531,2021-07-29 19:37:46.966437
Ottawa Edge,Dilithium3,983.736,45.315284641,-75.757708852,3.574,336.565,2021-07-29 19:37:39.229953
Georges Home,Dilithium3,964.971,45.317139518,-75.756935079,8.095,162.036,2021-07-29 19:42:24.315839
Toronto Edge,Dilithium3,978.825,45.31786095,-75.757585006,6.116,67.991,2021-07-29 19:41:07.270709
Toronto Edge,Dilithium3,995.373,45.317731159,-75.756704022,3.293,132.799,2021-07-29 19:35:21.880234
Toronto Edge,Dilithium3,23.233,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.899986
Toronto Edge,Dilithium3,16.441,45.315511401,-75.757556438,3.56,313.239,2021-07-29 19:34:06.011754
Toronto Edge,Dilithium3,989.394,45.316696393,-75.758040824,3.735,177.898,2021-07-29 19:36:36.325400
Toronto Edge,Dilithium3,6.983,45.31575381,-75.758406017,3.196,282.692,2021-07-29 19:33:22.353504
Toronto Edge,Dilithium3,994.824,45.316214353,-75.758218904,3.117,231.046,2021-07-29 19:36:52.812054
Ottawa Edge,Dilithium3,972.864,45.317944387,-75.756857874,3.365,112.047,2021-07-29 19:39:09.057697
Toronto Edge,Dilithium3,989.338,45.315974844,-75.758318736,3.56,257.831,2021-07-29 19:37:02.524115
Ottawa Edge,Dilithium3,988.999,45.317751347,-75.757637968,3.725,74.56,2021-07-29 19:36:00.883716
Georges Home,Dilithium3,992.511,45.31638817,-75.758162619,3.384,211.741,2021-07-29 19:36:46.250935
Georges Home,Dilithium3,6.189,45.31526327,-75.758104777,3.067,336.822,2021-07-29 19:33:45.876035
Ottawa Edge,Dilithium3,987.591,45.316862309,-75.757972177,3.02,160.016,2021-07-29 19:36:30.438623
Georges Home,Dilithium3,10.773,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.044201
Ottawa Edge,Dilithium3,2.619,45.315655287,-75.758446614,3.725,293.818,2021-07-29 19:33:26.644187
Toronto Edge,Dilithium3,3.342,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:02.865155
Toronto Edge,Dilithium3,985.977,45.315284641,-75.757708852,3.574,336.565,2021-07-29 19:37:39.803165
Georges Home,Dilithium3,985.564,45.315315271,-75.758212888,6.923,330.964,2021-07-29 19:40:10.475102
Ottawa Edge,Dilithium3,988.092,45.317408583,-75.756810328,8.362,146.682,2021-07-29 19:40:48.820250
Toronto Edge,Dilithium3,988.478,45.317195714,-75.757847242,3.372,125.047,2021-07-29 19:36:19.009238
Georges Home,Dilithium3,7.104,45.315450335,-75.757584486,3.392,319.6,2021-07-29 19:34:04.133542
Georges Home,Dilithium3,966.949,45.315699451,-75.758443477,7.203,288.904,2021-07-29 19:41:41.943259
Ottawa Edge,Dilithium3,999.866,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:32.301557
Ottawa Edge,Dilithium3,993.116,45.318024848,-75.757191632,3.043,84.403,2021-07-29 19:35:42.485953
Ottawa Edge,Dilithium3,985.522,45.315461416,-75.757572126,3.553,318.531,2021-07-29 19:37:47.154342
Toronto Edge,Dilithium3,1.401,45.317153125,-75.757862741,4.253,129.415,2021-07-29 19:32:35.986085
Ottawa Edge,Dilithium3,7.254,45.31758518,-75.757700342,3.4,87.855,2021-07-29 19:32:22.979578
Ottawa Edge,Dilithium3,0.532,45.316493013,-75.757191044,3.033,215.104,2021-07-29 19:34:39.436630
Georges Home,Dilithium3,984.435,45.31801232,-75.75719477,3.459,84.676,2021-07-29 19:39:16.415960
Toronto Edge,Dilithium3,5.881,45.315370541,-75.75761881,3.056,327.986,2021-07-29 19:34:00.539220
Georges Home,Dilithium3,976.027,45.316220547,-75.757284794,8.083,241.239,2021-07-29 19:40:31.626247
Toronto Edge,Dilithium3,967.641,45.317892481,-75.756802343,8.131,118.193,2021-07-29 19:43:42.334613
Toronto Edge,Dilithium3,999.197,45.31704707,-75.756969405,3.633,168.731,2021-07-29 19:34:58.450176
Toronto Edge,Dilithium3,4.796,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:10.489677
Ottawa Edge,Dilithium3,960.876,45.317494578,-75.756772864,12.793,142.744,2021-07-29 19:43:37.903273
Georges Home,Dilithium3,14.427,45.317972782,-75.756981488,3.312,101.862,2021-07-29 19:39:11.855411
Ottawa Edge,Dilithium3,3.764,45.315944782,-75.758331097,3.033,261.206,2021-07-29 19:33:15.822057
Ottawa Edge,Dilithium3,963.183,45.317707563,-75.757650518,9.78,77.996,2021-07-29 19:42:49.985318
Ottawa Edge,Dilithium3,981.725,45.318007598,-75.757157685,3.441,87.574,2021-07-29 19:39:16.181600
Ottawa Edge,Dilithium3,979.581,45.31796806,-75.756944404,3.335,104.771,2021-07-29 19:39:10.270517
Toronto Edge,Dilithium3,965.914,45.317971398,-75.757074293,6.741,95.137,2021-07-29 19:42:39.892156
Toronto Edge,Dilithium3,2.841,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:49.567494
Georges Home,Dilithium3,987.97,45.316129926,-75.757337755,3.728,249.719,2021-07-29 19:38:08.310141
Toronto Edge,Dilithium3,998.035,45.316075061,-75.757362666,3.105,255.086,2021-07-29 19:34:24.689473
Toronto Edge,Dilithium3,973.235,45.31531275,-75.757674718,6.298,333.78,2021-07-29 19:41:56.689127
Georges Home,Dilithium3,4.606,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:45.184254
Ottawa Edge,Dilithium3,960.507,45.316305196,-75.758221665,15.007,220.951,2021-07-29 19:44:03.743212
Toronto Edge,Dilithium3,973.562,45.316325271,-75.757241057,14.779,231.242,2021-07-29 19:43:28.010397
Ottawa Edge,Dilithium3,996.249,45.31704707,-75.756969405,3.633,168.731,2021-07-29 19:34:58.596579
Ottawa Edge,Dilithium3,987.604,45.316214353,-75.758218904,3.117,231.046,2021-07-29 19:36:53.493544
Toronto Edge,Dilithium3,992.721,45.316388289,-75.757234781,3.735,224.794,2021-07-29 19:38:16.109463
Ottawa Edge,Dilithium3,997.307,45.316087216,-75.758281087,3.633,245.255,2021-07-29 19:33:11.167245
Toronto Edge,Dilithium3,982.768,45.316837497,-75.757053744,4.009,185.022,2021-07-29 19:38:30.993156
Georges Home,Dilithium3,957.811,45.318064575,-75.757510081,3.693,59.669,2021-07-29 19:44:52.107961
Toronto Edge,Dilithium3,992.407,45.316062539,-75.758296774,7.028,248.032,2021-07-29 19:41:35.798479
Toronto Edge,Dilithium3,989.381,45.317474255,-75.757747217,3.644,97.657,2021-07-29 19:36:09.791518
Toronto Edge,Dilithium3,990.552,45.316099996,-75.758284224,8.339,243.842,2021-07-29 19:39:57.777533
Georges Home,Dilithium3,960.194,45.316448976,-75.757197319,14.407,219.487,2021-07-29 19:43:29.278854
Georges Home,Dilithium3,977.008,45.31770281,-75.75766288,7.203,77.911,2021-07-29 19:41:10.798002
Toronto Edge,Dilithium3,974.764,45.316308249,-75.758193805,7.276,220.605,2021-07-29 19:41:31.268265
Ottawa Edge,Dilithium3,960.346,45.318064575,-75.757510081,3.693,59.669,2021-07-29 19:44:51.768279
Georges Home,Dilithium3,1.099,45.315253575,-75.757823426,3.522,339.098,2021-07-29 19:37:36.471575
Ottawa Edge,Dilithium3,961.018,45.316682157,-75.757097482,13.6,198.78,2021-07-29 19:43:30.529403
Georges Home,Dilithium3,7.517,45.317820188,-75.757619142,3.293,69.485,2021-07-29 19:35:58.459637
Ottawa Edge,Dilithium3,992.125,45.317252027,-75.757831554,3.548,119.241,2021-07-29 19:36:16.465567
Toronto Edge,Dilithium3,984.735,45.317723258,-75.756691661,3.468,134.068,2021-07-29 19:38:58.205672
Georges Home,Dilithium3,988.325,45.316566732,-75.757162994,3.293,208.353,2021-07-29 19:38:21.780470
Ottawa Edge,Dilithium3,982.782,45.317238167,-75.756897616,3.81,155.419,2021-07-29 19:38:42.316786
Ottawa Edge,Dilithium3,9.153,45.31709206,-75.75789079,3.911,135.658,2021-07-29 19:32:37.229177
Ottawa Edge,Dilithium3,2.411,45.316253132,-75.758212441,3.457,226.733,2021-07-29 19:33:04.546437
Ottawa Edge,Dilithium3,975.464,45.315408066,-75.758438333,7.524,321.2,2021-07-29 19:40:08.399477
Georges Home,Dilithium3,994.154,45.317406988,-75.757778404,3.659,103.858,2021-07-29 19:36:11.747054
Ottawa Edge,Dilithium3,2.494,45.316962154,-75.757937664,3.372,149.339,2021-07-29 19:32:41.765133
Ottawa Edge,Dilithium3,965.449,45.315282157,-75.758052196,6.794,334.839,2021-07-29 19:41:51.219173
Toronto Edge,Dilithium3,15.022,45.317949967,-75.757569129,0.707,62.381,2021-07-29 19:32:08.891810
Toronto Edge,Dilithium3,29.636,45.315655287,-75.758446614,3.725,293.818,2021-07-29 19:33:25.843698
Toronto Edge,Dilithium3,972.558,45.31540035,-75.757600174,6.084,324.913,2021-07-29 19:41:58.229485
Ottawa Edge,Dilithium3,988.599,45.315332615,-75.758299414,7.143,329.13,2021-07-29 19:40:10.112512
Georges Home,Dilithium3,7.575,45.316687013,-75.758068684,8.889,178.8,2021-07-29 19:39:50.591971
Georges Home,Dilithium3,987.061,45.315332615,-75.758299414,7.143,329.13,2021-07-29 19:40:09.617285
Georges Home,Dilithium3,982.053,45.31553183,-75.757565661,7.288,310.882,2021-07-29 19:40:21.823757
Ottawa Edge,Dilithium3,997.486,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:19.974259
Ottawa Edge,Dilithium3,975.52,45.317039169,-75.756957044,8.622,170.005,2021-07-29 19:40:43.359445
Toronto Edge,Dilithium3,988.236,45.31532213,-75.757646858,3.535,333.022,2021-07-29 19:37:42.190234
Ottawa Edge,Dilithium3,961.146,45.315272176,-75.757814013,7.93,337.103,2021-07-29 19:43:17.572039
Toronto Edge,Dilithium3,4.764,45.317121869,-75.757872153,4.009,132.674,2021-07-29 19:32:37.076165
Toronto Edge,Dilithium3,973.959,45.317505638,-75.757740942,8.163,94.6,2021-07-29 19:41:13.371472
Ottawa Edge,Dilithium3,959.974,45.318015563,-75.757272076,8.249,78.931,2021-07-29 19:43:47.962381
Toronto Edge,Dilithium3,971.123,45.316405318,-75.757213007,8.095,223.597,2021-07-29 19:42:14.541961
Georges Home,Dilithium3,969.767,45.315371994,-75.758358081,6.523,324.899,2021-07-29 19:41:48.038573
Ottawa Edge,Dilithium3,0.543,45.317912384,-75.757578542,2.659,64.461,2021-07-29 19:32:11.749550
Ottawa Edge,Dilithium3,5.33,45.317888902,-75.757597179,2.753,65.138,2021-07-29 19:32:12.850637
Ottawa Edge,Dilithium3,970.545,45.316823143,-75.757038245,8.186,187.007,2021-07-29 19:40:40.392735
Georges Home,Dilithium3,981.066,45.316646526,-75.757128669,3.105,201.323,2021-07-29 19:38:24.972383
Toronto Edge,Dilithium3,0.139,45.316358354,-75.75725028,3.209,227.53,2021-07-29 19:34:34.858759
Georges Home,Dilithium3,959.845,45.316533523,-75.757150633,15.137,212.13,2021-07-29 19:44:30.779216
Georges Home,Dilithium3,0.384,45.317863846,-75.757603454,3.097,66.745,2021-07-29 19:32:14.328952
Ottawa Edge,Dilithium3,995.785,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:26.125064
Toronto Edge,Dilithium3,985.498,45.317269424,-75.756888203,3.911,153.309,2021-07-29 19:38:44.037649
Toronto Edge,Dilithium3,992.311,45.316943677,-75.757950214,3.097,151.244,2021-07-29 19:36:27.492107
Georges Home,Dilithium3,985.043,45.317371105,-75.757803316,9.406,107.066,2021-07-29 19:39:40.976467
Georges Home,Dilithium3,986.894,45.31532213,-75.757646858,3.535,333.022,2021-07-29 19:37:41.961158
Toronto Edge,Dilithium3,967.69,45.317630936,-75.756729125,7.675,136.725,2021-07-29 19:42:32.253589
Toronto Edge,Dilithium3,0.493,45.315242778,-75.757993529,3.312,339.4,2021-07-29 19:33:48.447080
Toronto Edge,Dilithium3,13.195,45.316918622,-75.757956489,3.274,153.944,2021-07-29 19:36:28.952023
Toronto Edge,Dilithium3,998.978,45.318034577,-75.757423551,3.164,67.227,2021-07-29 19:35:49.144317
Georges Home,Dilithium3,6.536,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:35.268528
Ottawa Edge,Dilithium3,8.526,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:02.486426
Georges Home,Dilithium3,970.348,45.31540035,-75.757600174,6.084,324.913,2021-07-29 19:41:59.519754
Ottawa Edge,Dilithium3,955.66,45.318028186,-75.757321522,7.519,74.815,2021-07-29 19:44:48.658156
Ottawa Edge,Dilithium3,5.687,45.31758518,-75.757700342,3.4,87.855,2021-07-29 19:32:23.499087
Toronto Edge,Dilithium3,974.928,45.31697506,-75.757943939,7.811,147.851,2021-07-29 19:41:21.960766
Toronto Edge,Dilithium3,995.015,45.318009077,-75.757117463,2.675,90.463,2021-07-29 19:35:41.583846
Ottawa Edge,Dilithium3,982.49,45.316190991,-75.757309706,3.644,243.812,2021-07-29 19:38:09.629045
Georges Home,Dilithium3,4.593,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.645904
Georges Home,Dilithium3,985.004,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:04.517951
Georges Home,Dilithium3,972.313,45.31786095,-75.757585006,6.116,67.991,2021-07-29 19:41:08.552041
Toronto Edge,Dilithium3,961.379,45.316433528,-75.75816243,15.45,206.701,2021-07-29 19:44:02.767789
Toronto Edge,Dilithium3,996.338,45.31785157,-75.757612867,3.226,67.22,2021-07-29 19:35:58.004606
Ottawa Edge,Dilithium3,984.456,45.315599096,-75.757534475,7.815,303.913,2021-07-29 19:40:22.258376
Toronto Edge,Dilithium3,984.443,45.317929917,-75.757569318,3.056,63.757,2021-07-29 19:39:32.583756
Georges Home,Dilithium3,985.064,45.315470764,-75.75759371,6.738,317.247,2021-07-29 19:40:21.090054
Toronto Edge,Dilithium3,972.129,45.316732521,-75.757091207,7.731,193.973,2021-07-29 19:42:18.413638
Georges Home,Dilithium3,983.731,45.315857466,-75.758362471,3.468,271.008,2021-07-29 19:37:06.191750
Georges Home,Dilithium3,996.273,45.315258548,-75.758067694,3.189,337.423,2021-07-29 19:33:46.675250
Ottawa Edge,Dilithium3,5.711,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:52.806835
Ottawa Edge,Dilithium3,970.411,45.317763875,-75.75763483,6.692,73.587,2021-07-29 19:41:09.753871
Toronto Edge,Dilithium3,982.777,45.317269424,-75.756888203,3.911,153.309,2021-07-29 19:38:43.462294
Ottawa Edge,Dilithium3,990.42,45.317252027,-75.757831554,3.548,119.241,2021-07-29 19:36:17.523876
Toronto Edge,Dilithium3,966.514,45.317427438,-75.75680719,8.376,145.47,2021-07-29 19:42:28.372428
Georges Home,Dilithium3,993.215,45.317165905,-75.757865878,3.196,127.974,2021-07-29 19:36:19.971665
Georges Home,Dilithium3,971.937,45.316500795,-75.758131245,7.555,199.276,2021-07-29 19:41:29.444136
Toronto Edge,Dilithium3,13.452,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:35.738903
Toronto Edge,Dilithium3,963.009,45.318009426,-75.757377243,8.194,71.712,2021-07-29 19:43:48.548606
Georges Home,Dilithium3,1.843,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:53.027123
Toronto Edge,Dilithium3,9.413,45.315915099,-75.75835287,3.033,264.575,2021-07-29 19:33:16.773850
Georges Home,Dilithium3,965.2,45.316405318,-75.757213007,8.095,223.597,2021-07-29 19:42:14.294470
Ottawa Edge,Dilithium3,3.118,45.317024793,-75.757921976,3.735,142.629,2021-07-29 19:32:39.393146
Toronto Edge,Dilithium3,13.462,45.317394208,-75.757775267,3.553,105.283,2021-07-29 19:32:28.295926
Toronto Edge,Dilithium3,967.92,45.317206784,-75.756903892,8.095,157.75,2021-07-29 19:42:26.113888
Georges Home,Dilithium3,985.641,45.316971903,-75.756988231,8.538,174.847,2021-07-29 19:40:42.244958
Toronto Edge,Dilithium3,985.768,45.316190871,-75.75823754,7.192,233.67,2021-07-29 19:41:33.678927
Georges Home,Dilithium3,990.138,45.31638817,-75.758162619,3.384,211.741,2021-07-29 19:36:47.291207
Ottawa Edge,Dilithium3,6.929,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:41.761428
Ottawa Edge,Dilithium3,0.805,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:04.112711
Georges Home,Dilithium3,971.27,45.317817249,-75.756719141,7.345,127.496,2021-07-29 19:40:54.371649
Toronto Edge,Dilithium3,983.685,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:13.800988
Ottawa Edge,Dilithium3,978.637,45.318034513,-75.757321522,3.432,74.541,2021-07-29 19:39:19.445127
Georges Home,Dilithium3,958.812,45.317407115,-75.757781542,16.245,103.767,2021-07-29 19:43:56.328801
Georges Home,Dilithium3,967.65,45.31669334,-75.758068684,16.177,178.098,2021-07-29 19:44:01.006321
Georges Home,Dilithium3,4.486,45.315864987,-75.75836542,3.014,270.185,2021-07-29 19:33:18.449017
Ottawa Edge,Dilithium3,954.515,45.318070871,-75.757559527,0.0,55.872,2021-07-29 19:44:55.675877
Georges Home,Dilithium3,10.139,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:38.982125
Ottawa Edge,Dilithium3,968.08,45.317812413,-75.757609918,6.25,70.612,2021-07-29 19:41:08.981462
Georges Home,Dilithium3,978.811,45.316424046,-75.757206732,7.934,221.817,2021-07-29 19:40:35.458968
Toronto Edge,Dilithium3,995.013,45.315765143,-75.758399931,3.475,281.407,2021-07-29 19:37:09.142204
Ottawa Edge,Dilithium3,987.939,45.316115704,-75.758256365,3.105,242.046,2021-07-29 19:36:56.698231
Ottawa Edge,Dilithium3,976.471,45.318020285,-75.75730916,6.483,76.053,2021-07-29 19:41:03.023870
Georges Home,Dilithium3,956.767,45.317543115,-75.756747952,12.958,141.024,2021-07-29 19:44:38.666029
Georges Home,Dilithium3,987.128,45.31624561,-75.758209492,2.838,227.568,2021-07-29 19:36:51.594113
Ottawa Edge,Dilithium3,992.432,45.317015814,-75.756978818,3.725,171.18,2021-07-29 19:34:57.536714
Toronto Edge,Dilithium3,957.302,45.318070871,-75.757559527,0.123,55.872,2021-07-29 19:44:54.654675
Georges Home,Dilithium3,0.999,45.316087216,-75.758281087,3.633,245.255,2021-07-29 19:33:10.253980
Ottawa Edge,Dilithium3,8.628,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:43.883118
Toronto Edge,Dilithium3,987.032,45.316190991,-75.757309706,3.644,243.812,2021-07-29 19:38:10.030406
Georges Home,Dilithium3,987.853,45.315264813,-75.75796567,3.42,337.065,2021-07-29 19:37:34.056274
Georges Home,Dilithium3,965.972,45.31697506,-75.757943939,16.887,147.851,2021-07-29 19:43:58.645207
Ottawa Edge,Dilithium3,983.63,45.31786095,-75.757585006,6.116,67.991,2021-07-29 19:41:08.205560
Georges Home,Dilithium3,39.48,45.316322225,-75.758199891,8.362,219.051,2021-07-29 19:39:54.737902
Ottawa Edge,Dilithium3,1.369,45.316987209,-75.757931389,3.827,146.651,2021-07-29 19:32:41.055561
Toronto Edge,Dilithium3,109.182,45.316321972,-75.758193616,3.644,219.08,2021-07-29 19:33:03.165618
Ottawa Edge,Dilithium3,983.697,45.316129926,-75.757337755,3.728,249.719,2021-07-29 19:38:08.600233
Georges Home,Dilithium3,967.813,45.317505638,-75.757740942,8.163,94.6,2021-07-29 19:41:14.610847
Ottawa Edge,Dilithium3,986.307,45.316611846,-75.758087509,8.622,187.067,2021-07-29 19:39:51.107759
Toronto Edge,Dilithium3,983.306,45.316505667,-75.757191044,3.457,213.797,2021-07-29 19:38:19.208195
Toronto Edge,Dilithium3,982.599,45.31796806,-75.756944404,3.335,104.771,2021-07-29 19:39:10.830043
Toronto Edge,Dilithium3,988.413,45.317422811,-75.756822689,3.4,144.903,2021-07-29 19:38:48.694940
Ottawa Edge,Dilithium3,979.064,45.317216143,-75.757856465,8.713,122.673,2021-07-29 19:39:42.679325
Ottawa Edge,Dilithium3,999.02,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:20.534143
Ottawa Edge,Dilithium3,974.79,45.317959599,-75.757547544,1.718,63.094,2021-07-29 19:39:30.457481
Georges Home,Dilithium3,999.962,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:50.948585
Ottawa Edge,Dilithium3,984.184,45.315536714,-75.758487399,3.45,307.187,2021-07-29 19:37:16.838893
Toronto Edge,Dilithium3,973.302,45.318009141,-75.757219492,6.501,83.011,2021-07-29 19:41:01.320158
Georges Home,Dilithium3,982.858,45.315920105,-75.758346784,3.384,263.998,2021-07-29 19:37:03.986435
Georges Home,Dilithium3,972.998,45.316350453,-75.757237919,8.011,228.677,2021-07-29 19:40:33.263331
Ottawa Edge,Dilithium3,971.913,45.315411246,-75.758413611,6.587,320.739,2021-07-29 19:41:46.783758
Toronto Edge,Dilithium3,995.124,45.317108136,-75.756941355,3.728,164.515,2021-07-29 19:35:00.971336
Ottawa Edge,Dilithium3,2.399,45.317524114,-75.757728392,3.996,93.089,2021-07-29 19:32:25.070850
Toronto Edge,Dilithium3,958.295,45.317961923,-75.757049571,7.976,97.329,2021-07-29 19:44:46.175217
Ottawa Edge,Dilithium3,988.991,45.317605861,-75.757715841,8.434,85.256,2021-07-29 19:39:38.424015
Georges Home,Dilithium3,980.376,45.315359587,-75.757634308,6.383,329.026,2021-07-29 19:40:18.481745
Toronto Edge,Dilithium3,970.808,45.318004514,-75.757234992,6.595,82.088,2021-07-29 19:42:42.166725
Toronto Edge,Dilithium3,2.067,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:19.827515
Ottawa Edge,Dilithium3,959.032,45.315614903,-75.75849016,12.028,298.538,2021-07-29 19:44:10.136368
Ottawa Edge,Dilithium3,2.601,45.316050005,-75.757368941,3.19,257.654,2021-07-29 19:34:23.751988
Georges Home,Dilithium3,996.598,45.315995267,-75.75739699,3.366,263.01,2021-07-29 19:34:21.828638
Ottawa Edge,Dilithium3,980.556,45.318039235,-75.757358606,3.441,71.658,2021-07-29 19:39:21.112336
Toronto Edge,Dilithium3,960.712,45.316563434,-75.758115557,15.825,192.354,2021-07-29 19:44:02.006482
Ottawa Edge,Dilithium3,8.09,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:38.263060
Ottawa Edge,Dilithium3,997.288,45.316024576,-75.758296774,3.125,252.249,2021-07-29 19:33:12.358381
Ottawa Edge,Dilithium3,959.551,45.3168342,-75.758006312,16.62,162.851,2021-07-29 19:43:59.863133
Toronto Edge,Dilithium3,973.093,45.315760516,-75.758415429,7.217,281.992,2021-07-29 19:41:40.350193
Toronto Edge,Dilithium3,976.223,45.31799337,-75.757145324,6.623,89.058,2021-07-29 19:41:00.623173
Toronto Edge,Dilithium3,983.695,45.31801232,-75.75719477,3.459,84.676,2021-07-29 19:39:17.150515
Toronto Edge,Dilithium3,987.828,45.31533589,-75.758327273,3.368,328.825,2021-07-29 19:37:25.597157
Georges Home,Dilithium3,984.978,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:07.317752
Ottawa Edge,Dilithium3,0.098,45.316253132,-75.758212441,3.457,226.733,2021-07-29 19:33:05.637596
Ottawa Edge,Dilithium3,971.614,45.317909857,-75.756839427,6.957,114.774,2021-07-29 19:40:57.035600
Toronto Edge,Dilithium3,9.306,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.370725
Georges Home,Dilithium3,968.689,45.317763875,-75.75763483,6.692,73.587,2021-07-29 19:41:09.278954
Toronto Edge,Dilithium3,8.451,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:47.964684
Ottawa Edge,Dilithium3,961.22,45.31786265,-75.757600505,9.398,67.001,2021-07-29 19:43:51.864084
Ottawa Edge,Dilithium3,971.062,45.316838827,-75.757990813,7.907,162.457,2021-07-29 19:41:23.768501
Ottawa Edge,Dilithium3,959.777,45.316448976,-75.757197319,14.407,219.487,2021-07-29 19:43:28.953072
Toronto Edge,Dilithium3,967.416,45.315702372,-75.757481515,13.412,293.379,2021-07-29 19:43:22.546613
Georges Home,Dilithium3,2.066,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:52.495737
Georges Home,Dilithium3,0.583,45.316566732,-75.757162994,3.293,208.353,2021-07-29 19:38:21.243817
Georges Home,Dilithium3,998.503,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:31.956732
Toronto Edge,Dilithium3,998.046,45.31753532,-75.757719168,3.644,92.239,2021-07-29 19:36:07.736645
Ottawa Edge,Dilithium3,953.057,45.316663428,-75.757103758,15.403,200.445,2021-07-29 19:44:31.974545
Georges Home,Dilithium3,979.105,45.317538614,-75.756766589,3.75,140.147,2021-07-29 19:38:52.500952
Georges Home,Dilithium3,968.045,45.317206784,-75.756903892,8.095,157.75,2021-07-29 19:42:25.882512
Georges Home,Dilithium3,978.455,45.317810953,-75.756669696,3.184,131.318,2021-07-29 19:39:01.721663
Georges Home,Dilithium3,2.008,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:57.259997
Ottawa Edge,Dilithium3,1.47,45.316548954,-75.758096921,3.457,194.017,2021-07-29 19:32:55.664572
Georges Home,Dilithium3,995.779,45.316943677,-75.757950214,3.097,151.244,2021-07-29 19:36:27.900461
Ottawa Edge,Dilithium3,976.886,45.317391554,-75.756832103,3.56,146.705,2021-07-29 19:38:47.726337
Georges Home,Dilithium3,984.332,45.318039235,-75.757358606,3.441,71.658,2021-07-29 19:39:20.824937
Georges Home,Dilithium3,9.659,45.316110698,-75.758262451,3.105,242.612,2021-07-29 19:33:09.716740
Ottawa Edge,Dilithium3,956.393,45.316934193,-75.756994507,15.657,178.12,2021-07-29 19:44:33.578749
Ottawa Edge,Dilithium3,967.781,45.315272461,-75.757971756,8.155,336.191,2021-07-29 19:44:17.480522
Georges Home,Dilithium3,997.609,45.316868627,-75.757041193,3.384,182.492,2021-07-29 19:34:52.378693
Toronto Edge,Dilithium3,0.214,45.315395597,-75.757612535,3.248,325.297,2021-07-29 19:34:01.591367
Toronto Edge,Dilithium3,962.38,45.317930255,-75.756898096,7.694,109.662,2021-07-29 19:43:43.808384
Ottawa Edge,Dilithium3,996.616,45.317945992,-75.75682079,2.338,114.72,2021-07-29 19:35:31.864218
Ottawa Edge,Dilithium3,974.438,45.315359587,-75.757634308,6.383,329.026,2021-07-29 19:40:19.093561
Ottawa Edge,Dilithium3,987.95,45.315652387,-75.757497203,3.659,298.605,2021-07-29 19:37:53.529694
Georges Home,Dilithium3,970.572,45.317192556,-75.75689153,8.713,159.585,2021-07-29 19:40:46.125433
Ottawa Edge,Dilithium3,5.046,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:57.556665
Georges Home,Dilithium3,985.656,45.317955436,-75.756894958,3.457,108.894,2021-07-29 19:39:09.286743
Toronto Edge,Dilithium3,971.924,45.31690622,-75.757962764,7.811,155.253,2021-07-29 19:41:22.514951
Georges Home,Dilithium3,964.474,45.315337148,-75.758231335,8.676,328.541,2021-07-29 19:43:13.084760
Georges Home,Dilithium3,5.805,45.317776151,-75.757625417,3.633,72.954,2021-07-29 19:32:17.504193
Toronto Edge,Dilithium3,981.578,45.317549442,-75.756747952,8.095,140.61,2021-07-29 19:40:50.848464
Georges Home,Dilithium3,999.833,45.31728961,-75.757822141,3.56,115.378,2021-07-29 19:36:15.635182
Toronto Edge,Dilithium3,3.065,45.315722553,-75.758415429,3.541,286.203,2021-07-29 19:33:23.867431
Georges Home,Dilithium3,961.026,45.315824603,-75.758408966,13.249,274.851,2021-07-29 19:44:08.046569
