Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Ottawa Edge,Rainbow-I-Classic,979.19,45.317549442,-75.756747952,8.095,140.61,2021-07-29 19:40:50.977984
Toronto Edge,Rainbow-I-Classic,17.099,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:58.611988
Toronto Edge,Rainbow-I-Classic,10.041,45.316186238,-75.757322067,3.484,244.043,2021-07-29 19:34:28.706257
Toronto Edge,Rainbow-I-Classic,967.411,45.316016922,-75.757359718,15.286,261.394,2021-07-29 19:44:26.910405
Ottawa Edge,Rainbow-I-Classic,9.364,45.317145719,-75.756931942,3.728,161.643,2021-07-29 19:35:01.680950
Ottawa Edge,Rainbow-I-Classic,10.638,45.31621592,-75.757300293,3.484,241.372,2021-07-29 19:34:30.098257
Toronto Edge,Rainbow-I-Classic,3.88,45.316776188,-75.7580065,3.281,169.271,2021-07-29 19:36:34.054533
Georges Home,Rainbow-I-Classic,977.334,45.316262884,-75.75726302,8.179,237.272,2021-07-29 19:42:12.028464
Toronto Edge,Rainbow-I-Classic,16.715,45.315247026,-75.757767708,2.842,340.229,2021-07-29 19:33:55.132764
Toronto Edge,Rainbow-I-Classic,993.613,45.31760588,-75.7567354,3.56,137.834,2021-07-29 19:38:54.796421
Toronto Edge,Rainbow-I-Classic,984.179,45.317875231,-75.756768397,7.229,121.383,2021-07-29 19:40:55.330243
Toronto Edge,Rainbow-I-Classic,974.633,45.317056428,-75.757921976,13.88,139.155,2021-07-29 19:42:56.583339
Ottawa Edge,Rainbow-I-Classic,990.558,45.315937381,-75.757400317,3.81,269.201,2021-07-29 19:38:02.194974
Ottawa Edge,Rainbow-I-Classic,2.965,45.315970211,-75.757403265,3.457,265.599,2021-07-29 19:34:20.960678
Toronto Edge,Rainbow-I-Classic,3.193,45.315841505,-75.758384055,3.105,272.865,2021-07-29 19:33:20.115591
Ottawa Edge,Rainbow-I-Classic,8.884,45.315890043,-75.758359145,3.293,267.38,2021-07-29 19:33:17.821851
Georges Home,Rainbow-I-Classic,12.213,45.31793744,-75.757572266,1.158,63.051,2021-07-29 19:32:09.374674
Toronto Edge,Rainbow-I-Classic,10.778,45.316444103,-75.75813752,3.644,205.562,2021-07-29 19:32:58.944609
Toronto Edge,Rainbow-I-Classic,10.896,45.317670094,-75.756732073,3.293,134.234,2021-07-29 19:35:20.299193
Toronto Edge,Rainbow-I-Classic,971.518,45.317630936,-75.756729125,7.675,136.725,2021-07-29 19:42:32.124645
Georges Home,Rainbow-I-Classic,991.742,45.315282157,-75.758052196,3.679,334.839,2021-07-29 19:37:31.855138
Ottawa Edge,Rainbow-I-Classic,3.087,45.315242778,-75.757993529,3.312,339.4,2021-07-29 19:33:48.323737
Toronto Edge,Rainbow-I-Classic,14.099,45.31728961,-75.757822141,3.56,115.378,2021-07-29 19:36:15.669066
Ottawa Edge,Rainbow-I-Classic,0.091,45.318034577,-75.757423551,3.164,67.227,2021-07-29 19:35:48.970090
Georges Home,Rainbow-I-Classic,960.827,45.318067723,-75.757534804,2.192,57.768,2021-07-29 19:44:53.170573
Toronto Edge,Rainbow-I-Classic,993.756,45.31529478,-75.75810164,3.687,333.326,2021-07-29 19:37:30.605986
Georges Home,Rainbow-I-Classic,962.114,45.318064575,-75.757510081,3.693,59.669,2021-07-29 19:44:51.509554
Toronto Edge,Rainbow-I-Classic,985.378,45.318015943,-75.75748241,3.136,64.056,2021-07-29 19:39:24.056981
Ottawa Edge,Rainbow-I-Classic,2.713,45.316923366,-75.757013143,3.457,178.376,2021-07-29 19:34:54.253914
Toronto Edge,Rainbow-I-Classic,999.029,45.315299375,-75.758135585,6.797,332.766,2021-07-29 19:40:12.142827
Georges Home,Rainbow-I-Classic,994.82,45.317969664,-75.75690732,2.971,107.446,2021-07-29 19:35:35.367651
Toronto Edge,Rainbow-I-Classic,1.579,45.316597862,-75.757150444,3.209,205.563,2021-07-29 19:34:43.337415
Georges Home,Rainbow-I-Classic,4.978,45.315326351,-75.758401438,2.994,330.114,2021-07-29 19:33:37.394016
Ottawa Edge,Rainbow-I-Classic,18.034,45.317024793,-75.757921976,3.735,142.629,2021-07-29 19:32:39.380938
Georges Home,Rainbow-I-Classic,983.139,45.316350453,-75.757237919,8.011,228.677,2021-07-29 19:40:34.037204
Toronto Edge,Rainbow-I-Classic,970.263,45.317982986,-75.757476323,7.964,66.304,2021-07-29 19:43:50.114356
Toronto Edge,Rainbow-I-Classic,975.708,45.316190871,-75.75823754,7.192,233.67,2021-07-29 19:41:33.446490
Georges Home,Rainbow-I-Classic,977.029,45.317572904,-75.757709755,7.805,88.757,2021-07-29 19:41:12.565648
Toronto Edge,Rainbow-I-Classic,11.274,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.110228
Georges Home,Rainbow-I-Classic,10.666,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:26.123001
Georges Home,Rainbow-I-Classic,972.851,45.316535223,-75.757166132,7.744,211.488,2021-07-29 19:42:15.391262
Ottawa Edge,Rainbow-I-Classic,2.807,45.317380474,-75.756844464,3.56,146.847,2021-07-29 19:35:09.259756
Georges Home,Rainbow-I-Classic,20.284,45.317776151,-75.757625417,3.633,72.954,2021-07-29 19:32:16.465282
Toronto Edge,Rainbow-I-Classic,983.699,45.317955436,-75.756894958,3.457,108.894,2021-07-29 19:39:09.318714
Toronto Edge,Rainbow-I-Classic,6.484,45.315722801,-75.757490739,3.377,291.013,2021-07-29 19:34:12.601586
Georges Home,Rainbow-I-Classic,8.946,45.315536457,-75.757550163,3.633,310.571,2021-07-29 19:34:06.382642
Toronto Edge,Rainbow-I-Classic,993.48,45.315300222,-75.757677855,3.627,335.132,2021-07-29 19:37:40.942188
Toronto Edge,Rainbow-I-Classic,985.776,45.317172232,-75.757865878,7.822,127.286,2021-07-29 19:41:19.155949
Ottawa Edge,Rainbow-I-Classic,990.618,45.315560065,-75.757534664,3.834,308.185,2021-07-29 19:37:50.050786
Georges Home,Rainbow-I-Classic,977.329,45.315408066,-75.758438333,7.524,321.2,2021-07-29 19:40:08.342774
Toronto Edge,Rainbow-I-Classic,996.902,45.316295841,-75.757269106,3.834,233.642,2021-07-29 19:38:12.375645
Ottawa Edge,Rainbow-I-Classic,4.542,45.315635106,-75.757512702,3.366,300.272,2021-07-29 19:34:10.184001
Georges Home,Rainbow-I-Classic,966.331,45.315935781,-75.758368368,13.704,262.338,2021-07-29 19:44:06.914561
Toronto Edge,Rainbow-I-Classic,15.682,45.317121869,-75.757872153,4.009,132.674,2021-07-29 19:32:36.998882
Georges Home,Rainbow-I-Classic,964.138,45.316663428,-75.757103758,15.403,200.445,2021-07-29 19:44:31.512345
Georges Home,Rainbow-I-Classic,971.319,45.317988743,-75.757160823,6.746,88.128,2021-07-29 19:42:41.534771
Ottawa Edge,Rainbow-I-Classic,987.294,45.316190991,-75.757309706,3.644,243.812,2021-07-29 19:38:09.292406
Ottawa Edge,Rainbow-I-Classic,970.318,45.315415899,-75.757618621,8.342,322.996,2021-07-29 19:43:19.270762
Ottawa Edge,Rainbow-I-Classic,13.392,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.623853
Georges Home,Rainbow-I-Classic,3.388,45.315747857,-75.757484464,3.728,288.375,2021-07-29 19:34:13.488159
Georges Home,Rainbow-I-Classic,971.327,45.317490077,-75.756791501,8.025,141.916,2021-07-29 19:42:30.014905
Toronto Edge,Rainbow-I-Classic,988.873,45.318034513,-75.757321522,3.432,74.541,2021-07-29 19:39:20.024908
Toronto Edge,Rainbow-I-Classic,973.332,45.315991993,-75.757369131,8.271,263.893,2021-07-29 19:42:07.646399
Ottawa Edge,Rainbow-I-Classic,979.464,45.316823143,-75.757038245,8.186,187.007,2021-07-29 19:40:41.181095
Toronto Edge,Rainbow-I-Classic,999.22,45.31533589,-75.758327273,3.368,328.825,2021-07-29 19:37:26.049269
Georges Home,Rainbow-I-Classic,974.134,45.315578794,-75.757528389,7.646,306.218,2021-07-29 19:42:02.221482
Georges Home,Rainbow-I-Classic,982.202,45.317371105,-75.757803316,9.406,107.066,2021-07-29 19:39:40.663663
Ottawa Edge,Rainbow-I-Classic,10.425,45.315381278,-75.758478553,3.416,324.37,2021-07-29 19:33:35.168095
Ottawa Edge,Rainbow-I-Classic,971.844,45.316799787,-75.757060019,7.731,188.464,2021-07-29 19:42:19.502356
Toronto Edge,Rainbow-I-Classic,976.911,45.316535223,-75.757166132,7.744,211.488,2021-07-29 19:42:15.864806
Ottawa Edge,Rainbow-I-Classic,973.049,45.316370889,-75.758178118,7.555,213.649,2021-07-29 19:41:30.348267
Ottawa Edge,Rainbow-I-Classic,7.134,45.316055959,-75.758290499,3.209,248.748,2021-07-29 19:33:12.071741
Toronto Edge,Rainbow-I-Classic,10.511,45.31575381,-75.758406017,3.196,282.692,2021-07-29 19:33:23.145826
Toronto Edge,Rainbow-I-Classic,10.073,45.315561391,-75.758471713,3.56,304.363,2021-07-29 19:33:28.765248
Ottawa Edge,Rainbow-I-Classic,4.106,45.31575381,-75.758406017,3.196,282.692,2021-07-29 19:33:23.479060
Toronto Edge,Rainbow-I-Classic,983.582,45.315367241,-75.758370442,7.362,325.465,2021-07-29 19:40:08.778277
Georges Home,Rainbow-I-Classic,989.691,45.315735461,-75.758421704,3.575,284.801,2021-07-29 19:37:09.288383
Georges Home,Rainbow-I-Classic,971.368,45.316212748,-75.758255988,13.867,231.262,2021-07-29 19:43:03.076332
Ottawa Edge,Rainbow-I-Classic,962.338,45.318072445,-75.757571888,0.0,54.926,2021-07-29 19:44:59.023474
Toronto Edge,Rainbow-I-Classic,976.114,45.315266165,-75.757922313,8.249,337.117,2021-07-29 19:43:15.476301
Toronto Edge,Rainbow-I-Classic,972.446,45.317206784,-75.756903892,8.095,157.75,2021-07-29 19:42:25.520901
Ottawa Edge,Rainbow-I-Classic,993.173,45.317252027,-75.757831554,3.548,119.241,2021-07-29 19:36:16.911924
Georges Home,Rainbow-I-Classic,3.33,45.315808923,-75.757456415,3.461,282.166,2021-07-29 19:34:15.909652
Georges Home,Rainbow-I-Classic,980.228,45.315299375,-75.758135585,6.797,332.766,2021-07-29 19:40:11.692566
Toronto Edge,Rainbow-I-Classic,13.464,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.337535
Georges Home,Rainbow-I-Classic,1.248,45.316547751,-75.757162994,3.4,210.297,2021-07-29 19:34:41.747319
Ottawa Edge,Rainbow-I-Classic,997.992,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:22.771686
Toronto Edge,Rainbow-I-Classic,992.824,45.315652387,-75.757497203,3.659,298.605,2021-07-29 19:37:53.079295
Ottawa Edge,Rainbow-I-Classic,980.805,45.316079688,-75.757347167,8.258,254.905,2021-07-29 19:40:29.858074
Georges Home,Rainbow-I-Classic,7.057,45.316161182,-75.757328342,3.117,246.58,2021-07-29 19:34:27.366798
Ottawa Edge,Rainbow-I-Classic,10.854,45.31753532,-75.757719168,3.644,92.239,2021-07-29 19:36:07.372661
Ottawa Edge,Rainbow-I-Classic,20.141,45.31758518,-75.757700342,3.4,87.855,2021-07-29 19:32:23.262746
Toronto Edge,Rainbow-I-Classic,11.872,45.317524114,-75.757728392,3.996,93.089,2021-07-29 19:32:25.202746
Toronto Edge,Rainbow-I-Classic,4.845,45.316987209,-75.757931389,3.827,146.651,2021-07-29 19:32:40.232534
Georges Home,Rainbow-I-Classic,976.821,45.316538252,-75.758118695,8.622,195.143,2021-07-29 19:39:51.922366
Ottawa Edge,Rainbow-I-Classic,999.783,45.317375606,-75.757784679,3.384,107.021,2021-07-29 19:36:12.642838
Ottawa Edge,Rainbow-I-Classic,990.212,45.316325531,-75.758178306,3.188,218.69,2021-07-29 19:36:48.714485
Toronto Edge,Rainbow-I-Classic,983.03,45.315735329,-75.757487601,7.919,289.693,2021-07-29 19:40:24.187554
Toronto Edge,Rainbow-I-Classic,977.482,45.316405318,-75.757213007,8.095,223.597,2021-07-29 19:42:14.227533
Toronto Edge,Rainbow-I-Classic,997.207,45.317605861,-75.757715841,8.434,85.256,2021-07-29 19:39:37.970611
Georges Home,Rainbow-I-Classic,968.725,45.315272176,-75.757814013,7.93,337.103,2021-07-29 19:43:16.635922
Ottawa Edge,Rainbow-I-Classic,6.771,45.315429911,-75.758506223,3.293,319.134,2021-07-29 19:33:33.004459
Ottawa Edge,Rainbow-I-Classic,9.715,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:13.989954
Georges Home,Rainbow-I-Classic,6.761,45.31542528,-75.757590762,3.226,322.28,2021-07-29 19:34:03.031155
Ottawa Edge,Rainbow-I-Classic,976.845,45.317915689,-75.757556957,6.207,65.511,2021-07-29 19:41:06.956719
Ottawa Edge,Rainbow-I-Classic,968.185,45.316079561,-75.75734403,15.077,254.983,2021-07-29 19:43:26.528999
Georges Home,Rainbow-I-Classic,989.454,45.315844932,-75.757434641,3.728,278.613,2021-07-29 19:37:59.632920
Georges Home,Rainbow-I-Classic,976.37,45.315827783,-75.758384244,7.217,274.389,2021-07-29 19:41:39.288044
Ottawa Edge,Rainbow-I-Classic,11.334,45.317228293,-75.757843915,3.901,121.577,2021-07-29 19:32:33.984287
Ottawa Edge,Rainbow-I-Classic,985.778,45.317803159,-75.757640916,6.234,69.846,2021-07-29 19:39:34.438744
Toronto Edge,Rainbow-I-Classic,5.495,45.316060965,-75.758284413,3.105,248.179,2021-07-29 19:36:59.427402
Toronto Edge,Rainbow-I-Classic,2.482,45.316060965,-75.758284413,3.105,248.179,2021-07-29 19:36:58.360174
Georges Home,Rainbow-I-Classic,4.136,45.316110698,-75.758262451,3.105,242.612,2021-07-29 19:33:09.216056
Ottawa Edge,Rainbow-I-Classic,967.202,45.315949656,-75.757390904,14.911,268.048,2021-07-29 19:43:24.869673
Toronto Edge,Rainbow-I-Classic,975.167,45.316128225,-75.757322256,8.355,250.232,2021-07-29 19:42:09.259517
Ottawa Edge,Rainbow-I-Classic,3.275,45.317466595,-75.756810138,3.105,142.452,2021-07-29 19:35:12.903454
Ottawa Edge,Rainbow-I-Classic,968.848,45.31669334,-75.758068684,16.177,178.098,2021-07-29 19:44:01.086876
Toronto Edge,Rainbow-I-Classic,974.424,45.317823576,-75.756719141,7.365,127.206,2021-07-29 19:42:35.457960
Toronto Edge,Rainbow-I-Classic,979.641,45.316755876,-75.757069433,7.815,192.435,2021-07-29 19:40:39.202975
Toronto Edge,Rainbow-I-Classic,992.302,45.317760841,-75.756682247,3.548,132.806,2021-07-29 19:38:59.715010
Georges Home,Rainbow-I-Classic,990.589,45.315530256,-75.7575533,3.834,311.21,2021-07-29 19:37:49.139141
Georges Home,Rainbow-I-Classic,10.804,45.315300096,-75.757674718,3.067,335.176,2021-07-29 19:33:57.255782
Toronto Edge,Rainbow-I-Classic,19.095,45.317776151,-75.757625417,3.633,72.954,2021-07-29 19:32:16.775699
Toronto Edge,Rainbow-I-Classic,11.544,45.31704707,-75.756969405,3.633,168.731,2021-07-29 19:34:58.277258
Georges Home,Rainbow-I-Classic,967.401,45.315702372,-75.757481515,13.412,293.379,2021-07-29 19:43:22.334651
Ottawa Edge,Rainbow-I-Classic,978.994,45.317432044,-75.757772129,8.063,101.382,2021-07-29 19:41:15.001249
Ottawa Edge,Rainbow-I-Classic,963.528,45.318028186,-75.757321522,7.519,74.815,2021-07-29 19:44:49.065155
Georges Home,Rainbow-I-Classic,973.294,45.315255243,-75.757888368,6.606,338.509,2021-07-29 19:41:53.721017
Ottawa Edge,Rainbow-I-Classic,977.314,45.318009141,-75.757219492,6.501,83.011,2021-07-29 19:41:02.090118
Ottawa Edge,Rainbow-I-Classic,7.847,45.316198393,-75.758240489,3.281,232.837,2021-07-29 19:33:06.472273
Toronto Edge,Rainbow-I-Classic,12.299,45.315915099,-75.75835287,3.033,264.575,2021-07-29 19:33:17.534271
Georges Home,Rainbow-I-Classic,984.169,45.31797688,-75.757532045,0.0,62.989,2021-07-29 19:39:29.641073
Georges Home,Rainbow-I-Classic,9.684,45.316198393,-75.758240489,3.281,232.837,2021-07-29 19:33:07.046820
Toronto Edge,Rainbow-I-Classic,18.147,45.316198393,-75.758240489,3.281,232.837,2021-07-29 19:33:06.233275
Toronto Edge,Rainbow-I-Classic,973.118,45.316453831,-75.758168517,14.395,204.439,2021-07-29 19:43:00.540918
Ottawa Edge,Rainbow-I-Classic,991.841,45.315715027,-75.757481515,3.633,291.999,2021-07-29 19:37:55.185142
Toronto Edge,Rainbow-I-Classic,999.434,45.31537681,-75.758447745,2.904,324.711,2021-07-29 19:37:22.338930
Toronto Edge,Rainbow-I-Classic,989.952,45.318029665,-75.7572813,3.441,77.661,2021-07-29 19:39:18.913294
Georges Home,Rainbow-I-Classic,4.828,45.317015814,-75.756978818,3.725,171.18,2021-07-29 19:34:57.937123
Ottawa Edge,Rainbow-I-Classic,988.05,45.317889363,-75.756728175,2.883,123.725,2021-07-29 19:39:05.232159
Georges Home,Rainbow-I-Classic,987.71,45.315937381,-75.757400317,3.81,269.201,2021-07-29 19:38:01.335153
Ottawa Edge,Rainbow-I-Classic,1.864,45.317015814,-75.756978818,3.725,171.18,2021-07-29 19:34:57.396654
Ottawa Edge,Rainbow-I-Classic,983.25,45.316993789,-75.757937664,8.889,145.858,2021-07-29 19:39:45.611354
Georges Home,Rainbow-I-Classic,965.75,45.31786265,-75.757600505,9.398,67.001,2021-07-29 19:43:51.332042
Georges Home,Rainbow-I-Classic,6.747,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:35.633269
Georges Home,Rainbow-I-Classic,982.122,45.317959599,-75.757547544,1.718,63.094,2021-07-29 19:39:30.784916
Ottawa Edge,Rainbow-I-Classic,8.915,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:32.221249
Georges Home,Rainbow-I-Classic,966.892,45.31697506,-75.757943939,16.887,147.851,2021-07-29 19:43:58.393559
Toronto Edge,Rainbow-I-Classic,2.498,45.317948646,-75.757563043,2.929,62.849,2021-07-29 19:35:53.791166
Toronto Edge,Rainbow-I-Classic,7.992,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:19.608666
Georges Home,Rainbow-I-Classic,997.133,45.316893566,-75.757962764,3.196,156.649,2021-07-29 19:36:29.706327
Toronto Edge,Rainbow-I-Classic,8.142,45.316024949,-75.757375216,3.281,260.227,2021-07-29 19:34:22.885882
Ottawa Edge,Rainbow-I-Classic,975.865,45.315918399,-75.757400317,8.258,271.253,2021-07-29 19:42:06.376521
Toronto Edge,Rainbow-I-Classic,14.46,45.31526327,-75.758104777,3.067,336.822,2021-07-29 19:33:46.161447
Ottawa Edge,Rainbow-I-Classic,984.457,45.316967402,-75.757006868,4.117,174.48,2021-07-29 19:38:35.546546
Ottawa Edge,Rainbow-I-Classic,982.219,45.317916088,-75.756786844,3.085,118.365,2021-07-29 19:39:06.313410
Ottawa Edge,Rainbow-I-Classic,988.054,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:32.586877
Georges Home,Rainbow-I-Classic,975.704,45.316006094,-75.757378354,8.271,262.197,2021-07-29 19:40:29.043997
Toronto Edge,Rainbow-I-Classic,6.999,45.317195714,-75.757847242,3.372,125.047,2021-07-29 19:36:18.746712
Ottawa Edge,Rainbow-I-Classic,973.575,45.315456663,-75.757584486,6.312,318.905,2021-07-29 19:41:59.714068
Toronto Edge,Rainbow-I-Classic,968.628,45.317407115,-75.757781542,16.245,103.767,2021-07-29 19:43:55.541786
Ottawa Edge,Rainbow-I-Classic,980.095,45.316424046,-75.757206732,7.934,221.817,2021-07-29 19:40:34.847389
Georges Home,Rainbow-I-Classic,978.921,45.317817249,-75.756719141,7.345,127.496,2021-07-29 19:40:54.893700
Toronto Edge,Rainbow-I-Classic,17.021,45.317912384,-75.757578542,2.659,64.461,2021-07-29 19:32:11.860072
Georges Home,Rainbow-I-Classic,998.896,45.31675125,-75.757084931,3.309,192.337,2021-07-29 19:34:48.431009
Toronto Edge,Rainbow-I-Classic,26.249,45.317145719,-75.756931942,3.728,161.643,2021-07-29 19:35:01.394721
Toronto Edge,Rainbow-I-Classic,979.451,45.316195491,-75.757291069,8.004,243.755,2021-07-29 19:42:10.914013
Toronto Edge,Rainbow-I-Classic,981.966,45.316971903,-75.756988231,8.538,174.847,2021-07-29 19:40:42.416984
Ottawa Edge,Rainbow-I-Classic,964.742,45.315824603,-75.758408966,13.249,274.851,2021-07-29 19:44:07.755014
Ottawa Edge,Rainbow-I-Classic,963.655,45.317913005,-75.75686415,8.16,112.845,2021-07-29 19:44:44.127335
Georges Home,Rainbow-I-Classic,999.864,45.317349218,-75.756853877,3.644,148.743,2021-07-29 19:35:08.761432
Ottawa Edge,Rainbow-I-Classic,995.465,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:07.565345
Ottawa Edge,Rainbow-I-Classic,7.169,45.317394208,-75.757775267,3.553,105.283,2021-07-29 19:32:28.390259
Toronto Edge,Rainbow-I-Classic,978.418,45.315647634,-75.757509564,7.907,298.947,2021-07-29 19:42:02.682454
Georges Home,Rainbow-I-Classic,974.592,45.315918399,-75.757400317,8.258,271.253,2021-07-29 19:42:07.182563
Ottawa Edge,Rainbow-I-Classic,5.0,45.315536457,-75.757550163,3.633,310.571,2021-07-29 19:34:06.933875
Georges Home,Rainbow-I-Classic,989.755,45.315974844,-75.758318736,3.56,257.831,2021-07-29 19:37:02.551901
Ottawa Edge,Rainbow-I-Classic,987.034,45.31801232,-75.75719477,3.459,84.676,2021-07-29 19:39:16.983115
Toronto Edge,Rainbow-I-Classic,13.93,45.315635106,-75.757512702,3.366,300.272,2021-07-29 19:34:09.960012
Toronto Edge,Rainbow-I-Classic,978.952,45.318009141,-75.757219492,6.501,83.011,2021-07-29 19:41:01.714906
Ottawa Edge,Rainbow-I-Classic,969.562,45.315412693,-75.758422834,9.497,320.617,2021-07-29 19:43:10.775709
Ottawa Edge,Rainbow-I-Classic,977.767,45.316220547,-75.757284794,8.083,241.239,2021-07-29 19:40:31.503016
Ottawa Edge,Rainbow-I-Classic,991.685,45.317576198,-75.756757175,3.75,138.291,2021-07-29 19:38:53.903154
Ottawa Edge,Rainbow-I-Classic,987.885,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:31.314143
Ottawa Edge,Rainbow-I-Classic,996.798,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:04.246302
Ottawa Edge,Rainbow-I-Classic,981.907,45.315318951,-75.75767158,6.546,333.126,2021-07-29 19:40:17.801821
Toronto Edge,Rainbow-I-Classic,970.171,45.31786265,-75.757600505,9.398,67.001,2021-07-29 19:43:51.794973
Toronto Edge,Rainbow-I-Classic,11.509,45.317054476,-75.757900202,3.735,139.645,2021-07-29 19:32:39.150176
Georges Home,Rainbow-I-Classic,15.468,45.316894887,-75.75796885,3.633,156.448,2021-07-29 19:32:43.605621
Ottawa Edge,Rainbow-I-Classic,996.67,45.316837253,-75.757978452,3.372,162.731,2021-07-29 19:36:31.222204
Ottawa Edge,Rainbow-I-Classic,971.85,45.318018901,-75.757401966,6.472,69.507,2021-07-29 19:42:44.054302
Georges Home,Rainbow-I-Classic,966.386,45.315516159,-75.758475039,10.733,309.396,2021-07-29 19:44:10.331995
Toronto Edge,Rainbow-I-Classic,983.351,45.315251874,-75.757807928,6.396,339.393,2021-07-29 19:40:15.590590
Toronto Edge,Rainbow-I-Classic,972.028,45.315412693,-75.758422834,9.497,320.617,2021-07-29 19:43:10.358906
Georges Home,Rainbow-I-Classic,977.848,45.317267723,-75.756872704,8.713,154.266,2021-07-29 19:40:47.005686
Georges Home,Rainbow-I-Classic,0.745,45.315635106,-75.757512702,3.366,300.272,2021-07-29 19:34:09.667902
Toronto Edge,Rainbow-I-Classic,15.912,45.31530438,-75.75833041,2.853,332.333,2021-07-29 19:33:40.002147
Ottawa Edge,Rainbow-I-Classic,6.863,45.31557404,-75.75754075,3.719,306.574,2021-07-29 19:34:08.059797
Georges Home,Rainbow-I-Classic,971.572,45.318018901,-75.757401966,6.472,69.507,2021-07-29 19:42:43.216556
Toronto Edge,Rainbow-I-Classic,972.448,45.317909488,-75.757560094,5.727,65.767,2021-07-29 19:42:47.015876
Ottawa Edge,Rainbow-I-Classic,999.035,45.317165905,-75.757865878,3.196,127.974,2021-07-29 19:36:20.042363
Ottawa Edge,Rainbow-I-Classic,996.103,45.31802957,-75.757228716,3.288,81.499,2021-07-29 19:35:43.419906
Ottawa Edge,Rainbow-I-Classic,966.153,45.315614903,-75.75849016,12.028,298.538,2021-07-29 19:44:09.506156
Ottawa Edge,Rainbow-I-Classic,978.723,45.31553183,-75.757565661,7.288,310.882,2021-07-29 19:40:21.277477
Toronto Edge,Rainbow-I-Classic,13.924,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:40.570305
Georges Home,Rainbow-I-Classic,987.357,45.317133317,-75.756938217,3.735,162.433,2021-07-29 19:38:39.391325
Ottawa Edge,Rainbow-I-Classic,999.19,45.316868627,-75.757041193,3.384,182.492,2021-07-29 19:34:53.202040
Ottawa Edge,Rainbow-I-Classic,975.975,45.317347644,-75.756841516,8.362,149.555,2021-07-29 19:42:27.607146
Ottawa Edge,Rainbow-I-Classic,984.882,45.31527583,-75.758052196,6.821,335.542,2021-07-29 19:40:12.576243
Georges Home,Rainbow-I-Classic,977.112,45.317408583,-75.756810328,8.362,146.682,2021-07-29 19:40:48.625368
Toronto Edge,Rainbow-I-Classic,995.296,45.316665137,-75.758050237,3.457,181.315,2021-07-29 19:36:37.672557
Toronto Edge,Rainbow-I-Classic,13.998,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:49.071291
Toronto Edge,Rainbow-I-Classic,985.704,45.317538614,-75.756766589,3.75,140.147,2021-07-29 19:38:52.539553
Toronto Edge,Rainbow-I-Classic,3.62,45.31704707,-75.756969405,3.633,168.731,2021-07-29 19:34:59.302834
Georges Home,Rainbow-I-Classic,988.05,45.315744709,-75.757459742,3.633,289.1,2021-07-29 19:37:56.035133
Georges Home,Rainbow-I-Classic,982.2,45.317475849,-75.75677914,8.186,143.666,2021-07-29 19:40:50.187480
Georges Home,Rainbow-I-Classic,985.172,45.316913995,-75.757971988,9.065,154.31,2021-07-29 19:39:47.483014
Ottawa Edge,Rainbow-I-Classic,18.606,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.352232
Georges Home,Rainbow-I-Classic,984.459,45.317483876,-75.756794639,3.667,142.16,2021-07-29 19:38:50.936656
Georges Home,Rainbow-I-Classic,1.206,45.31569287,-75.758437202,3.725,289.601,2021-07-29 19:33:24.310154
Toronto Edge,Rainbow-I-Classic,989.129,45.317970553,-75.757532045,0.514,63.385,2021-07-29 19:39:29.919642
Georges Home,Rainbow-I-Classic,972.458,45.317763989,-75.75670697,7.509,130.916,2021-07-29 19:42:33.361590
Georges Home,Rainbow-I-Classic,0.439,45.316086021,-75.758278138,3.201,245.382,2021-07-29 19:36:58.054979
Ottawa Edge,Rainbow-I-Classic,7.488,45.317153125,-75.757862741,4.253,129.415,2021-07-29 19:32:36.145963
Toronto Edge,Rainbow-I-Classic,12.531,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:04.204070
Ottawa Edge,Rainbow-I-Classic,970.088,45.315258201,-75.757807928,6.454,338.693,2021-07-29 19:41:54.575122
Ottawa Edge,Rainbow-I-Classic,974.764,45.316128225,-75.757322256,8.355,250.232,2021-07-29 19:42:09.659861
Georges Home,Rainbow-I-Classic,998.786,45.316597862,-75.757150444,3.209,205.563,2021-07-29 19:34:44.282926
Georges Home,Rainbow-I-Classic,987.454,45.315398813,-75.758469329,2.854,322.377,2021-07-29 19:37:21.918629
