Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Toronto Edge,Dilithium2,980.203,45.315281462,-75.757733573,6.517,336.7,2021-07-29 19:40:16.485659
Ottawa Edge,Dilithium2,968.899,45.31690622,-75.757962764,7.811,155.253,2021-07-29 19:41:22.906611
Toronto Edge,Dilithium2,991.652,45.317785897,-75.756675972,3.537,132.034,2021-07-29 19:39:00.911424
Georges Home,Dilithium2,980.945,45.316264584,-75.757278519,3.925,236.719,2021-07-29 19:38:11.703678
Toronto Edge,Dilithium2,983.428,45.317238167,-75.756897616,3.81,155.419,2021-07-29 19:38:42.444739
Toronto Edge,Dilithium2,998.42,45.315395597,-75.757612535,3.248,325.297,2021-07-29 19:34:02.182232
Toronto Edge,Dilithium2,975.325,45.317003286,-75.756981956,7.991,172.2,2021-07-29 19:42:23.142360
Toronto Edge,Dilithium2,2.344,45.316327097,-75.757259693,3.293,230.579,2021-07-29 19:34:33.754478
Ottawa Edge,Dilithium2,963.443,45.317056428,-75.757921976,13.88,139.155,2021-07-29 19:42:56.554091
Ottawa Edge,Dilithium2,999.783,45.315395597,-75.757612535,3.248,325.297,2021-07-29 19:34:01.792103
Georges Home,Dilithium2,986.516,45.315920105,-75.758346784,3.384,263.998,2021-07-29 19:37:03.639154
Toronto Edge,Dilithium2,997.868,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:13.938141
Toronto Edge,Dilithium2,982.851,45.316738848,-75.757091207,3.659,193.344,2021-07-29 19:38:27.207130
Ottawa Edge,Dilithium2,19.031,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.848412
Georges Home,Dilithium2,976.393,45.316146954,-75.757315981,8.362,248.368,2021-07-29 19:40:30.684899
Toronto Edge,Dilithium2,7.719,45.316894887,-75.75796885,3.633,156.448,2021-07-29 19:32:44.601391
Georges Home,Dilithium2,3.696,45.31758518,-75.757700342,3.4,87.855,2021-07-29 19:32:23.489311
Toronto Edge,Dilithium2,13.212,45.31527284,-75.75818208,2.85,335.68,2021-07-29 19:33:43.780805
Georges Home,Dilithium2,990.585,45.31783453,-75.756703642,2.886,127.825,2021-07-29 19:35:25.675917
Ottawa Edge,Dilithium2,967.98,45.316535223,-75.757166132,7.744,211.488,2021-07-29 19:42:15.666164
Toronto Edge,Dilithium2,989.684,45.316356787,-75.758168894,3.372,215.223,2021-07-29 19:36:48.092145
Ottawa Edge,Dilithium2,988.935,45.315937254,-75.75739718,8.446,269.272,2021-07-29 19:40:28.057050
Toronto Edge,Dilithium2,6.453,45.315243973,-75.757795567,2.839,340.357,2021-07-29 19:33:54.028216
Georges Home,Dilithium2,993.435,45.316060965,-75.758284413,3.105,248.179,2021-07-29 19:36:59.319700
Toronto Edge,Dilithium2,7.504,45.316253132,-75.758212441,3.457,226.733,2021-07-29 19:33:05.593797
Toronto Edge,Dilithium2,976.231,45.31527583,-75.758052196,6.821,335.542,2021-07-29 19:40:13.122595
Georges Home,Dilithium2,960.836,45.317916184,-75.756839427,6.902,114.515,2021-07-29 19:42:36.488628
Georges Home,Dilithium2,0.243,45.315326351,-75.758401438,2.994,330.114,2021-07-29 19:33:37.255879
Georges Home,Dilithium2,996.568,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:14.593309
Georges Home,Dilithium2,995.075,45.317317961,-75.756863291,3.56,150.7,2021-07-29 19:35:07.501753
Georges Home,Dilithium2,980.849,45.31610487,-75.75734403,3.81,252.27,2021-07-29 19:38:06.867535
Georges Home,Dilithium2,980.889,45.317515133,-75.756785225,3.75,140.569,2021-07-29 19:38:51.571653
Ottawa Edge,Dilithium2,973.574,45.31801232,-75.75719477,3.459,84.676,2021-07-29 19:39:16.918881
Georges Home,Dilithium2,996.398,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:13.456877
Georges Home,Dilithium2,8.913,45.317394208,-75.757775267,3.553,105.283,2021-07-29 19:32:28.357542
Toronto Edge,Dilithium2,974.272,45.316220547,-75.757284794,8.083,241.239,2021-07-29 19:40:32.451660
Toronto Edge,Dilithium2,991.262,45.31532213,-75.757646858,3.535,333.022,2021-07-29 19:37:42.103418
Georges Home,Dilithium2,985.598,45.315406678,-75.757600174,3.575,324.217,2021-07-29 19:37:44.900484
Toronto Edge,Dilithium2,994.403,45.317670094,-75.756732073,3.293,134.234,2021-07-29 19:35:19.375716
Georges Home,Dilithium2,970.845,45.317104966,-75.757897065,7.822,134.159,2021-07-29 19:41:20.442483
Georges Home,Dilithium2,970.88,45.315349897,-75.758283915,6.178,327.182,2021-07-29 19:41:48.265156
Ottawa Edge,Dilithium2,989.749,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:05.543897
Ottawa Edge,Dilithium2,981.776,45.317983831,-75.757018572,3.434,98.709,2021-07-29 19:39:13.190552
Toronto Edge,Dilithium2,982.283,45.316370889,-75.758178118,7.555,213.649,2021-07-29 19:41:30.829587
Georges Home,Dilithium2,967.765,45.315456663,-75.757584486,6.312,318.905,2021-07-29 19:41:59.807151
Toronto Edge,Dilithium2,993.47,45.317751347,-75.757637968,3.725,74.56,2021-07-29 19:36:01.076699
Toronto Edge,Dilithium2,5.69,45.316240976,-75.757294017,3.468,238.856,2021-07-29 19:34:30.995073
Ottawa Edge,Dilithium2,0.137,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:49.499222
Toronto Edge,Dilithium2,999.974,45.315450335,-75.757584486,3.392,319.6,2021-07-29 19:34:03.775831
Georges Home,Dilithium2,3.636,45.31793744,-75.757572266,1.158,63.051,2021-07-29 19:32:10.021061
Georges Home,Dilithium2,985.84,45.31533589,-75.758327273,3.368,328.825,2021-07-29 19:37:26.058648
Toronto Edge,Dilithium2,987.669,45.316568061,-75.758100059,7.907,191.885,2021-07-29 19:41:27.937322
Ottawa Edge,Dilithium2,983.044,45.317422811,-75.756822689,3.4,144.903,2021-07-29 19:38:48.687058
Toronto Edge,Dilithium2,991.428,45.315857466,-75.758362471,3.468,271.008,2021-07-29 19:37:05.947400
Toronto Edge,Dilithium2,998.535,45.316984431,-75.756985094,3.659,173.814,2021-07-29 19:34:56.874656
Georges Home,Dilithium2,981.422,45.31540035,-75.757600174,6.084,324.913,2021-07-29 19:41:59.029812
Ottawa Edge,Dilithium2,979.642,45.317361746,-75.756850739,3.56,147.94,2021-07-29 19:38:47.640013
Georges Home,Dilithium2,987.634,45.315974844,-75.758318736,3.56,257.831,2021-07-29 19:37:02.030247
Georges Home,Dilithium2,2.507,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.508599
Ottawa Edge,Dilithium2,3.134,45.317425465,-75.757765854,3.484,102.235,2021-07-29 19:32:28.120655
Georges Home,Dilithium2,984.491,45.315315271,-75.758212888,6.923,330.964,2021-07-29 19:40:10.473932
Ottawa Edge,Dilithium2,1.037,45.315722801,-75.757490739,3.377,291.013,2021-07-29 19:34:12.578243
Toronto Edge,Dilithium2,989.807,45.316214353,-75.758218904,3.117,231.046,2021-07-29 19:36:53.014015
Toronto Edge,Dilithium2,13.053,45.317863846,-75.757603454,3.097,66.745,2021-07-29 19:32:14.267951
Ottawa Edge,Dilithium2,991.208,45.318034577,-75.757423551,3.164,67.227,2021-07-29 19:35:48.869064
Georges Home,Dilithium2,965.855,45.316405318,-75.757213007,8.095,223.597,2021-07-29 19:42:13.716625
Toronto Edge,Dilithium2,11.086,45.31709206,-75.75789079,3.911,135.658,2021-07-29 19:32:37.862183
Toronto Edge,Dilithium2,983.222,45.317169327,-75.756916443,3.82,160.34,2021-07-29 19:38:41.020118
Georges Home,Dilithium2,39.027,45.317295559,-75.757812729,3.894,114.931,2021-07-29 19:32:32.639258
Toronto Edge,Dilithium2,976.532,45.316195491,-75.757291069,8.004,243.755,2021-07-29 19:42:11.552884
Ottawa Edge,Dilithium2,978.049,45.317955436,-75.756894958,3.457,108.894,2021-07-29 19:39:09.943566
Toronto Edge,Dilithium2,984.394,45.315264718,-75.757913089,3.785,337.324,2021-07-29 19:37:35.122677
Ottawa Edge,Dilithium2,8.631,45.316658928,-75.757122394,3.468,200.277,2021-07-29 19:34:45.418806
Toronto Edge,Dilithium2,998.211,45.317645038,-75.756738348,3.384,135.275,2021-07-29 19:35:18.824480
Toronto Edge,Dilithium2,10.873,45.316173337,-75.758246764,3.281,235.629,2021-07-29 19:33:07.229167
Ottawa Edge,Dilithium2,993.009,45.316186238,-75.757322067,3.484,244.043,2021-07-29 19:34:29.032050
Georges Home,Dilithium2,4.46,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:56.178689
Ottawa Edge,Dilithium2,1.951,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:55.925442
Ottawa Edge,Dilithium2,966.044,45.317707563,-75.757650518,9.78,77.996,2021-07-29 19:42:50.153375
Georges Home,Dilithium2,9.488,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:11.148299
Georges Home,Dilithium2,997.315,45.315592647,-75.758462301,3.633,300.847,2021-07-29 19:33:27.303730
Toronto Edge,Dilithium2,990.673,45.316060965,-75.758284413,3.105,248.179,2021-07-29 19:36:59.486891
Toronto Edge,Dilithium2,973.382,45.317267723,-75.756872704,8.713,154.266,2021-07-29 19:40:47.400632
Toronto Edge,Dilithium2,17.001,45.315722801,-75.757490739,3.377,291.013,2021-07-29 19:34:12.400361
Georges Home,Dilithium2,999.342,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:49.723200
Georges Home,Dilithium2,7.467,45.31783259,-75.757612867,3.281,68.776,2021-07-29 19:32:15.188707
Toronto Edge,Dilithium2,4.733,45.315660162,-75.757506427,3.366,297.623,2021-07-29 19:34:10.282953
Toronto Edge,Dilithium2,983.666,45.316067286,-75.757353443,3.725,256.108,2021-07-29 19:38:05.948495
Toronto Edge,Dilithium2,991.216,45.316719875,-75.758022188,3.105,175.404,2021-07-29 19:36:35.832840
Toronto Edge,Dilithium2,4.774,45.317425465,-75.757765854,3.484,102.235,2021-07-29 19:32:27.987773
Ottawa Edge,Dilithium2,981.961,45.316129926,-75.757337755,3.728,249.719,2021-07-29 19:38:08.251706
Georges Home,Dilithium2,992.003,45.315776092,-75.757453467,3.644,285.784,2021-07-29 19:37:57.137219
Ottawa Edge,Dilithium2,992.526,45.317627642,-75.757681706,3.209,84.346,2021-07-29 19:36:04.330904
Georges Home,Dilithium2,980.219,45.316646526,-75.757128669,3.105,201.323,2021-07-29 19:38:24.862884
Ottawa Edge,Dilithium2,1.805,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:10.346586
Ottawa Edge,Dilithium2,978.67,45.316190991,-75.757309706,3.644,243.812,2021-07-29 19:38:09.864293
Toronto Edge,Dilithium2,9.118,45.316135754,-75.758256176,3.105,239.818,2021-07-29 19:33:08.870446
Georges Home,Dilithium2,970.873,45.316621218,-75.757128669,7.907,203.883,2021-07-29 19:40:38.140619
Ottawa Edge,Dilithium2,993.11,45.31704707,-75.756969405,3.633,168.731,2021-07-29 19:34:59.145853
Toronto Edge,Dilithium2,3.574,45.318024848,-75.757191632,3.043,84.403,2021-07-29 19:35:43.030575
Ottawa Edge,Dilithium2,987.641,45.316356787,-75.758168894,3.372,215.223,2021-07-29 19:36:47.703237
Ottawa Edge,Dilithium2,969.173,45.317962652,-75.757519683,6.211,64.681,2021-07-29 19:41:05.712435
Georges Home,Dilithium2,964.03,45.316262884,-75.75726302,8.179,237.272,2021-07-29 19:42:12.050975
Toronto Edge,Dilithium2,986.681,45.317785897,-75.756675972,3.537,132.034,2021-07-29 19:39:00.348962
Toronto Edge,Dilithium2,980.036,45.317970553,-75.757532045,0.514,63.385,2021-07-29 19:39:29.771759
Toronto Edge,Dilithium2,273.684,45.317172232,-75.757865878,13.704,127.286,2021-07-29 19:42:54.479426
Toronto Edge,Dilithium2,1.978,45.317900108,-75.757587955,2.96,64.818,2021-07-29 19:35:55.369184
Ottawa Edge,Dilithium2,972.006,45.316552378,-75.757147496,7.744,210.296,2021-07-29 19:40:36.355608
Toronto Edge,Dilithium2,1.993,45.315268934,-75.757736711,2.974,338.058,2021-07-29 19:33:55.749090
Toronto Edge,Dilithium2,991.398,45.315655666,-75.758456026,3.209,293.825,2021-07-29 19:37:12.903372
Toronto Edge,Dilithium2,980.912,45.318034513,-75.757321522,3.432,74.541,2021-07-29 19:39:20.005991
Ottawa Edge,Dilithium2,986.766,45.31533589,-75.758327273,3.368,328.825,2021-07-29 19:37:25.813672
Toronto Edge,Dilithium2,996.526,45.316837253,-75.757978452,3.372,162.731,2021-07-29 19:36:32.616458
Georges Home,Dilithium2,992.392,45.317226971,-75.757837829,3.457,121.83,2021-07-29 19:36:17.992568
Toronto Edge,Dilithium2,5.789,45.316110698,-75.758262451,3.105,242.612,2021-07-29 19:33:09.961741
Ottawa Edge,Dilithium2,999.136,45.316832248,-75.757984538,3.633,163.234,2021-07-29 19:32:45.820911
Toronto Edge,Dilithium2,0.848,45.317134649,-75.757875291,3.105,131.232,2021-07-29 19:36:20.914888
Georges Home,Dilithium2,982.484,45.315300222,-75.757677855,3.627,335.132,2021-07-29 19:37:41.037388
Ottawa Edge,Dilithium2,975.55,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:37.450096
Toronto Edge,Dilithium2,6.704,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:48.865615
Georges Home,Dilithium2,971.716,45.316491312,-75.757175545,7.744,215.729,2021-07-29 19:40:35.953330
Georges Home,Dilithium2,998.601,45.31792359,-75.757569318,2.84,64.205,2021-07-29 19:35:55.015447
Georges Home,Dilithium2,992.14,45.317583973,-75.756766399,3.457,137.202,2021-07-29 19:35:17.533061
Toronto Edge,Dilithium2,992.904,45.316325531,-75.758178306,3.188,218.69,2021-07-29 19:36:49.175480
Toronto Edge,Dilithium2,987.742,45.316646526,-75.757128669,3.105,201.323,2021-07-29 19:38:25.026282
Georges Home,Dilithium2,999.332,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:39.424681
Toronto Edge,Dilithium2,990.446,45.316010854,-75.758296963,3.19,253.774,2021-07-29 19:37:00.580566
Georges Home,Dilithium2,978.414,45.317538614,-75.756766589,3.75,140.147,2021-07-29 19:38:52.201087
Ottawa Edge,Dilithium2,963.292,45.317916184,-75.756839427,6.902,114.515,2021-07-29 19:42:36.940471
Toronto Edge,Dilithium2,4.524,45.316186238,-75.757322067,3.484,244.043,2021-07-29 19:34:28.325154
Ottawa Edge,Dilithium2,965.259,45.315275261,-75.757736711,6.335,337.359,2021-07-29 19:41:56.337277
Toronto Edge,Dilithium2,994.836,45.316943677,-75.757950214,3.097,151.244,2021-07-29 19:36:27.579866
Toronto Edge,Dilithium2,998.589,45.317375606,-75.757784679,3.384,107.021,2021-07-29 19:36:12.743965
Georges Home,Dilithium2,994.927,45.316837253,-75.757978452,3.372,162.731,2021-07-29 19:36:32.448883
Toronto Edge,Dilithium2,966.079,45.316575836,-75.758109282,14.407,190.994,2021-07-29 19:43:00.105958
Toronto Edge,Dilithium2,986.645,45.316709166,-75.757112981,3.644,195.548,2021-07-29 19:38:26.681088
Toronto Edge,Dilithium2,981.16,45.316687013,-75.758068684,8.889,178.8,2021-07-29 19:39:50.071302
Georges Home,Dilithium2,989.024,45.317436671,-75.75775663,3.468,101.306,2021-07-29 19:36:11.007082
Ottawa Edge,Dilithium2,973.203,45.317526066,-75.757750166,9.054,92.225,2021-07-29 19:39:38.853575
Toronto Edge,Dilithium2,979.191,45.315408066,-75.758438333,7.524,321.2,2021-07-29 19:40:08.305958
Ottawa Edge,Dilithium2,993.413,45.316918622,-75.757956489,3.274,153.944,2021-07-29 19:36:29.596488
Toronto Edge,Dilithium2,998.42,45.316816919,-75.75802181,14.043,164.657,2021-07-29 19:42:57.531643
Georges Home,Dilithium2,966.089,45.315884095,-75.758368557,7.028,268.076,2021-07-29 19:41:38.640883
Georges Home,Dilithium2,5.303,45.3178079,-75.756697556,3.047,129.468,2021-07-29 19:35:24.937030
Georges Home,Dilithium2,980.883,45.315461416,-75.757572126,3.553,318.531,2021-07-29 19:37:46.548974
Toronto Edge,Dilithium2,10.508,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:25.268470
Georges Home,Dilithium2,998.805,45.316832248,-75.757984538,3.633,163.234,2021-07-29 19:32:45.524589
Georges Home,Dilithium2,977.26,45.318034513,-75.757321522,3.432,74.541,2021-07-29 19:39:19.278642
Toronto Edge,Dilithium2,10.539,45.317561698,-75.757718979,3.82,89.576,2021-07-29 19:32:24.176115
Georges Home,Dilithium2,3.363,45.316805988,-75.757056882,3.56,187.974,2021-07-29 19:34:50.857362
Toronto Edge,Dilithium2,986.852,45.315710405,-75.758427978,3.384,287.611,2021-07-29 19:37:10.449402
Ottawa Edge,Dilithium2,979.881,45.316738848,-75.757091207,3.659,193.344,2021-07-29 19:38:27.899763
Toronto Edge,Dilithium2,985.609,45.31799337,-75.757145324,6.623,89.058,2021-07-29 19:41:00.992501
Ottawa Edge,Dilithium2,987.347,45.317900108,-75.757587955,2.96,64.818,2021-07-29 19:35:55.517538
Georges Home,Dilithium2,6.426,45.316696393,-75.758040824,3.735,177.898,2021-07-29 19:36:36.418058
Toronto Edge,Dilithium2,970.898,45.31786095,-75.757585006,6.116,67.991,2021-07-29 19:41:08.493246
Toronto Edge,Dilithium2,3.948,45.317153125,-75.757862741,4.253,129.415,2021-07-29 19:32:35.727518
Georges Home,Dilithium2,992.908,45.316493013,-75.757191044,3.033,215.104,2021-07-29 19:34:39.631984
Ottawa Edge,Dilithium2,968.641,45.31540035,-75.757600174,6.084,324.913,2021-07-29 19:41:58.651871
Ottawa Edge,Dilithium2,983.862,45.315744709,-75.757459742,3.633,289.1,2021-07-29 19:37:56.071249
Toronto Edge,Dilithium2,13.822,45.31723184,-75.756897616,3.293,155.951,2021-07-29 19:35:04.863556
Georges Home,Dilithium2,976.177,45.315660162,-75.757506427,7.919,297.623,2021-07-29 19:40:24.115842
Georges Home,Dilithium2,988.678,45.316893566,-75.757962764,3.196,156.649,2021-07-29 19:36:29.826527
Georges Home,Dilithium2,990.965,45.317086111,-75.757900202,3.281,136.18,2021-07-29 19:36:23.475858
Georges Home,Dilithium2,986.393,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:23.340235
Ottawa Edge,Dilithium2,973.75,45.31786095,-75.757585006,6.116,67.991,2021-07-29 19:41:07.911003
Ottawa Edge,Dilithium2,969.36,45.317369405,-75.757787817,7.896,107.604,2021-07-29 19:41:15.937223
Toronto Edge,Dilithium2,8.5,45.318004355,-75.757080379,2.675,93.373,2021-07-29 19:35:39.834512
Georges Home,Dilithium2,987.829,45.316480611,-75.757197319,3.644,216.208,2021-07-29 19:38:18.943491
Georges Home,Dilithium2,993.83,45.317974387,-75.756944404,3.092,104.531,2021-07-29 19:35:35.696095
Ottawa Edge,Dilithium2,1.43,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:05.029778
Ottawa Edge,Dilithium2,996.083,45.316024949,-75.757375216,3.281,260.227,2021-07-29 19:34:23.175078
Toronto Edge,Dilithium2,989.847,45.316671582,-75.757122394,3.377,199.003,2021-07-29 19:38:26.136363
Toronto Edge,Dilithium2,986.805,45.316801487,-75.757075518,3.82,187.724,2021-07-29 19:38:29.772396
Toronto Edge,Dilithium2,5.689,45.31760588,-75.7567354,3.56,137.834,2021-07-29 19:38:55.176769
Georges Home,Dilithium2,974.886,45.315242589,-75.757888368,6.749,339.912,2021-07-29 19:40:14.653999
Georges Home,Dilithium2,966.74,45.316308249,-75.758193805,7.276,220.605,2021-07-29 19:41:31.184875
Georges Home,Dilithium2,967.229,45.317630936,-75.756729125,7.675,136.725,2021-07-29 19:42:31.237655
Georges Home,Dilithium2,987.377,45.318025323,-75.757454549,3.328,65.5,2021-07-29 19:39:23.089126
Georges Home,Dilithium2,974.121,45.31760588,-75.7567354,3.56,137.834,2021-07-29 19:38:54.998103
Toronto Edge,Dilithium2,989.69,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:14.175588
Georges Home,Dilithium2,4.686,45.317054476,-75.757900202,3.735,139.645,2021-07-29 19:32:38.807796
Toronto Edge,Dilithium2,998.214,45.315300222,-75.757677855,3.627,335.132,2021-07-29 19:37:40.529383
Georges Home,Dilithium2,990.194,45.315765143,-75.758399931,3.475,281.407,2021-07-29 19:37:09.133848
Georges Home,Dilithium2,3.571,45.31709206,-75.75789079,3.911,135.658,2021-07-29 19:32:37.692099
Ottawa Edge,Dilithium2,966.307,45.315991993,-75.757369131,8.271,263.893,2021-07-29 19:42:08.027262
Ottawa Edge,Dilithium2,972.206,45.317956452,-75.757522821,6.027,64.874,2021-07-29 19:42:45.514924
Georges Home,Dilithium2,983.819,45.31543636,-75.757578401,3.4,321.208,2021-07-29 19:37:45.654377
Georges Home,Dilithium2,973.274,45.315599096,-75.757534475,7.815,303.913,2021-07-29 19:40:23.373163
Ottawa Edge,Dilithium2,4.183,45.315944782,-75.758331097,3.033,261.206,2021-07-29 19:33:16.194774
Toronto Edge,Dilithium2,974.006,45.317938156,-75.756910457,6.701,108.438,2021-07-29 19:40:57.280847
Georges Home,Dilithium2,967.514,45.317988743,-75.757160823,6.746,88.128,2021-07-29 19:42:41.242639
Toronto Edge,Dilithium2,2.003,45.317165905,-75.757865878,3.196,127.974,2021-07-29 19:36:19.264016
Georges Home,Dilithium2,969.267,45.315258201,-75.757807928,6.454,338.693,2021-07-29 19:41:55.129681
Ottawa Edge,Dilithium2,995.721,45.317108136,-75.756941355,3.728,164.515,2021-07-29 19:35:01.050537
Georges Home,Dilithium2,996.395,45.317286578,-75.756869566,3.372,152.892,2021-07-29 19:35:06.454545
Ottawa Edge,Dilithium2,974.469,45.317039169,-75.756957044,8.622,170.005,2021-07-29 19:40:43.677377
Georges Home,Dilithium2,969.488,45.316006094,-75.757378354,8.271,262.197,2021-07-29 19:40:28.399525
Georges Home,Dilithium2,995.316,45.317165905,-75.757865878,3.196,127.974,2021-07-29 19:36:20.179298
Ottawa Edge,Dilithium2,969.718,45.316308249,-75.758193805,7.276,220.605,2021-07-29 19:41:32.033406
Toronto Edge,Dilithium2,976.886,45.316760607,-75.758037498,8.811,170.798,2021-07-29 19:39:48.832226
Toronto Edge,Dilithium2,989.66,45.317933338,-75.75682079,3.254,115.2,2021-07-29 19:39:07.491681
Ottawa Edge,Dilithium2,991.151,45.317466595,-75.756810138,3.105,142.452,2021-07-29 19:35:12.939709
Georges Home,Dilithium2,995.284,45.317474255,-75.757747217,3.644,97.657,2021-07-29 19:36:09.956715
Ottawa Edge,Dilithium2,985.463,45.316264584,-75.757278519,3.925,236.719,2021-07-29 19:38:12.025983
Georges Home,Dilithium2,984.41,45.316190991,-75.757309706,3.644,243.812,2021-07-29 19:38:10.102192
Ottawa Edge,Dilithium2,997.822,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:39.205175
Georges Home,Dilithium2,993.11,45.31704707,-75.756969405,3.633,168.731,2021-07-29 19:34:58.281154
Ottawa Edge,Dilithium2,989.381,45.315381622,-75.757606449,3.503,326.903,2021-07-29 19:37:44.612437
Georges Home,Dilithium2,960.935,45.317823576,-75.756719141,7.365,127.206,2021-07-29 19:42:34.320828
Ottawa Edge,Dilithium2,977.502,45.31527583,-75.758052196,6.821,335.542,2021-07-29 19:40:12.599972
Georges Home,Dilithium2,11.384,45.315841505,-75.758384055,3.105,272.865,2021-07-29 19:33:20.166664
Toronto Edge,Dilithium2,981.232,45.317391554,-75.756832103,3.56,146.705,2021-07-29 19:38:48.028094
Toronto Edge,Dilithium2,974.563,45.31668861,-75.75710062,7.744,198.027,2021-07-29 19:40:39.105436
Toronto Edge,Dilithium2,999.894,45.317731159,-75.756704022,3.293,132.799,2021-07-29 19:35:21.631928
Toronto Edge,Dilithium2,7.648,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.177490
Georges Home,Dilithium2,997.275,45.315347059,-75.757637446,3.095,330.373,2021-07-29 19:33:59.829108
Ottawa Edge,Dilithium2,965.807,45.316128225,-75.757322256,8.355,250.232,2021-07-29 19:42:09.532884
Georges Home,Dilithium2,6.738,45.317364399,-75.757793903,3.633,107.994,2021-07-29 19:32:30.018883
Toronto Edge,Dilithium2,1.508,45.317394208,-75.757775267,3.553,105.283,2021-07-29 19:32:28.513069
Georges Home,Dilithium2,971.076,45.315580499,-75.75847485,6.81,302.262,2021-07-29 19:41:44.225458
Toronto Edge,Dilithium2,3.54,45.315841505,-75.758384055,3.105,272.865,2021-07-29 19:33:19.603351
Ottawa Edge,Dilithium2,989.735,45.317195714,-75.757847242,3.372,125.047,2021-07-29 19:36:18.834979
Toronto Edge,Dilithium2,974.013,45.316621218,-75.757128669,7.907,203.883,2021-07-29 19:40:37.630320
Toronto Edge,Dilithium2,9.06,45.316228076,-75.758218716,3.196,229.52,2021-07-29 19:33:06.114230
Ottawa Edge,Dilithium2,980.631,45.317810953,-75.756669696,3.184,131.318,2021-07-29 19:39:01.642028
Toronto Edge,Dilithium2,989.176,45.316611846,-75.758087509,8.622,187.067,2021-07-29 19:39:51.045334
Toronto Edge,Dilithium2,5.463,45.316290715,-75.758203029,3.633,222.554,2021-07-29 19:33:04.001419
Toronto Edge,Dilithium2,3.356,45.316832248,-75.757984538,3.633,163.234,2021-07-29 19:32:45.683799
Georges Home,Dilithium2,1.497,45.315228487,-75.757879144,2.929,341.527,2021-07-29 19:33:51.481618
Ottawa Edge,Dilithium2,974.503,45.317959599,-75.757547544,1.718,63.094,2021-07-29 19:39:30.999628
Toronto Edge,Dilithium2,975.517,45.31690622,-75.757962764,7.811,155.253,2021-07-29 19:41:22.774283
Toronto Edge,Dilithium2,32.335,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:25.885878
Georges Home,Dilithium2,972.751,45.315578794,-75.757528389,7.646,306.218,2021-07-29 19:42:02.151978
Georges Home,Dilithium2,964.07,45.318015658,-75.757324659,6.724,75.149,2021-07-29 19:42:42.792314
Ottawa Edge,Dilithium2,997.788,45.315722801,-75.757490739,3.377,291.013,2021-07-29 19:34:13.180508
Georges Home,Dilithium2,969.822,45.317408583,-75.756810328,8.362,146.682,2021-07-29 19:40:48.699915
Toronto Edge,Dilithium2,984.425,45.315599096,-75.757534475,7.815,303.913,2021-07-29 19:40:23.601708
Georges Home,Dilithium2,963.974,45.317139518,-75.756935079,8.095,162.036,2021-07-29 19:42:25.093521
Toronto Edge,Dilithium2,998.087,45.31704707,-75.756969405,3.633,168.731,2021-07-29 19:34:59.002826
Georges Home,Dilithium2,989.169,45.316190871,-75.75823754,2.942,233.67,2021-07-29 19:36:53.963126
Georges Home,Dilithium2,992.724,45.31603603,-75.757362855,3.81,259.277,2021-07-29 19:38:05.269382
Ottawa Edge,Dilithium2,993.804,45.316954748,-75.757006868,3.56,175.67,2021-07-29 19:34:56.476325
Ottawa Edge,Dilithium2,982.728,45.315844932,-75.757434641,3.728,278.613,2021-07-29 19:37:59.360148
Ottawa Edge,Dilithium2,972.124,45.316453831,-75.758168517,14.395,204.439,2021-07-29 19:43:00.410941
Ottawa Edge,Dilithium2,10.677,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:05.588288
Georges Home,Dilithium2,1.823,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:58.289828
Ottawa Edge,Dilithium2,974.786,45.317955436,-75.756894958,3.457,108.894,2021-07-29 19:39:09.219657
Toronto Edge,Dilithium2,998.005,45.31704707,-75.756969405,3.633,168.731,2021-07-29 19:34:58.450193
Ottawa Edge,Dilithium2,984.915,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:07.208708
Ottawa Edge,Dilithium2,979.32,45.316505667,-75.757191044,3.457,213.797,2021-07-29 19:38:19.268072
