Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m),Time
Ottawa Edge,Dilithium3,958.729,45.317264681,-75.757831554,17.041,117.877,2021-07-29 19:43:56.720085
Ottawa Edge,Dilithium3,982.936,45.317810953,-75.756669696,3.184,131.318,2021-07-29 19:39:01.497637
Ottawa Edge,Rainbow-I-Classic,0.371,45.317788931,-75.757628555,3.56,71.687,2021-07-29 19:36:00.053154
Ottawa Edge,Rainbow-I-Classic,19.715,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:43.957880
Toronto Edge,Dilithium3,999.484,45.315312124,-75.758188166,3.826,331.313,2021-07-29 19:37:29.646769
Toronto Edge,Dilithium3,973.157,45.316051585,-75.758312272,14.127,249.289,2021-07-29 19:44:06.000730
Toronto Edge,Dilithium3,991.033,45.316671582,-75.757122394,3.377,199.003,2021-07-29 19:38:25.646831
Georges Home,Dilithium5,995.252,45.317999633,-75.757043295,2.806,96.285,2021-07-29 19:35:39.089856
Georges Home,Dilithium2,997.085,45.316807571,-75.758000225,3.468,165.842,2021-07-29 19:36:32.993558
Toronto Edge,Dilithium5,995.081,45.318034577,-75.757423551,3.164,67.227,2021-07-29 19:35:49.128723
Georges Home,Dilithium2,996.792,45.315747857,-75.757484464,3.728,288.375,2021-07-29 19:34:14.018960
Toronto Edge,Rainbow-I-Classic,982.182,45.316424046,-75.757206732,7.934,221.817,2021-07-29 19:40:34.463445
Georges Home,Dilithium5,998.43,45.316161182,-75.757328342,3.117,246.58,2021-07-29 19:34:27.346291
Toronto Edge,Dilithium2,16.598,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:47.274041
Ottawa Edge,Dilithium2,1.586,45.317561698,-75.757718979,3.82,89.576,2021-07-29 19:32:23.783912
Georges Home,Dilithium2,984.121,45.315492672,-75.757562713,3.659,315.215,2021-07-29 19:37:48.137264
Ottawa Edge,Dilithium3,965.376,45.31697506,-75.757943939,7.811,147.851,2021-07-29 19:41:21.542782
Ottawa Edge,Dilithium3,4.715,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.419043
Georges Home,Dilithium5,992.373,45.316010854,-75.758296963,3.19,253.774,2021-07-29 19:37:00.695611
Georges Home,Dilithium2,993.981,45.316300475,-75.758184581,3.281,221.471,2021-07-29 19:36:50.070602
Georges Home,Dilithium3,980.68,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:31.938178
Georges Home,Dilithium3,975.613,45.318034513,-75.757321522,3.432,74.541,2021-07-29 19:39:19.684941
Toronto Edge,Dilithium2,985.192,45.316060965,-75.758284413,3.105,248.179,2021-07-29 19:36:58.931055
Toronto Edge,Dilithium2,969.138,45.315349897,-75.758283915,6.178,327.182,2021-07-29 19:41:48.965148
Toronto Edge,Dilithium5,988.979,45.31638817,-75.758162619,3.384,211.741,2021-07-29 19:36:47.086977
Ottawa Edge,Dilithium5,990.849,45.317410283,-75.756825827,3.384,145.655,2021-07-29 19:35:10.535019
Toronto Edge,Rainbow-I-Classic,14.683,45.317317961,-75.756863291,3.56,150.7,2021-07-29 19:35:08.011898
Ottawa Edge,Dilithium5,0.744,45.315229966,-75.757838924,2.949,341.609,2021-07-29 19:33:53.435283
Toronto Edge,Rainbow-I-Classic,996.205,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:22.512766
Toronto Edge,Dilithium3,959.739,45.315273656,-75.757773793,8.093,337.236,2021-07-29 19:44:18.916463
Georges Home,Dilithium5,988.79,45.315253575,-75.757823426,3.522,339.098,2021-07-29 19:37:36.649859
Georges Home,Rainbow-I-Classic,9.406,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:50.863448
Toronto Edge,Dilithium2,4.843,45.316087216,-75.758281087,3.633,245.255,2021-07-29 19:33:11.071548
Georges Home,Dilithium3,9.226,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:43.031314
Georges Home,Dilithium2,961.724,45.317206784,-75.756903892,8.095,157.75,2021-07-29 19:42:25.876627
Toronto Edge,Dilithium3,992.224,45.315282157,-75.758052196,3.679,334.839,2021-07-29 19:37:31.349950
Toronto Edge,Rainbow-I-Classic,18.363,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:42.627002
Toronto Edge,Dilithium2,982.634,45.317803159,-75.757640916,6.234,69.846,2021-07-29 19:39:35.211238
Ottawa Edge,Dilithium5,991.096,45.315920105,-75.758346784,3.384,263.998,2021-07-29 19:37:03.748145
Georges Home,Dilithium2,5.81,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:40.864481
Georges Home,Dilithium5,985.968,45.317538614,-75.756766589,3.75,140.147,2021-07-29 19:38:52.220847
Georges Home,Dilithium2,2.513,45.316987209,-75.757931389,3.827,146.651,2021-07-29 19:32:40.969593
Georges Home,Dilithium3,3.475,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:31.373307
Ottawa Edge,Dilithium2,995.933,45.316106444,-75.757356391,3.02,251.846,2021-07-29 19:34:26.123956
Ottawa Edge,Dilithium3,987.428,45.315365761,-75.758410662,3.223,325.775,2021-07-29 19:37:24.140707
Toronto Edge,Dilithium3,962.313,45.317982986,-75.757476323,7.964,66.304,2021-07-29 19:43:50.088059
Toronto Edge,Dilithium3,989.908,45.316438155,-75.758146932,7.459,206.207,2021-07-29 19:41:30.152896
Ottawa Edge,Dilithium3,965.659,45.315350207,-75.757662168,8.082,329.773,2021-07-29 19:43:19.072999
Georges Home,Dilithium3,958.988,45.316816919,-75.75802181,14.043,164.657,2021-07-29 19:42:57.704979
Ottawa Edge,Dilithium3,0.732,45.317394208,-75.757775267,3.553,105.283,2021-07-29 19:32:28.930817
Georges Home,Dilithium3,966.625,45.317953927,-75.756984626,6.645,102.385,2021-07-29 19:40:59.590685
Ottawa Edge,Dilithium2,995.56,45.316547751,-75.757162994,3.4,210.297,2021-07-29 19:34:41.797545
Toronto Edge,Dilithium3,995.46,45.31802957,-75.757228716,3.288,81.499,2021-07-29 19:35:43.639572
Toronto Edge,Dilithium3,998.202,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:13.620460
Georges Home,Rainbow-I-Classic,987.3,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:14.388076
Georges Home,Dilithium3,6.578,45.316987209,-75.757931389,3.827,146.651,2021-07-29 19:32:41.323806
Ottawa Edge,Dilithium5,986.546,45.316505667,-75.757191044,3.457,213.797,2021-07-29 19:38:19.344782
Ottawa Edge,Dilithium5,977.551,45.317970553,-75.757532045,0.514,63.385,2021-07-29 19:39:30.067702
Ottawa Edge,Dilithium2,967.89,45.316370889,-75.758178118,7.555,213.649,2021-07-29 19:41:30.961569
Georges Home,Dilithium5,2.616,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:41.075732
Ottawa Edge,Dilithium2,7.312,45.317121869,-75.757872153,4.009,132.674,2021-07-29 19:32:36.409143
Georges Home,Dilithium3,10.881,45.316808766,-75.758003174,3.451,165.688,2021-07-29 19:32:47.527078
Toronto Edge,Dilithium3,980.848,45.317692001,-75.756701074,3.475,135.102,2021-07-29 19:38:57.648204
Georges Home,Dilithium2,36.681,45.315337399,-75.758438521,3.057,329.041,2021-07-29 19:33:36.625713
Toronto Edge,Rainbow-III-Classic,41.056,45.31783259,-75.757612867,3.281,68.776,2021-07-29 19:32:15.135410
Ottawa Edge,Dilithium3,961.781,45.31669334,-75.758068684,16.177,178.098,2021-07-29 19:44:00.687388
Ottawa Edge,Dilithium2,966.495,45.317003286,-75.756981956,7.991,172.2,2021-07-29 19:42:23.329621
Georges Home,Dilithium5,8.85,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:56.463296
Georges Home,Rainbow-I-Classic,7.487,45.317108136,-75.756941355,3.728,164.515,2021-07-29 19:35:01.044979
Toronto Edge,Dilithium3,967.215,45.317988743,-75.757160823,6.746,88.128,2021-07-29 19:42:40.659525
Ottawa Edge,Dilithium3,2.038,45.317364399,-75.757793903,3.633,107.994,2021-07-29 19:32:30.094975
Toronto Edge,Dilithium2,980.093,45.318029665,-75.7572813,3.441,77.661,2021-07-29 19:39:18.371359
Georges Home,Dilithium3,982.137,45.317933338,-75.75682079,3.254,115.2,2021-07-29 19:39:07.229159
Ottawa Edge,Dilithium5,8.387,45.316837371,-75.757050606,3.56,185.153,2021-07-29 19:34:51.799996
Georges Home,Dilithium2,979.197,45.317422811,-75.756822689,3.4,144.903,2021-07-29 19:38:48.913304
Toronto Edge,Dilithium5,998.687,45.317474255,-75.757747217,3.644,97.657,2021-07-29 19:36:09.343722
Ottawa Edge,Dilithium3,969.927,45.315310423,-75.758172667,8.368,331.507,2021-07-29 19:44:15.012346
Georges Home,Dilithium2,986.977,45.315264813,-75.75796567,3.42,337.065,2021-07-29 19:37:34.085879
Georges Home,Dilithium5,982.828,45.31801232,-75.75719477,3.459,84.676,2021-07-29 19:39:17.035630
Toronto Edge,Rainbow-I-Classic,13.729,45.315778866,-75.758399742,2.929,279.884,2021-07-29 19:33:21.567001
Toronto Edge,Rainbow-I-Classic,994.372,45.316356906,-75.757241057,3.659,227.919,2021-07-29 19:38:14.786545
Ottawa Edge,Dilithium2,986.048,45.317916088,-75.756786844,3.085,118.365,2021-07-29 19:39:07.108224
Georges Home,Dilithium2,19.961,45.315420653,-75.75760626,6.664,322.611,2021-07-29 19:40:19.463894
Georges Home,Dilithium2,979.013,45.31796806,-75.756944404,3.335,104.771,2021-07-29 19:39:10.848293
Toronto Edge,Dilithium5,983.229,45.317996454,-75.757068018,3.564,94.586,2021-07-29 19:39:13.934309
Ottawa Edge,Dilithium2,993.251,45.317731159,-75.756704022,3.293,132.799,2021-07-29 19:35:21.768006
Ottawa Edge,Rainbow-I-Classic,982.21,45.315315271,-75.758212888,6.923,330.964,2021-07-29 19:40:10.898981
Toronto Edge,Dilithium3,993.863,45.31792359,-75.757569318,2.84,64.205,2021-07-29 19:35:54.468703
Ottawa Edge,Dilithium2,982.797,45.315461416,-75.757572126,3.553,318.531,2021-07-29 19:37:46.991048
Georges Home,Dilithium3,0.903,45.316984431,-75.756985094,3.659,173.814,2021-07-29 19:34:56.747602
Georges Home,Rainbow-I-Classic,8.298,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:42.343645
Ottawa Edge,Rainbow-I-Classic,985.532,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:13.850334
Toronto Edge,Dilithium2,13.078,45.315300096,-75.757674718,3.067,335.176,2021-07-29 19:33:57.836461
Ottawa Edge,Dilithium5,4.822,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:48.314400
Ottawa Edge,Dilithium2,989.458,45.318025197,-75.757451411,2.741,65.725,2021-07-29 19:35:49.414741
Ottawa Edge,Dilithium3,969.729,45.315827783,-75.758384244,7.217,274.389,2021-07-29 19:41:39.928838
Georges Home,Dilithium5,983.036,45.31543636,-75.757578401,3.4,321.208,2021-07-29 19:37:45.882677
Ottawa Edge,Dilithium3,976.658,45.317760841,-75.756682247,3.548,132.806,2021-07-29 19:38:59.682361
Toronto Edge,Dilithium3,0.316,45.315253732,-75.757978031,6.919,338.244,2021-07-29 19:40:14.068344
Ottawa Edge,Dilithium2,992.797,45.317145719,-75.756931942,3.728,161.643,2021-07-29 19:35:02.205330
Toronto Edge,Dilithium3,994.162,45.316776188,-75.7580065,3.281,169.271,2021-07-29 19:36:33.489537
Toronto Edge,Dilithium5,988.973,45.31753532,-75.757719168,3.644,92.239,2021-07-29 19:36:08.284438
Georges Home,Dilithium2,11.401,45.315242778,-75.757993529,3.312,339.4,2021-07-29 19:33:49.076744
Georges Home,Dilithium5,996.935,45.315348512,-75.758376716,3.448,327.566,2021-07-29 19:37:24.452162
Toronto Edge,Dilithium2,991.856,45.317165905,-75.757865878,3.196,127.974,2021-07-29 19:36:20.342988
Georges Home,Dilithium5,987.355,45.316129926,-75.757337755,3.728,249.719,2021-07-29 19:38:08.250713
Ottawa Edge,Dilithium3,987.51,45.315305828,-75.758138722,3.608,332.045,2021-07-29 19:37:29.861308
Ottawa Edge,Rainbow-III-Classic,44.968,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.684028
Ottawa Edge,Dilithium3,994.021,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:31.686092
Ottawa Edge,Dilithium5,995.999,45.315808923,-75.757456415,3.461,282.166,2021-07-29 19:34:15.584810
Georges Home,Dilithium3,3.726,45.316808766,-75.758003174,3.451,165.688,2021-07-29 19:32:46.961211
Ottawa Edge,Rainbow-I-Classic,979.684,45.316350453,-75.757237919,8.011,228.677,2021-07-29 19:40:33.219577
Ottawa Edge,Dilithium3,999.516,45.315744709,-75.757459742,3.633,289.1,2021-07-29 19:37:56.614133
Ottawa Edge,Dilithium3,962.624,45.315776066,-75.758433876,12.188,280.358,2021-07-29 19:43:06.256154
Ottawa Edge,Dilithium5,999.827,45.316987209,-75.757931389,3.827,146.651,2021-07-29 19:32:40.642273
Georges Home,Dilithium2,980.249,45.315447445,-75.758497,3.022,317.137,2021-07-29 19:37:19.259579
Georges Home,Dilithium3,972.51,45.316732521,-75.757091207,7.731,193.973,2021-07-29 19:42:18.192812
Toronto Edge,Dilithium2,5.914,45.315247026,-75.757767708,2.842,340.229,2021-07-29 19:33:54.577843
Georges Home,Dilithium2,963.558,45.316330126,-75.758212252,14.043,218.176,2021-07-29 19:43:01.488437
Georges Home,Dilithium5,978.342,45.317810953,-75.756669696,3.184,131.318,2021-07-29 19:39:01.449415
Toronto Edge,Dilithium5,7.189,45.315907572,-75.757418953,3.644,272.092,2021-07-29 19:34:18.805383
Ottawa Edge,Dilithium3,982.904,45.315560065,-75.757534664,3.834,308.185,2021-07-29 19:37:50.305451
Ottawa Edge,Dilithium5,6.991,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:57.799620
Ottawa Edge,Rainbow-I-Classic,10.507,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:52.394037
Toronto Edge,Dilithium3,975.498,45.31697506,-75.757943939,7.811,147.851,2021-07-29 19:41:21.407215
Georges Home,Dilithium5,1.331,45.315395597,-75.757612535,3.248,325.297,2021-07-29 19:34:02.560505
Ottawa Edge,Dilithium3,994.596,45.317170775,-75.756925666,3.553,159.762,2021-07-29 19:35:02.847428
Georges Home,Dilithium3,955.597,45.317961923,-75.757049571,7.976,97.329,2021-07-29 19:44:45.924775
Ottawa Edge,Dilithium3,975.938,45.317450899,-75.757768991,9.389,99.49,2021-07-29 19:39:40.123363
Georges Home,Dilithium3,995.723,45.315269061,-75.757739848,3.629,338.018,2021-07-29 19:37:38.768266
Toronto Edge,Dilithium3,959.143,45.317186229,-75.75689153,15.038,160.124,2021-07-29 19:44:35.660974
Georges Home,Dilithium2,991.565,45.315348512,-75.758376716,3.448,327.566,2021-07-29 19:37:24.975508
Ottawa Edge,Dilithium5,2.515,45.318032813,-75.757306022,3.032,75.735,2021-07-29 19:35:45.428721
Toronto Edge,Dilithium2,987.104,45.315905998,-75.757406592,3.633,272.482,2021-07-29 19:38:00.663033
Toronto Edge,Dilithium5,997.61,45.315652387,-75.757497203,3.659,298.605,2021-07-29 19:37:52.545115
Toronto Edge,Dilithium3,5.772,45.315970211,-75.757403265,3.457,265.599,2021-07-29 19:34:20.931633
Ottawa Edge,Dilithium2,978.334,45.31690622,-75.757962764,7.811,155.253,2021-07-29 19:41:22.367266
Toronto Edge,Dilithium5,981.845,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:56.433653
Georges Home,Rainbow-I-Classic,975.563,45.315282157,-75.758052196,6.794,334.839,2021-07-29 19:41:52.058651
Georges Home,Dilithium5,997.545,45.317645038,-75.756738348,3.384,135.275,2021-07-29 19:35:18.956972
Georges Home,Dilithium3,957.495,45.315285178,-75.75807378,8.218,334.45,2021-07-29 19:44:15.302739
Georges Home,Dilithium3,978.592,45.316370889,-75.758178118,7.555,213.649,2021-07-29 19:41:31.100707
Toronto Edge,Dilithium5,4.927,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:58.669291
Ottawa Edge,Dilithium2,964.243,45.317139518,-75.756935079,8.095,162.036,2021-07-29 19:42:24.802428
Georges Home,Dilithium5,5.889,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:04.542395
Toronto Edge,Dilithium5,986.197,45.315683644,-75.757487791,3.644,295.329,2021-07-29 19:37:54.128285
Ottawa Edge,Dilithium5,995.334,45.317731159,-75.756704022,3.293,132.799,2021-07-29 19:35:21.660450
Georges Home,Dilithium2,982.22,45.315844932,-75.757434641,3.728,278.613,2021-07-29 19:37:58.911448
Toronto Edge,Dilithium5,987.377,45.317169327,-75.756916443,3.82,160.34,2021-07-29 19:38:40.997227
Georges Home,Dilithium3,986.531,45.315888849,-75.758356196,3.457,267.501,2021-07-29 19:37:05.089972
Toronto Edge,Dilithium2,2.455,45.315995267,-75.75739699,3.366,263.01,2021-07-29 19:34:21.467796
Ottawa Edge,Dilithium2,989.041,45.315470764,-75.75759371,6.738,317.247,2021-07-29 19:40:20.677305
Toronto Edge,Dilithium5,1.537,45.316892109,-75.757022557,3.484,180.972,2021-07-29 19:34:53.845279
Ottawa Edge,Dilithium5,984.944,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:56.009387
Toronto Edge,Dilithium2,974.002,45.317192556,-75.75689153,8.713,159.585,2021-07-29 19:40:45.942585
Toronto Edge,Rainbow-I-Classic,996.668,45.316696393,-75.758040824,3.735,177.898,2021-07-29 19:36:36.287656
Georges Home,Dilithium3,977.747,45.317889363,-75.756728175,2.883,123.725,2021-07-29 19:39:04.578516
Toronto Edge,Dilithium5,979.896,45.317972782,-75.756981488,3.312,101.862,2021-07-29 19:39:12.058052
Toronto Edge,Dilithium3,994.506,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:14.219981
Toronto Edge,Dilithium5,5.674,45.315323577,-75.757656082,3.164,332.77,2021-07-29 19:33:58.941622
Ottawa Edge,Dilithium3,6.428,45.31675125,-75.757084931,3.309,192.337,2021-07-29 19:34:48.894411
Ottawa Edge,Dilithium5,991.916,45.316984431,-75.756985094,3.659,173.814,2021-07-29 19:34:56.704534
Toronto Edge,Dilithium2,8.003,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:49.378980
Georges Home,Dilithium3,972.237,45.316500795,-75.758131245,7.555,199.276,2021-07-29 19:41:28.919456
Georges Home,Dilithium2,1.39,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.248834
Ottawa Edge,Dilithium3,4.07,45.317394208,-75.757775267,3.553,105.283,2021-07-29 19:32:29.485862
Toronto Edge,Dilithium3,987.432,45.315679148,-75.75843739,3.196,291.124,2021-07-29 19:37:11.700761
Toronto Edge,Rainbow-I-Classic,967.062,45.31803933,-75.757411189,6.507,67.884,2021-07-29 19:44:50.410208
Georges Home,Dilithium3,969.864,45.318009426,-75.757377243,8.194,71.712,2021-07-29 19:43:49.099287
Toronto Edge,Dilithium3,964.005,45.315702372,-75.757481515,13.412,293.379,2021-07-29 19:43:23.329849
Toronto Edge,Dilithium2,14.177,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:42.523542
Toronto Edge,Dilithium2,989.185,45.31770281,-75.75766288,7.203,77.911,2021-07-29 19:41:11.601338
Georges Home,Dilithium2,969.47,45.31670272,-75.758040824,7.991,177.196,2021-07-29 19:41:26.322247
Ottawa Edge,Dilithium5,998.699,45.31575381,-75.758406017,3.196,282.692,2021-07-29 19:33:23.500806
Toronto Edge,Dilithium3,998.127,45.316024949,-75.757375216,3.281,260.227,2021-07-29 19:34:22.529731
Georges Home,Dilithium3,984.243,45.315381622,-75.757606449,3.503,326.903,2021-07-29 19:37:43.494295
Ottawa Edge,Dilithium2,10.959,45.315630231,-75.758452889,3.735,296.629,2021-07-29 19:33:27.017230
Georges Home,Dilithium5,989.344,45.315802727,-75.758390518,3.468,277.196,2021-07-29 19:37:08.428340
Toronto Edge,Dilithium3,973.563,45.317557343,-75.756760313,8.025,139.309,2021-07-29 19:42:30.699796
Ottawa Edge,Dilithium3,995.4,45.315846506,-75.757447002,3.728,278.235,2021-07-29 19:34:17.350433
Ottawa Edge,Dilithium5,7.037,45.315461416,-75.757572126,3.553,318.531,2021-07-29 19:37:46.394761
Georges Home,Rainbow-I-Classic,960.667,45.315434696,-75.758444419,9.741,318.274,2021-07-29 19:44:12.134882
Georges Home,Dilithium3,960.335,45.315412693,-75.758422834,9.497,320.617,2021-07-29 19:43:11.549987
Georges Home,Dilithium3,23.05,45.315561391,-75.758471713,3.56,304.363,2021-07-29 19:33:28.844250
Toronto Edge,Dilithium3,969.312,45.315411246,-75.758413611,6.587,320.739,2021-07-29 19:41:47.169352
Toronto Edge,Dilithium2,981.832,45.316840401,-75.758003174,8.798,162.188,2021-07-29 19:39:47.746745
Toronto Edge,Dilithium3,962.317,45.317383401,-75.756813466,13.073,148.392,2021-07-29 19:43:36.226639
Ottawa Edge,Dilithium5,6.779,45.315561391,-75.758471713,3.56,304.363,2021-07-29 19:33:29.181177
Ottawa Edge,Rainbow-I-Classic,980.614,45.315613329,-75.758477799,7.902,298.64,2021-07-29 19:40:05.557107
Toronto Edge,Dilithium3,992.521,45.315253669,-75.757876007,3.704,338.754,2021-07-29 19:37:35.878844
Ottawa Edge,Dilithium3,994.78,45.31557404,-75.75754075,3.719,306.574,2021-07-29 19:34:08.326527
Georges Home,Dilithium3,0.163,45.316696393,-75.758040824,3.735,177.898,2021-07-29 19:36:36.799482
Georges Home,Dilithium2,20.786,45.315778866,-75.758399742,2.929,279.884,2021-07-29 19:33:21.515530
Toronto Edge,Dilithium3,979.617,45.317112762,-75.756925856,8.713,164.836,2021-07-29 19:40:44.721528
Toronto Edge,Dilithium5,986.555,45.315905998,-75.757406592,3.633,272.482,2021-07-29 19:38:00.388004
Toronto Edge,Dilithium2,977.149,45.317763875,-75.75763483,6.692,73.587,2021-07-29 19:41:10.047986
Ottawa Edge,Dilithium3,999.167,45.317561698,-75.757718979,3.82,89.576,2021-07-29 19:32:24.030541
Toronto Edge,Dilithium3,994.306,45.316862309,-75.757972177,3.02,160.016,2021-07-29 19:36:30.306680
Georges Home,Dilithium2,967.564,45.316308249,-75.758193805,7.276,220.605,2021-07-29 19:41:32.290653
Georges Home,Dilithium5,996.682,45.317552716,-75.756775812,3.293,138.632,2021-07-29 19:35:15.861009
Toronto Edge,Dilithium3,965.44,45.317504064,-75.757728581,12.169,95.133,2021-07-29 19:42:51.832861
Toronto Edge,Dilithium5,987.14,45.316067286,-75.757353443,3.725,256.108,2021-07-29 19:38:05.784167
Ottawa Edge,Dilithium2,4.488,45.315890043,-75.758359145,3.293,267.38,2021-07-29 19:33:17.999117
Ottawa Edge,Rainbow-I-Classic,991.113,45.316671582,-75.757122394,3.377,199.003,2021-07-29 19:38:26.060847
Toronto Edge,Dilithium2,982.977,45.317994975,-75.75710824,3.42,91.696,2021-07-29 19:39:14.667960
Ottawa Edge,Dilithium2,982.719,45.316671582,-75.757122394,3.377,199.003,2021-07-29 19:38:26.287056
Toronto Edge,Dilithium5,1.007,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:31.423207
Georges Home,Dilithium3,979.363,45.31690622,-75.757962764,7.811,155.253,2021-07-29 19:41:22.333596
Georges Home,Dilithium5,984.558,45.316801487,-75.757075518,3.82,187.724,2021-07-29 19:38:29.894604
Georges Home,Dilithium3,5.167,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:19.626710
Ottawa Edge,Dilithium3,957.452,45.315653835,-75.757506427,12.885,298.314,2021-07-29 19:44:23.780395
Toronto Edge,Dilithium3,969.405,45.315371994,-75.758358081,6.523,324.899,2021-07-29 19:41:47.660756
Ottawa Edge,Rainbow-I-Classic,4.744,45.315229966,-75.757838924,2.949,341.609,2021-07-29 19:33:52.806853
Ottawa Edge,Rainbow-I-Classic,17.476,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:40.773484
Ottawa Edge,Dilithium5,998.803,45.315994893,-75.758318547,3.033,255.603,2021-07-29 19:33:13.762509
Toronto Edge,Dilithium2,6.445,45.315874741,-75.757416005,3.644,275.7,2021-07-29 19:37:59.912503
Toronto Edge,Dilithium3,6.138,45.315480145,-75.757565851,3.56,316.551,2021-07-29 19:34:04.837740
Ottawa Edge,Dilithium5,979.21,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:56.565730
Toronto Edge,Dilithium2,992.331,45.316837253,-75.757978452,3.372,162.731,2021-07-29 19:36:32.080496
Georges Home,Dilithium3,0.465,45.317153125,-75.757862741,4.253,129.415,2021-07-29 19:32:35.814372
Toronto Edge,Dilithium5,986.338,45.315345612,-75.757628222,3.508,330.629,2021-07-29 19:37:42.252699
Toronto Edge,Dilithium3,5.947,45.317801207,-75.757619142,3.366,71.094,2021-07-29 19:32:15.587075
Toronto Edge,Dilithium2,1.858,45.317723258,-75.756691661,3.468,134.068,2021-07-29 19:38:58.446401
Georges Home,Dilithium5,2.395,45.317380474,-75.756844464,3.56,146.847,2021-07-29 19:35:10.202320
Toronto Edge,Dilithium3,1.131,45.316572807,-75.757156719,3.293,207.924,2021-07-29 19:34:42.588053
Georges Home,Dilithium5,993.192,45.31638817,-75.758162619,3.384,211.741,2021-07-29 19:36:46.923370
Georges Home,Dilithium3,995.592,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:55.169732
Toronto Edge,Dilithium3,963.846,45.315415899,-75.757618621,8.342,322.996,2021-07-29 19:43:20.469896
Ottawa Edge,Rainbow-I-Classic,13.827,45.317646245,-75.757672293,3.735,82.904,2021-07-29 19:32:21.010877
Georges Home,Rainbow-I-Classic,11.106,45.316832248,-75.757984538,3.633,163.234,2021-07-29 19:32:45.930567
Georges Home,Rainbow-I-Classic,5.465,45.316954748,-75.757006868,3.56,175.67,2021-07-29 19:34:55.830397
Ottawa Edge,Dilithium3,990.213,45.316327224,-75.757262831,3.659,230.487,2021-07-29 19:38:13.370124
Georges Home,Rainbow-I-Classic,992.873,45.31614076,-75.75825009,2.929,239.253,2021-07-29 19:36:55.853604
Georges Home,Dilithium5,976.935,45.317692001,-75.756701074,3.475,135.102,2021-07-29 19:38:57.848122
Toronto Edge,Rainbow-I-Classic,963.545,45.318064575,-75.757510081,3.693,59.669,2021-07-29 19:44:51.977334
Georges Home,Dilithium3,5.355,45.315274319,-75.75814186,3.067,335.543,2021-07-29 19:33:45.150402
Ottawa Edge,Dilithium3,985.627,45.315715027,-75.757481515,3.633,291.999,2021-07-29 19:37:54.248894
Ottawa Edge,Dilithium2,997.588,45.315778866,-75.758399742,2.929,279.884,2021-07-29 19:33:22.153251
Ottawa Edge,Dilithium5,2.173,45.31557404,-75.75754075,3.719,306.574,2021-07-29 19:34:08.321153
Georges Home,Dilithium5,976.729,45.317900234,-75.757591092,4.281,64.627,2021-07-29 19:39:32.727613
Ottawa Edge,Dilithium2,990.67,45.316325531,-75.758178306,3.188,218.69,2021-07-29 19:36:48.777953
Ottawa Edge,Dilithium3,984.803,45.315348512,-75.758376716,3.448,327.566,2021-07-29 19:37:24.684840
Ottawa Edge,Dilithium5,27.987,45.315630231,-75.758452889,3.735,296.629,2021-07-29 19:33:26.902659
Georges Home,Dilithium3,983.406,45.315874741,-75.757416005,3.644,275.7,2021-07-29 19:38:00.148977
Georges Home,Dilithium2,1.574,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:34.501667
Toronto Edge,Dilithium2,983.227,45.315315271,-75.758212888,6.923,330.964,2021-07-29 19:40:10.749344
Toronto Edge,Dilithium2,981.939,45.317483876,-75.756794639,3.667,142.16,2021-07-29 19:38:51.176809
Georges Home,Dilithium5,999.269,45.316087216,-75.758281087,3.633,245.255,2021-07-29 19:33:11.080797
