Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m),Time
Ottawa Edge,Dilithium3,964.934,45.316663555,-75.757106895,7.64,200.327,2021-07-29 19:42:17.886986
Toronto Edge,Rainbow-I-Classic,994.253,45.316770231,-75.757084931,3.911,190.46,2021-07-29 19:38:29.223618
Toronto Edge,Dilithium3,999.401,45.317958615,-75.756870236,2.613,110.597,2021-07-29 19:35:33.742883
Georges Home,Dilithium3,990.497,45.316505667,-75.757191044,3.457,213.797,2021-07-29 19:38:20.100296
Ottawa Edge,Rainbow-I-Classic,11.965,45.316932471,-75.757959438,3.735,152.388,2021-07-29 19:32:42.993530
Toronto Edge,Dilithium2,10.693,45.316370889,-75.758178118,7.555,213.649,2021-07-29 19:41:30.258687
Toronto Edge,Dilithium2,974.077,45.316350453,-75.757237919,8.011,228.677,2021-07-29 19:40:33.270645
Ottawa Edge,Rainbow-I-Classic,13.794,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:00.006573
Georges Home,Dilithium2,987.899,45.31624561,-75.758209492,2.838,227.568,2021-07-29 19:36:51.770505
Georges Home,Dilithium3,982.02,45.31797688,-75.757532045,0.0,62.989,2021-07-29 19:39:29.087356
Ottawa Edge,Dilithium3,975.495,45.315332615,-75.758299414,7.143,329.13,2021-07-29 19:40:09.258887
Toronto Edge,Dilithium2,16.873,45.315864987,-75.75836542,3.014,270.185,2021-07-29 19:33:18.450719
Ottawa Edge,Dilithium3,976.802,45.317538614,-75.756766589,3.75,140.147,2021-07-29 19:38:53.347310
Ottawa Edge,Dilithium2,973.463,45.315315271,-75.758212888,6.923,330.964,2021-07-29 19:40:10.957672
Georges Home,Dilithium2,970.938,45.317817249,-75.756719141,7.345,127.496,2021-07-29 19:40:54.732028
Ottawa Edge,Dilithium5,985.552,45.317515133,-75.756785225,3.75,140.569,2021-07-29 19:38:51.327833
Georges Home,Dilithium2,983.67,45.316129926,-75.757337755,3.728,249.719,2021-07-29 19:38:07.414101
Georges Home,Dilithium3,965.775,45.317003286,-75.756981956,7.991,172.2,2021-07-29 19:42:22.815199
Toronto Edge,Dilithium2,6.333,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:56.886483
Georges Home,Rainbow-I-Classic,13.873,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:58.366506
Georges Home,Dilithium2,979.98,45.318007598,-75.757157685,3.441,87.574,2021-07-29 19:39:15.549899
Georges Home,Dilithium2,4.387,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:39.897696
Toronto Edge,Dilithium5,995.236,45.317361746,-75.756850739,3.56,147.94,2021-07-29 19:38:46.782370
Toronto Edge,Dilithium5,987.203,45.31803933,-75.757411189,3.366,67.884,2021-07-29 19:39:22.123738
Georges Home,Rainbow-III-Classic,56.411,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.220995
Toronto Edge,Dilithium3,5.127,45.317888902,-75.757597179,2.753,65.138,2021-07-29 19:32:12.717751
Toronto Edge,Rainbow-I-Classic,996.159,45.315315271,-75.758212888,6.923,330.964,2021-07-29 19:40:10.488622
Ottawa Edge,Dilithium3,978.99,45.317810953,-75.756669696,3.184,131.318,2021-07-29 19:39:02.176307
Toronto Edge,Dilithium5,2.022,45.316173337,-75.758246764,3.281,235.629,2021-07-29 19:33:08.453205
Toronto Edge,Dilithium2,994.634,45.31728961,-75.757822141,3.56,115.378,2021-07-29 19:36:16.070169
Ottawa Edge,Dilithium3,992.26,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:13.753130
Ottawa Edge,Dilithium2,5.746,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:06.092862
Toronto Edge,Dilithium5,11.094,45.318024848,-75.757191632,3.043,84.403,2021-07-29 19:35:42.797330
Ottawa Edge,Dilithium3,958.599,45.315320525,-75.757683941,7.92,332.834,2021-07-29 19:44:19.871548
Ottawa Edge,Dilithium3,969.92,45.316128225,-75.757322256,8.355,250.232,2021-07-29 19:42:09.993414
Toronto Edge,Dilithium2,969.473,45.317916184,-75.756839427,6.902,114.515,2021-07-29 19:42:36.705189
Georges Home,Dilithium5,994.578,45.316633872,-75.757128669,3.377,202.602,2021-07-29 19:34:44.865200
Ottawa Edge,Rainbow-I-Classic,984.247,45.317239499,-75.757834692,7.544,120.534,2021-07-29 19:41:18.066453
Toronto Edge,Rainbow-I-Classic,981.077,45.317763875,-75.75763483,6.692,73.587,2021-07-29 19:41:09.785251
Georges Home,Dilithium5,4.454,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:47.459943
Toronto Edge,Dilithium3,981.948,45.317955436,-75.756894958,3.457,108.894,2021-07-29 19:39:09.454165
Toronto Edge,Dilithium3,987.565,45.317785897,-75.756675972,3.537,132.034,2021-07-29 19:39:00.679756
Toronto Edge,Dilithium2,988.57,45.317916088,-75.756786844,3.085,118.365,2021-07-29 19:39:06.440354
Georges Home,Dilithium5,7.868,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:00.777822
Ottawa Edge,Dilithium3,996.267,45.316358354,-75.75725028,3.209,227.53,2021-07-29 19:34:34.462448
Toronto Edge,Dilithium2,9.387,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:47.785464
Ottawa Edge,Dilithium3,984.202,45.31624561,-75.758209492,2.838,227.568,2021-07-29 19:36:51.873251
Georges Home,Rainbow-I-Classic,1.337,45.317380474,-75.756844464,3.56,146.847,2021-07-29 19:35:09.785245
Ottawa Edge,Dilithium5,5.728,45.315915099,-75.75835287,3.033,264.575,2021-07-29 19:33:16.592953
Georges Home,Rainbow-I-Classic,992.327,45.316165815,-75.758243815,2.929,236.461,2021-07-29 19:36:54.789544
Ottawa Edge,Dilithium2,978.411,45.31797688,-75.757532045,0.177,62.989,2021-07-29 19:39:28.162260
Toronto Edge,Dilithium2,983.478,45.316388289,-75.757234781,3.735,224.794,2021-07-29 19:38:15.899905
Ottawa Edge,Dilithium5,993.109,45.317410283,-75.756825827,3.384,145.655,2021-07-29 19:35:11.075226
Toronto Edge,Dilithium5,6.309,45.316869831,-75.757975125,3.457,159.159,2021-07-29 19:32:45.133490
Georges Home,Rainbow-I-Classic,985.81,45.317916088,-75.756786844,3.085,118.365,2021-07-29 19:39:06.872254
Georges Home,Dilithium2,997.153,45.315536457,-75.757550163,3.633,310.571,2021-07-29 19:34:06.354926
Georges Home,Rainbow-I-Classic,971.064,45.315489529,-75.758468952,10.15,312.316,2021-07-29 19:43:09.878288
Georges Home,Dilithium5,993.202,45.317900108,-75.757587955,2.96,64.818,2021-07-29 19:35:56.326493
Ottawa Edge,Dilithium2,968.045,45.315647634,-75.757509564,7.907,298.947,2021-07-29 19:42:02.650345
Ottawa Edge,Dilithium3,970.573,45.317475849,-75.75677914,8.186,143.666,2021-07-29 19:40:49.553964
Toronto Edge,Dilithium5,2.419,45.317109593,-75.757881566,3.575,133.873,2021-07-29 19:36:21.758660
Georges Home,Dilithium2,966.854,45.315991993,-75.757369131,8.271,263.893,2021-07-29 19:42:07.554821
Toronto Edge,Rainbow-I-Classic,991.921,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:32.298815
Toronto Edge,Dilithium5,6.409,45.316186238,-75.757322067,3.484,244.043,2021-07-29 19:34:29.285269
Ottawa Edge,Dilithium3,973.565,45.315318951,-75.75767158,6.546,333.126,2021-07-29 19:40:18.176955
Ottawa Edge,Dilithium2,974.79,45.317994975,-75.75710824,3.42,91.696,2021-07-29 19:39:14.788612
Ottawa Edge,Dilithium2,991.416,45.316356906,-75.757241057,3.659,227.919,2021-07-29 19:38:14.933268
Georges Home,Dilithium5,1.807,45.316894887,-75.75796885,3.633,156.448,2021-07-29 19:32:43.874610
Toronto Edge,Dilithium3,5.987,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:35.437228
Toronto Edge,Dilithium3,977.227,45.316568061,-75.758100059,7.907,191.885,2021-07-29 19:41:27.722567
Georges Home,Dilithium5,983.791,45.317929917,-75.757569318,3.056,63.757,2021-07-29 19:39:31.975670
Georges Home,Dilithium2,6.945,45.31523793,-75.757953309,3.166,340.102,2021-07-29 19:33:49.896989
Toronto Edge,Dilithium3,999.364,45.316358354,-75.75725028,3.209,227.53,2021-07-29 19:34:35.474194
Toronto Edge,Dilithium2,996.562,45.317987708,-75.757513408,2.896,63.556,2021-07-29 19:35:51.606078
Ottawa Edge,Dilithium5,3.62,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:35.225243
Toronto Edge,Dilithium5,977.304,45.317959599,-75.757547544,1.718,63.094,2021-07-29 19:39:30.462516
Toronto Edge,Dilithium3,5.586,45.315323577,-75.757656082,3.164,332.77,2021-07-29 19:33:58.375339
Ottawa Edge,Dilithium3,988.819,45.316190871,-75.75823754,2.942,233.67,2021-07-29 19:36:54.036584
Ottawa Edge,Dilithium3,11.609,45.315470764,-75.75759371,6.738,317.247,2021-07-29 19:40:20.721838
Ottawa Edge,Dilithium5,976.145,45.316671582,-75.757122394,3.377,199.003,2021-07-29 19:38:26.551255
Toronto Edge,Dilithium2,997.141,45.316240976,-75.757294017,3.468,238.856,2021-07-29 19:34:30.461382
Georges Home,Dilithium2,5.698,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:43.374572
Georges Home,Dilithium3,961.335,45.317913005,-75.75686415,8.16,112.845,2021-07-29 19:44:43.601380
Georges Home,Dilithium2,986.1,45.316751132,-75.758012775,3.105,172.002,2021-07-29 19:36:35.143466
Georges Home,Dilithium5,997.691,45.316161182,-75.757328342,3.117,246.58,2021-07-29 19:34:27.904285
Toronto Edge,Dilithium2,984.988,45.317933338,-75.75682079,3.254,115.2,2021-07-29 19:39:08.025463
Ottawa Edge,Dilithium3,994.756,45.317929917,-75.757569318,3.056,63.757,2021-07-29 19:39:31.529288
Georges Home,Dilithium3,0.589,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:03.800078
Ottawa Edge,Dilithium3,986.587,45.31614076,-75.75825009,2.929,239.253,2021-07-29 19:36:56.176774
Georges Home,Dilithium3,976.979,45.317347644,-75.756841516,8.362,149.555,2021-07-29 19:42:27.435391
Ottawa Edge,Dilithium3,985.339,45.31537681,-75.758447745,2.904,324.711,2021-07-29 19:37:23.567017
Georges Home,Dilithium2,978.401,45.317169327,-75.756916443,3.82,160.34,2021-07-29 19:38:40.821418
Ottawa Edge,Rainbow-I-Classic,140.156,45.317172232,-75.757865878,13.704,127.286,2021-07-29 19:42:54.360036
Toronto Edge,Dilithium5,20.64,45.315323577,-75.757656082,3.164,332.77,2021-07-29 19:33:59.499984
Toronto Edge,Dilithium3,26.05,45.316087216,-75.758281087,3.633,245.255,2021-07-29 19:33:11.029898
Ottawa Edge,Dilithium3,6.11,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:53.894841
Georges Home,Dilithium5,10.613,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:39.085208
Toronto Edge,Dilithium2,996.49,45.316358354,-75.75725028,3.209,227.53,2021-07-29 19:34:34.276879
Toronto Edge,Dilithium5,5.12,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:59.249293
Georges Home,Rainbow-I-Classic,986.068,45.316629127,-75.75807201,7.731,185.209,2021-07-29 19:41:26.837120
Georges Home,Dilithium5,994.462,45.315920105,-75.758346784,3.384,263.998,2021-07-29 19:37:03.979657
Georges Home,Dilithium2,981.03,45.317133317,-75.756938217,3.735,162.433,2021-07-29 19:38:39.228119
Toronto Edge,Dilithium2,969.134,45.315258201,-75.757807928,6.454,338.693,2021-07-29 19:41:54.590071
Ottawa Edge,Dilithium5,2.771,45.31758518,-75.757700342,3.4,87.855,2021-07-29 19:32:23.523582
Ottawa Edge,Dilithium3,982.476,45.316646526,-75.757128669,3.105,201.323,2021-07-29 19:38:24.214927
Ottawa Edge,Dilithium3,978.881,45.316799787,-75.757060019,7.731,188.464,2021-07-29 19:42:19.371346
Georges Home,Dilithium3,9.058,45.315258548,-75.758067694,3.189,337.423,2021-07-29 19:33:47.409082
Toronto Edge,Rainbow-I-Classic,995.145,45.315253669,-75.757876007,3.704,338.754,2021-07-29 19:37:35.778219
Toronto Edge,Dilithium5,10.37,45.315283888,-75.758219162,3.094,334.454,2021-07-29 19:33:42.702758
Ottawa Edge,Dilithium2,986.732,45.315974844,-75.758318736,3.56,257.831,2021-07-29 19:37:01.272508
Ottawa Edge,Dilithium2,6.047,45.317153125,-75.757862741,4.253,129.415,2021-07-29 19:32:35.867858
Ottawa Edge,Dilithium3,980.261,45.316671582,-75.757122394,3.377,199.003,2021-07-29 19:38:25.261092
Ottawa Edge,Dilithium3,984.346,45.318025323,-75.757454549,3.328,65.5,2021-07-29 19:39:22.224410
Ottawa Edge,Dilithium3,969.891,45.317036126,-75.75791589,7.811,141.458,2021-07-29 19:41:20.999873
Toronto Edge,Rainbow-I-Classic,992.35,45.317344349,-75.757794092,3.365,110.122,2021-07-29 19:36:13.435786
Toronto Edge,Dilithium2,9.097,45.315561391,-75.758471713,3.56,304.363,2021-07-29 19:33:28.813122
Toronto Edge,Dilithium2,2.187,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:32.145948
Toronto Edge,Dilithium2,981.431,45.315735329,-75.757487601,7.919,289.693,2021-07-29 19:40:24.392774
Ottawa Edge,Dilithium2,12.108,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.329013
Georges Home,Dilithium2,994.26,45.31557404,-75.75754075,3.719,306.574,2021-07-29 19:34:07.973035
Ottawa Edge,Rainbow-I-Classic,985.29,45.317900234,-75.757591092,4.281,64.627,2021-07-29 19:39:32.659353
Toronto Edge,Dilithium3,10.714,45.31793744,-75.757572266,1.158,63.051,2021-07-29 19:32:09.430940
Ottawa Edge,Rainbow-I-Classic,967.501,45.317979173,-75.757083517,7.927,94.143,2021-07-29 19:43:45.447877
Toronto Edge,Rainbow-I-Classic,981.902,45.315253732,-75.757978031,6.919,338.244,2021-07-29 19:40:13.895857
Toronto Edge,Dilithium2,997.941,45.318024848,-75.757191632,3.043,84.403,2021-07-29 19:35:42.242556
Georges Home,Dilithium5,992.882,45.316597862,-75.757150444,3.209,205.563,2021-07-29 19:34:43.344366
Ottawa Edge,Dilithium3,963.234,45.317996518,-75.757170047,8.025,87.13,2021-07-29 19:43:46.415919
Georges Home,Dilithium5,4.619,45.317364399,-75.757793903,3.633,107.994,2021-07-29 19:32:29.850068
Georges Home,Dilithium2,3.843,45.317190709,-75.757853328,4.002,125.485,2021-07-29 19:32:35.042626
Toronto Edge,Dilithium3,967.849,45.318070871,-75.757559527,0.0,55.872,2021-07-29 19:44:55.444811
Ottawa Edge,Dilithium5,983.441,45.316837253,-75.757978452,3.372,162.731,2021-07-29 19:36:32.006101
Georges Home,Dilithium3,988.301,45.31803933,-75.757411189,3.366,67.884,2021-07-29 19:39:21.907141
Toronto Edge,Dilithium3,997.197,45.316837253,-75.757978452,3.372,162.731,2021-07-29 19:36:31.376250
Ottawa Edge,Rainbow-I-Classic,980.107,45.316006094,-75.757378354,8.271,262.197,2021-07-29 19:40:28.241983
Toronto Edge,Dilithium3,974.808,45.317494578,-75.756772864,12.793,142.744,2021-07-29 19:43:37.706632
Ottawa Edge,Rainbow-I-Classic,985.367,45.317760841,-75.756682247,3.548,132.806,2021-07-29 19:39:00.012497
Georges Home,Dilithium5,987.458,45.316505667,-75.757191044,3.457,213.797,2021-07-29 19:38:19.568797
Georges Home,Dilithium2,1.603,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:08.426210
Ottawa Edge,Dilithium2,0.975,45.31575381,-75.758406017,3.196,282.692,2021-07-29 19:33:23.500709
Ottawa Edge,Dilithium2,993.568,45.315492672,-75.757562713,3.659,315.215,2021-07-29 19:37:47.747042
Toronto Edge,Dilithium2,993.046,45.315345612,-75.757628222,3.508,330.629,2021-07-29 19:37:42.899795
Georges Home,Dilithium3,6.992,45.315715027,-75.757481515,3.633,291.999,2021-07-29 19:37:54.630587
Georges Home,Rainbow-I-Classic,985.311,45.315332615,-75.758299414,7.143,329.13,2021-07-29 19:40:10.032856
Georges Home,Dilithium2,992.086,45.316943677,-75.757950214,3.097,151.244,2021-07-29 19:36:27.400286
Georges Home,Dilithium3,4.976,45.31709206,-75.75789079,3.911,135.658,2021-07-29 19:32:37.466446
Georges Home,Dilithium3,986.342,45.316165815,-75.758243815,2.929,236.461,2021-07-29 19:36:54.267793
Toronto Edge,Dilithium3,6.844,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:11.016675
Georges Home,Dilithium5,999.29,45.31675125,-75.757084931,3.309,192.337,2021-07-29 19:34:48.739114
Georges Home,Rainbow-I-Classic,3.647,45.31627856,-75.757284605,3.56,235.095,2021-07-29 19:34:31.684970
Ottawa Edge,Rainbow-I-Classic,13.799,45.316832248,-75.757984538,3.633,163.234,2021-07-29 19:32:45.344348
Toronto Edge,Dilithium2,11.059,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:59.009077
Ottawa Edge,Rainbow-I-Classic,987.743,45.317070678,-75.756953906,3.834,167.29,2021-07-29 19:38:37.694620
Georges Home,Dilithium3,966.661,45.315258201,-75.757807928,6.454,338.693,2021-07-29 19:41:54.816122
Ottawa Edge,Dilithium3,59.227,45.315561391,-75.758471713,3.56,304.363,2021-07-29 19:33:28.567072
Ottawa Edge,Dilithium3,986.889,45.31562441,-75.758465438,3.274,297.342,2021-07-29 19:37:13.866207
Ottawa Edge,Dilithium3,975.346,45.316760607,-75.758037498,8.811,170.798,2021-07-29 19:39:48.789429
Georges Home,Rainbow-I-Classic,984.678,45.315253732,-75.757978031,6.919,338.244,2021-07-29 19:40:13.396001
Toronto Edge,Dilithium2,975.725,45.316220547,-75.757284794,8.083,241.239,2021-07-29 19:40:31.742599
Ottawa Edge,Dilithium3,974.342,45.315408066,-75.758438333,7.524,321.2,2021-07-29 19:40:07.658064
Ottawa Edge,Rainbow-I-Classic,965.557,45.316564779,-75.75714122,13.867,209.224,2021-07-29 19:43:29.855416
Ottawa Edge,Dilithium3,964.836,45.316405318,-75.757213007,8.095,223.597,2021-07-29 19:42:13.928145
Georges Home,Dilithium2,991.573,45.317436671,-75.75775663,3.468,101.306,2021-07-29 19:36:11.530641
Toronto Edge,Dilithium5,983.009,45.31610487,-75.75734403,3.81,252.27,2021-07-29 19:38:06.867996
Toronto Edge,Dilithium2,986.737,45.317109593,-75.757881566,3.575,133.873,2021-07-29 19:36:21.450143
Toronto Edge,Dilithium2,993.402,45.316035909,-75.758290688,2.929,250.976,2021-07-29 19:37:00.026650
Ottawa Edge,Rainbow-I-Classic,17.304,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:03.328982
Ottawa Edge,Dilithium2,999.177,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:19.387108
Georges Home,Dilithium5,995.639,45.31786116,-75.756709728,2.909,126.232,2021-07-29 19:39:04.139471
Toronto Edge,Dilithium5,5.658,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:41.706762
Ottawa Edge,Dilithium5,3.555,45.316110698,-75.758262451,3.105,242.612,2021-07-29 19:33:09.649243
Ottawa Edge,Dilithium3,960.102,45.317687122,-75.756710298,10.701,134.744,2021-07-29 19:43:39.442672
Toronto Edge,Dilithium2,974.68,45.31690622,-75.757962764,7.811,155.253,2021-07-29 19:41:22.228546
Ottawa Edge,Dilithium5,978.134,45.318039235,-75.757358606,3.441,71.658,2021-07-29 19:39:21.151992
Georges Home,Dilithium5,2.745,45.31709206,-75.75789079,3.911,135.658,2021-07-29 19:32:38.172912
Toronto Edge,Dilithium5,999.772,45.315347059,-75.757637446,3.095,330.373,2021-07-29 19:34:00.010486
Ottawa Edge,Dilithium5,984.855,45.316505667,-75.757191044,3.457,213.797,2021-07-29 19:38:19.903599
Ottawa Edge,Dilithium3,980.559,45.317238167,-75.756897616,3.81,155.419,2021-07-29 19:38:42.881552
Georges Home,Rainbow-I-Classic,0.793,45.317883162,-75.756731313,2.638,123.747,2021-07-29 19:35:27.474335
Georges Home,Dilithium3,982.216,45.316190991,-75.757309706,3.644,243.812,2021-07-29 19:38:09.329734
Toronto Edge,Dilithium3,975.411,45.315251874,-75.757807928,6.396,339.393,2021-07-29 19:40:15.621115
Georges Home,Rainbow-I-Classic,997.332,45.317086111,-75.757900202,3.281,136.18,2021-07-29 19:36:22.808726
Ottawa Edge,Dilithium2,995.82,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:20.517555
Toronto Edge,Dilithium2,0.107,45.316719993,-75.757094344,3.468,195.11,2021-07-29 19:34:47.698227
Ottawa Edge,Dilithium2,987.443,45.315331168,-75.75829019,3.701,329.274,2021-07-29 19:37:26.920354
Toronto Edge,Dilithium3,964.738,45.317383401,-75.756813466,13.073,148.392,2021-07-29 19:43:36.970536
Ottawa Edge,Dilithium2,988.463,45.31753532,-75.757719168,3.644,92.239,2021-07-29 19:36:07.645731
Georges Home,Dilithium3,971.468,45.315349897,-75.758283915,6.178,327.182,2021-07-29 19:41:48.565338
Georges Home,Dilithium2,18.107,45.31575381,-75.758406017,3.196,282.692,2021-07-29 19:33:22.450131
Georges Home,Dilithium5,5.63,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.136805
Toronto Edge,Dilithium2,13.616,45.315283888,-75.758219162,3.094,334.454,2021-07-29 19:33:42.861542
Georges Home,Dilithium5,986.398,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:55.655296
Georges Home,Dilithium2,996.005,45.316837371,-75.757050606,3.56,185.153,2021-07-29 19:34:51.391671
Georges Home,Dilithium2,981.639,45.317707563,-75.757650518,9.78,77.996,2021-07-29 19:42:50.474697
Ottawa Edge,Dilithium2,973.361,45.316190871,-75.75823754,7.192,233.67,2021-07-29 19:41:33.836946
Ottawa Edge,Dilithium3,17.817,45.315381278,-75.758478553,3.416,324.37,2021-07-29 19:33:34.709279
Ottawa Edge,Dilithium2,972.47,45.316123605,-75.758268726,7.192,241.188,2021-07-29 19:41:34.828098
Ottawa Edge,Rainbow-I-Classic,967.149,45.317839126,-75.756737588,8.349,125.182,2021-07-29 19:43:41.977348
Georges Home,Dilithium3,970.905,45.315516159,-75.758475039,10.733,309.396,2021-07-29 19:44:10.480804
Ottawa Edge,Dilithium3,998.515,45.316123599,-75.757337755,2.942,250.396,2021-07-29 19:34:26.794852
Georges Home,Rainbow-I-Classic,13.395,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:43.416379
Toronto Edge,Dilithium5,6.364,45.31526327,-75.758104777,3.067,336.822,2021-07-29 19:33:45.239801
Toronto Edge,Rainbow-I-Classic,3.023,45.316010854,-75.758296963,3.19,253.774,2021-07-29 19:37:00.592117
Toronto Edge,Rainbow-I-Classic,11.754,45.31557404,-75.75754075,3.719,306.574,2021-07-29 19:34:07.816101
Toronto Edge,Dilithium2,980.764,45.315359587,-75.757634308,6.383,329.026,2021-07-29 19:40:18.771430
Ottawa Edge,Rainbow-I-Classic,8.82,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:48.287023
Ottawa Edge,Dilithium3,0.074,45.31527284,-75.75818208,2.85,335.68,2021-07-29 19:33:44.043820
Ottawa Edge,Dilithium5,992.236,45.316696393,-75.758040824,3.735,177.898,2021-07-29 19:36:36.665864
Toronto Edge,Dilithium5,980.315,45.316875081,-75.757044331,4.009,181.747,2021-07-29 19:38:31.334822
Georges Home,Dilithium5,986.494,45.317972782,-75.756981488,3.312,101.862,2021-07-29 19:39:11.894817
Toronto Edge,Dilithium2,10.946,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:04.339864
Ottawa Edge,Dilithium2,968.902,45.317763875,-75.75763483,6.692,73.587,2021-07-29 19:41:09.472013
Ottawa Edge,Dilithium3,989.35,45.317948646,-75.757563043,2.929,62.849,2021-07-29 19:35:53.835011
Ottawa Edge,Dilithium5,988.06,45.316300475,-75.758184581,3.281,221.471,2021-07-29 19:36:49.977319
Toronto Edge,Dilithium5,6.397,45.315944782,-75.758331097,3.033,261.206,2021-07-29 19:33:15.930835
Toronto Edge,Dilithium3,7.613,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.224191
Toronto Edge,Dilithium3,987.379,45.317630936,-75.756729125,3.56,136.725,2021-07-29 19:38:55.459153
Toronto Edge,Dilithium3,985.243,45.315844932,-75.757434641,3.728,278.613,2021-07-29 19:37:58.791910
Georges Home,Dilithium2,978.042,45.317269424,-75.756888203,3.911,153.309,2021-07-29 19:38:43.455097
Georges Home,Dilithium2,986.647,45.316417853,-75.758140846,3.468,208.473,2021-07-29 19:36:45.869946
Georges Home,Dilithium3,969.376,45.316054632,-75.757353443,8.258,257.466,2021-07-29 19:42:08.735119
Georges Home,Dilithium3,5.152,45.315844932,-75.757434641,3.728,278.613,2021-07-29 19:37:58.564597
Ottawa Edge,Rainbow-I-Classic,9.471,45.315592647,-75.758462301,3.633,300.847,2021-07-29 19:33:27.705122
Toronto Edge,Dilithium5,6.069,45.317269424,-75.756888203,3.911,153.309,2021-07-29 19:38:43.684072
Ottawa Edge,Dilithium5,2.563,45.315233208,-75.757916227,3.033,340.803,2021-07-29 19:33:50.980607
Toronto Edge,Dilithium3,996.462,45.318025197,-75.757451411,2.741,65.725,2021-07-29 19:35:49.669006
Georges Home,Rainbow-I-Classic,962.237,45.31803933,-75.757411189,6.507,67.884,2021-07-29 19:44:49.869230
Ottawa Edge,Dilithium3,968.573,45.317505638,-75.757740942,8.163,94.6,2021-07-29 19:41:13.582146
Toronto Edge,Dilithium2,981.82,45.316597989,-75.757153581,3.293,205.452,2021-07-29 19:38:22.917726
Toronto Edge,Rainbow-I-Classic,969.506,45.318009426,-75.757377243,8.194,71.712,2021-07-29 19:43:48.452509
Toronto Edge,Rainbow-I-Classic,997.168,45.317446292,-75.756804052,3.575,144.279,2021-07-29 19:38:50.153535
Ottawa Edge,Dilithium3,999.978,45.317627642,-75.757681706,3.209,84.346,2021-07-29 19:36:05.571160
Georges Home,Dilithium3,982.144,45.317955627,-75.757000125,6.593,101.186,2021-07-29 19:42:38.851614
Toronto Edge,Dilithium3,10.546,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:42.159173
Ottawa Edge,Dilithium3,985.788,45.315735461,-75.758421704,3.575,284.801,2021-07-29 19:37:09.896416
Toronto Edge,Dilithium5,10.498,45.317490077,-75.756791501,3.293,141.916,2021-07-29 19:35:13.603915
Toronto Edge,Dilithium2,12.003,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.148701
Georges Home,Dilithium5,13.702,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.854365
Georges Home,Dilithium5,1.833,45.317524114,-75.757728392,3.996,93.089,2021-07-29 19:32:24.805647
Ottawa Edge,Dilithium5,988.992,45.317109593,-75.757881566,3.575,133.873,2021-07-29 19:36:21.376443
Ottawa Edge,Dilithium2,4.242,45.31793744,-75.757572266,1.158,63.051,2021-07-29 19:32:09.297868
Toronto Edge,Dilithium3,975.572,45.315282157,-75.758052196,6.794,334.839,2021-07-29 19:41:51.872629
Ottawa Edge,Dilithium3,960.636,45.315415899,-75.757618621,8.342,322.996,2021-07-29 19:43:19.923989
Toronto Edge,Dilithium3,999.178,45.315932627,-75.757412678,3.553,269.491,2021-07-29 19:34:19.223175
Toronto Edge,Dilithium2,986.786,45.315715027,-75.757481515,3.633,291.999,2021-07-29 19:37:55.181883
Georges Home,Dilithium5,12.684,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:56.975314
Toronto Edge,Dilithium5,978.776,45.317803159,-75.757640916,6.234,69.846,2021-07-29 19:39:35.006135
