Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Toronto Edge,Rainbow-III-Classic,36.571,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:58.485277
Georges Home,Rainbow-III-Classic,61.428,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:49.218557
Toronto Edge,Rainbow-III-Classic,34.131,45.317924912,-75.757575404,1.814,63.744,2021-07-29 19:32:11.114765
Toronto Edge,Rainbow-III-Classic,38.431,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:56.745619
Ottawa Edge,Rainbow-III-Classic,31.944,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:06.003789
Ottawa Edge,Rainbow-III-Classic,30.418,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:41.590313
Ottawa Edge,Rainbow-III-Classic,35.784,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:02.448036
Toronto Edge,Rainbow-III-Classic,39.678,45.317888902,-75.757597179,2.753,65.138,2021-07-29 19:32:12.971524
Georges Home,Rainbow-III-Classic,50.235,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:52.454927
Toronto Edge,Rainbow-III-Classic,36.495,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:42.877551
Toronto Edge,Rainbow-III-Classic,34.479,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:46.235426
Ottawa Edge,Rainbow-III-Classic,44.643,45.31793744,-75.757572266,1.158,63.051,2021-07-29 19:32:09.744574
Georges Home,Rainbow-III-Classic,56.748,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:45.827858
Ottawa Edge,Rainbow-III-Classic,34.632,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:43.282747
Georges Home,Rainbow-III-Classic,54.772,45.31783259,-75.757612867,3.281,68.776,2021-07-29 19:32:14.672338
Ottawa Edge,Rainbow-III-Classic,32.923,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.681905
Georges Home,Rainbow-III-Classic,53.502,45.317949967,-75.757569129,0.707,62.381,2021-07-29 19:32:08.878046
Georges Home,Rainbow-III-Classic,56.506,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:59.784248
Ottawa Edge,Rainbow-III-Classic,30.877,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:00.614968
Georges Home,Rainbow-III-Classic,58.234,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:06.850759
Toronto Edge,Rainbow-III-Classic,38.063,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:48.052649
Georges Home,Rainbow-III-Classic,57.07,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:40.780911
Ottawa Edge,Rainbow-III-Classic,36.169,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:58.888613
Toronto Edge,Rainbow-III-Classic,33.086,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:51.256240
Toronto Edge,Rainbow-III-Classic,37.552,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:52.955007
Ottawa Edge,Rainbow-III-Classic,29.604,45.317801207,-75.757619142,3.366,71.094,2021-07-29 19:32:15.745961
Toronto Edge,Rainbow-III-Classic,37.899,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:03.760335
Georges Home,Rainbow-III-Classic,56.411,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:54.220995
Ottawa Edge,Rainbow-III-Classic,35.734,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:55.251142
Toronto Edge,Rainbow-III-Classic,32.532,45.31793744,-75.757572266,1.158,63.051,2021-07-29 19:32:09.351636
Ottawa Edge,Rainbow-III-Classic,32.869,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:04.181335
Toronto Edge,Rainbow-III-Classic,38.029,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:32:01.959982
Ottawa Edge,Rainbow-III-Classic,32.911,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:50.029986
Toronto Edge,Rainbow-III-Classic,45.988,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:41.257710
Georges Home,Rainbow-III-Classic,59.12,45.317776151,-75.757625417,3.633,72.954,2021-07-29 19:32:16.867712
Georges Home,Rainbow-III-Classic,57.519,45.317949967,-75.757569129,0.0,62.381,2021-07-29 19:31:44.186905
