Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Georges Home,Rainbow-V-Classic,233.474,45.317988333,-75.757503333,0.0,64.189
Georges Home,Rainbow-V-Classic,143.632,45.31616,-75.758286667,8.483,237.181
Georges Home,Rainbow-V-Classic,140.449,45.316603333,-75.758113333,8.414,187.929
Georges Home,Rainbow-V-Classic,356.45,45.315955,-75.757346667,3.277,268.313
Georges Home,Rainbow-V-Classic,146.183,45.316195,-75.757263333,3.425,244.451
Georges Home,Rainbow-V-Classic,216.182,45.3162,-75.758265,2.532,232.693
Georges Home,Rainbow-V-Classic,138.083,45.317966667,-75.757555,0.0,62.16
Georges Home,Rainbow-V-Classic,219.215,45.315601667,-75.757498333,2.922,304.131
Georges Home,Rainbow-V-Classic,337.58,45.317986667,-75.757003333,3.159,99.722
Georges Home,Rainbow-V-Classic,220.515,45.316653333,-75.757061667,2.691,202.888
Georges Home,Rainbow-V-Classic,142.829,45.315235,-75.757788333,6.757,341.403
Georges Home,Rainbow-V-Classic,127.849,45.316125,-75.758291667,3.425,241.081
Georges Home,Rainbow-V-Classic,132.46,45.318058333,-75.757455,2.64,63.883
Georges Home,Rainbow-V-Classic,142.313,45.31781,-75.75761,6.95,70.811
Georges Home,Rainbow-V-Classic,223.057,45.315225,-75.757825,2.511,342.251
Georges Home,Rainbow-V-Classic,141.765,45.317456667,-75.756776667,7.933,145.172
Georges Home,Rainbow-V-Classic,135.655,45.31794,-75.756743333,9.318,120.671
Georges Home,Rainbow-V-Classic,146.107,45.317643333,-75.757696667,8.52,82.254
Georges Home,Rainbow-V-Classic,222.618,45.316133333,-75.75829,2.608,240.151
Georges Home,Rainbow-V-Classic,171.081,45.317625,-75.757691667,7.135,84.233
Georges Home,Rainbow-V-Classic,147.335,45.316825,-75.758028333,8.437,163.719
Georges Home,Rainbow-V-Classic,143.889,45.316043333,-75.757346667,7.897,258.816
Georges Home,Rainbow-V-Classic,219.066,45.317201667,-75.75686,2.495,160.416
Georges Home,Rainbow-V-Classic,148.243,45.315326667,-75.757656667,9.245,332.423
Georges Home,Rainbow-V-Classic,226.532,45.316978333,-75.757955,2.984,147.376
Georges Home,Rainbow-V-Classic,143.348,45.317731667,-75.756656667,7.547,136.061
Georges Home,Rainbow-V-Classic,149.962,45.317043333,-75.75694,8.169,170.397
Georges Home,Rainbow-V-Classic,214.815,45.317988333,-75.757503333,0.0,64.189
Georges Home,Rainbow-V-Classic,214.002,45.315258333,-75.75805,2.752,337.491
Georges Home,Rainbow-V-Classic,153.378,45.31567,-75.757476667,3.395,296.983
Georges Home,Rainbow-V-Classic,147.284,45.317898333,-75.756693333,2.387,125.923
Georges Home,Rainbow-V-Classic,213.984,45.315843333,-75.758405,2.819,272.755
Georges Home,Rainbow-V-Classic,142.351,45.317738333,-75.757656667,3.406,74.891
Georges Home,Rainbow-V-Classic,136.636,45.316448333,-75.758161667,3.282,205.056
Georges Home,Rainbow-V-Classic,156.437,45.315423333,-75.7576,6.678,322.388
Georges Home,Rainbow-V-Classic,149.151,45.31759,-75.75672,7.558,139.82
Georges Home,Rainbow-V-Classic,132.499,45.315273333,-75.758126667,9.142,335.671
Georges Home,Rainbow-V-Classic,181.977,45.318021667,-75.757236667,3.627,81.239
Georges Home,Rainbow-V-Classic,215.138,45.31799,-75.7575,0.34,64.314
Georges Home,Rainbow-V-Classic,216.748,45.317575,-75.756711667,3.035,141.297
Georges Home,Rainbow-V-Classic,144.57,45.315341667,-75.758428333,2.526,328.523
Georges Home,Rainbow-V-Classic,244.637,45.317951667,-75.756848333,2.876,112.474
Georges Home,Rainbow-V-Classic,138.794,45.317923333,-75.756701667,2.5,124.365
Georges Home,Rainbow-V-Classic,143.876,45.316736667,-75.758053333,3.292,173.366
Georges Home,Rainbow-V-Classic,225.623,45.316128333,-75.757271667,2.845,251.339
Georges Home,Rainbow-V-Classic,246.33,45.317308333,-75.757825,3.282,113.31
Georges Home,Rainbow-V-Classic,220.941,45.316156667,-75.758281667,2.674,237.54
