Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Ottawa Edge,Dilithium5,1.015,45.317622763,-75.757690929,3.317,84.479
Ottawa Edge,Dilithium5,997.195,45.318009077,-75.757117463,2.675,90.463
Toronto Edge,Dilithium5,988.974,45.316327224,-75.757262831,3.659,230.487
Ottawa Edge,Dilithium5,989.076,45.315802727,-75.758390518,3.468,277.196
Toronto Edge,Dilithium5,982.348,45.317070678,-75.756953906,3.834,167.29
Georges Home,Dilithium5,986.792,45.317916088,-75.756786844,3.085,118.365
Georges Home,Dilithium5,986.073,45.31614076,-75.75825009,2.929,239.253
Georges Home,Dilithium5,8.298,45.315808923,-75.757456415,3.461,282.166
Toronto Edge,Dilithium5,997.803,45.317410283,-75.756825827,3.384,145.655
Toronto Edge,Dilithium5,2.22,45.316444475,-75.757215955,3.033,219.437
Ottawa Edge,Dilithium5,978.649,45.317483876,-75.756794639,3.667,142.16
Georges Home,Dilithium5,999.638,45.315722801,-75.757490739,3.377,291.013
Georges Home,Dilithium5,3.148,45.316987209,-75.757931389,3.827,146.651
Toronto Edge,Dilithium5,6.369,45.317801207,-75.757619142,3.366,71.094
Ottawa Edge,Dilithium5,980.113,45.317040996,-75.75697568,4.009,169.006
Toronto Edge,Dilithium5,988.421,45.315253669,-75.757876007,3.704,338.754
Georges Home,Dilithium5,989.65,45.315652387,-75.757497203,3.659,298.605
Ottawa Edge,Dilithium5,976.893,45.317692001,-75.756701074,3.475,135.102
Georges Home,Dilithium5,985.672,45.31532213,-75.757646858,3.535,333.022
Ottawa Edge,Dilithium5,0.956,45.315778866,-75.758399742,2.929,279.884
Toronto Edge,Dilithium5,4.842,45.316110698,-75.758262451,3.105,242.612
Ottawa Edge,Dilithium5,482.357,45.315229966,-75.757838924,2.949,341.609
Toronto Edge,Dilithium5,995.081,45.316776188,-75.7580065,3.281,169.271
Ottawa Edge,Dilithium5,984.853,45.315655666,-75.758456026,3.209,293.825
Ottawa Edge,Dilithium5,0.462,45.317949967,-75.757569129,0.0,62.381
Georges Home,Dilithium5,3.796,45.317949967,-75.757569129,0.0,62.381
Toronto Edge,Dilithium5,983.461,45.317515133,-75.756785225,3.75,140.569
Toronto Edge,Dilithium5,999.758,45.317286578,-75.756869566,3.372,152.892
Georges Home,Dilithium5,997.932,45.31523793,-75.757953309,3.166,340.102
Ottawa Edge,Dilithium5,0.687,45.315268934,-75.757736711,2.974,338.058
Toronto Edge,Dilithium5,984.81,45.318029665,-75.7572813,3.441,77.661
