Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Georges Home,Dilithium3,972.237,45.316500795,-75.758131245,7.555,199.276
Ottawa Edge,Dilithium3,4.07,45.317394208,-75.757775267,3.553,105.283
Toronto Edge,Dilithium3,987.432,45.315679148,-75.75843739,3.196,291.124
Georges Home,Dilithium3,969.864,45.318009426,-75.757377243,8.194,71.712
Toronto Edge,Dilithium3,964.005,45.315702372,-75.757481515,13.412,293.379
Toronto Edge,Dilithium3,998.127,45.316024949,-75.757375216,3.281,260.227
Georges Home,Dilithium3,984.243,45.315381622,-75.757606449,3.503,326.903
Toronto Edge,Dilithium3,973.563,45.317557343,-75.756760313,8.025,139.309
Ottawa Edge,Dilithium3,995.4,45.315846506,-75.757447002,3.728,278.235
Georges Home,Dilithium3,960.335,45.315412693,-75.758422834,9.497,320.617
Georges Home,Dilithium3,23.05,45.315561391,-75.758471713,3.56,304.363
Toronto Edge,Dilithium3,969.312,45.315411246,-75.758413611,6.587,320.739
