Server Name,Signature Algorithm,Delay,Lat,Lon,Speed (kph),Distance (m)
Toronto Edge,Rainbow-I-Classic,994.615,45.315282157,-75.758052196,3.679,334.839
Georges Home,Rainbow-I-Classic,992.743,45.315381622,-75.757606449,3.503,326.903
Ottawa Edge,Rainbow-I-Classic,9.498,45.317776151,-75.757625417,3.633,72.954
Ottawa Edge,Rainbow-I-Classic,11.78,45.316173337,-75.758246764,3.281,235.629
Georges Home,Rainbow-I-Classic,985.092,45.317785897,-75.756675972,3.537,132.034
Toronto Edge,Rainbow-I-Classic,5.826,45.31783453,-75.756703642,2.886,127.825
Ottawa Edge,Rainbow-I-Classic,996.128,45.316696393,-75.758040824,3.735,177.898
Georges Home,Rainbow-I-Classic,997.779,45.316807571,-75.758000225,3.468,165.842
Georges Home,Rainbow-I-Classic,965.415,45.31588859,-75.757418953,14.655,274.148
Ottawa Edge,Rainbow-I-Classic,30.436,45.317948646,-75.757563043,2.929,62.849
Toronto Edge,Rainbow-I-Classic,976.151,45.315702372,-75.757481515,13.412,293.379
Ottawa Edge,Rainbow-I-Classic,994.743,45.31614076,-75.75825009,2.929,239.253
Georges Home,Rainbow-I-Classic,991.85,45.316129926,-75.757337755,3.728,249.719
Toronto Edge,Rainbow-I-Classic,15.636,45.317561698,-75.757718979,3.82,89.576
Georges Home,Rainbow-I-Classic,10.401,45.317924912,-75.757575404,1.814,63.744
Ottawa Edge,Rainbow-I-Classic,979.204,45.315253732,-75.757978031,6.919,338.244
Ottawa Edge,Rainbow-I-Classic,3.646,45.315974844,-75.758318736,3.56,257.831
Toronto Edge,Rainbow-I-Classic,16.003,45.316548954,-75.758096921,3.457,194.017
Ottawa Edge,Rainbow-I-Classic,975.476,45.315351813,-75.757625085,6.296,329.98
Ottawa Edge,Rainbow-I-Classic,3.663,45.316481687,-75.758128107,3.901,201.405
Toronto Edge,Rainbow-I-Classic,987.55,45.315349897,-75.758283915,6.178,327.182
Ottawa Edge,Rainbow-I-Classic,7.677,45.316135754,-75.758256176,3.105,239.818
Georges Home,Rainbow-I-Classic,984.734,45.317526066,-75.757750166,9.054,92.225
Georges Home,Rainbow-I-Classic,996.392,45.31728961,-75.757822141,3.56,115.378
Ottawa Edge,Rainbow-I-Classic,993.773,45.315826209,-75.758371883,3.468,274.514
Ottawa Edge,Rainbow-I-Classic,1.152,45.316186238,-75.757322067,3.484,244.043
Ottawa Edge,Rainbow-I-Classic,11.341,45.315395597,-75.757612535,3.248,325.297
Georges Home,Rainbow-I-Classic,966.843,45.316305196,-75.758221665,15.007,220.951
Georges Home,Rainbow-I-Classic,983.448,45.318039235,-75.757358606,3.441,71.658
Toronto Edge,Rainbow-I-Classic,13.449,45.317949967,-75.757569129,0.0,62.381
Toronto Edge,Rainbow-I-Classic,11.424,45.315915099,-75.75835287,3.033,264.575
Georges Home,Rainbow-I-Classic,964.438,45.317804595,-75.756719141,8.759,128.086
Georges Home,Rainbow-I-Classic,970.406,45.315699451,-75.758443477,7.203,288.904
Ottawa Edge,Rainbow-I-Classic,15.237,45.317949967,-75.757569129,0.0,62.381
Toronto Edge,Rainbow-I-Classic,994.546,45.316623044,-75.757147306,3.105,203.1
Georges Home,Rainbow-I-Classic,978.6,45.315359587,-75.757634308,6.383,329.026
Georges Home,Rainbow-I-Classic,984.05,45.31796806,-75.756944404,3.335,104.771
Georges Home,Rainbow-I-Classic,7.928,45.317190709,-75.757853328,4.002,125.485
Georges Home,Rainbow-I-Classic,4.464,45.316987209,-75.757931389,3.827,146.651
Ottawa Edge,Rainbow-I-Classic,14.967,45.315293331,-75.758293328,3.064,333.483
Ottawa Edge,Rainbow-I-Classic,975.119,45.317056428,-75.757921976,13.88,139.155
Ottawa Edge,Rainbow-I-Classic,980.865,45.315251874,-75.757807928,6.396,339.393
Toronto Edge,Rainbow-I-Classic,11.114,45.317949967,-75.757569129,0.0,62.381
Georges Home,Rainbow-I-Classic,998.546,45.318025197,-75.757451411,2.741,65.725
Georges Home,Rainbow-I-Classic,5.868,45.31530438,-75.75833041,2.853,332.333
Toronto Edge,Rainbow-I-Classic,0.847,45.317627642,-75.757681706,3.209,84.346
Ottawa Edge,Rainbow-I-Classic,963.364,45.317864277,-75.756783896,8.287,120.737
Georges Home,Rainbow-I-Classic,989.719,45.315269061,-75.757739848,3.629,338.018
Georges Home,Rainbow-I-Classic,994.039,45.31537681,-75.758447745,2.904,324.711
Georges Home,Rainbow-I-Classic,974.157,45.316054632,-75.757353443,8.258,257.466
Ottawa Edge,Rainbow-I-Classic,992.147,45.317319293,-75.757800367,3.372,112.654
Georges Home,Rainbow-I-Classic,986.905,45.31796806,-75.756944404,3.335,104.771
Ottawa Edge,Rainbow-I-Classic,993.594,45.316129926,-75.757337755,3.728,249.719
Georges Home,Rainbow-I-Classic,997.017,45.315857466,-75.758362471,3.468,271.008
Georges Home,Rainbow-I-Classic,976.036,45.317104966,-75.757897065,7.822,134.159
Georges Home,Rainbow-I-Classic,988.025,45.315305828,-75.758138722,3.608,332.045
Ottawa Edge,Rainbow-I-Classic,999.053,45.318032813,-75.757306022,3.032,75.735
Ottawa Edge,Rainbow-I-Classic,0.371,45.317788931,-75.757628555,3.56,71.687
Ottawa Edge,Rainbow-I-Classic,19.715,45.317949967,-75.757569129,0.0,62.381
Toronto Edge,Rainbow-I-Classic,982.182,45.316424046,-75.757206732,7.934,221.817
Toronto Edge,Rainbow-I-Classic,14.683,45.317317961,-75.756863291,3.56,150.7
Toronto Edge,Rainbow-I-Classic,996.205,45.316597989,-75.757153581,3.293,205.452
Georges Home,Rainbow-I-Classic,9.406,45.317949967,-75.757569129,0.0,62.381
Toronto Edge,Rainbow-I-Classic,18.363,45.317949967,-75.757569129,0.0,62.381
Georges Home,Rainbow-I-Classic,987.3,45.316327224,-75.757262831,3.659,230.487
Georges Home,Rainbow-I-Classic,7.487,45.317108136,-75.756941355,3.728,164.515
Toronto Edge,Rainbow-I-Classic,13.729,45.315778866,-75.758399742,2.929,279.884
Toronto Edge,Rainbow-I-Classic,994.372,45.316356906,-75.757241057,3.659,227.919
Ottawa Edge,Rainbow-I-Classic,982.21,45.315315271,-75.758212888,6.923,330.964
Georges Home,Rainbow-I-Classic,8.298,45.317949967,-75.757569129,0.0,62.381
Ottawa Edge,Rainbow-I-Classic,985.532,45.316327224,-75.757262831,3.659,230.487
Ottawa Edge,Rainbow-I-Classic,979.684,45.316350453,-75.757237919,8.011,228.677
Ottawa Edge,Rainbow-I-Classic,10.507,45.317949967,-75.757569129,0.0,62.381
Georges Home,Rainbow-I-Classic,975.563,45.315282157,-75.758052196,6.794,334.839
Toronto Edge,Rainbow-I-Classic,996.668,45.316696393,-75.758040824,3.735,177.898
Toronto Edge,Rainbow-I-Classic,967.062,45.31803933,-75.757411189,6.507,67.884
Georges Home,Rainbow-I-Classic,960.667,45.315434696,-75.758444419,9.741,318.274
Ottawa Edge,Rainbow-I-Classic,980.614,45.315613329,-75.758477799,7.902,298.64
Ottawa Edge,Rainbow-I-Classic,991.113,45.316671582,-75.757122394,3.377,199.003
Ottawa Edge,Rainbow-I-Classic,4.744,45.315229966,-75.757838924,2.949,341.609
Ottawa Edge,Rainbow-I-Classic,17.476,45.317949967,-75.757569129,0.0,62.381
Ottawa Edge,Rainbow-I-Classic,13.827,45.317646245,-75.757672293,3.735,82.904
Georges Home,Rainbow-I-Classic,11.106,45.316832248,-75.757984538,3.633,163.234
Georges Home,Rainbow-I-Classic,5.465,45.316954748,-75.757006868,3.56,175.67
Georges Home,Rainbow-I-Classic,992.873,45.31614076,-75.75825009,2.929,239.253
Toronto Edge,Rainbow-I-Classic,963.545,45.318064575,-75.757510081,3.693,59.669
Georges Home,Rainbow-I-Classic,987.655,45.317692001,-75.756701074,3.475,135.102
Georges Home,Rainbow-I-Classic,11.395,45.316716443,-75.758040635,3.293,175.676
Georges Home,Rainbow-I-Classic,996.599,45.317165905,-75.757865878,3.196,127.974
Ottawa Edge,Rainbow-I-Classic,977.344,45.317039169,-75.756957044,8.622,170.005
Toronto Edge,Rainbow-I-Classic,8.428,45.316923366,-75.757013143,3.457,178.376
Toronto Edge,Rainbow-I-Classic,9.078,45.316987209,-75.757931389,3.827,146.651
Toronto Edge,Rainbow-I-Classic,997.677,45.31624561,-75.758209492,2.838,227.568
Ottawa Edge,Rainbow-I-Classic,991.756,45.315406678,-75.757600174,3.575,324.217
Toronto Edge,Rainbow-I-Classic,7.326,45.316862309,-75.757972177,3.02,160.016
Georges Home,Rainbow-I-Classic,996.564,45.31723184,-75.756897616,3.293,155.951
Ottawa Edge,Rainbow-I-Classic,968.033,45.317154847,-75.756897806,13.704,162.51
Ottawa Edge,Rainbow-I-Classic,973.924,45.316308249,-75.758193805,7.276,220.605
Toronto Edge,Rainbow-I-Classic,12.369,45.317145719,-75.756931942,3.728,161.643
Toronto Edge,Rainbow-I-Classic,968.525,45.315719753,-75.758449563,12.885,286.685
Georges Home,Rainbow-I-Classic,969.278,45.315373689,-75.757643532,8.323,327.376
Toronto Edge,Rainbow-I-Classic,1.649,45.318034577,-75.757423551,3.164,67.227
Toronto Edge,Rainbow-I-Classic,6.179,45.316892109,-75.757022557,3.484,180.972
Ottawa Edge,Rainbow-I-Classic,995.968,45.317970553,-75.757532045,0.514,63.385
Ottawa Edge,Rainbow-I-Classic,978.75,45.316755876,-75.757069433,7.815,192.435
Toronto Edge,Rainbow-I-Classic,11.578,45.318013799,-75.757154548,2.92,87.557
Toronto Edge,Rainbow-I-Classic,992.566,45.316190991,-75.757309706,3.644,243.812
Ottawa Edge,Rainbow-I-Classic,968.363,45.315266165,-75.757922313,8.249,337.117
Toronto Edge,Rainbow-I-Classic,996.67,45.317344349,-75.757794092,3.365,110.122
Georges Home,Rainbow-I-Classic,9.952,45.317425465,-75.757765854,3.484,102.235
Toronto Edge,Rainbow-I-Classic,996.6,45.315255054,-75.757783206,3.225,339.222
Ottawa Edge,Rainbow-I-Classic,978.057,45.31526626,-75.757974894,6.649,336.866
Toronto Edge,Rainbow-I-Classic,993.11,45.317576198,-75.756757175,3.75,138.291
Ottawa Edge,Rainbow-I-Classic,970.086,45.316448976,-75.757197319,14.407,219.487
Toronto Edge,Rainbow-I-Classic,985.363,45.317068956,-75.757918839,8.777,137.818
Georges Home,Rainbow-I-Classic,975.16,45.31770281,-75.75766288,7.203,77.911
Ottawa Edge,Rainbow-I-Classic,14.337,45.317949967,-75.757569129,0.0,62.381
Georges Home,Rainbow-I-Classic,982.829,45.317618282,-75.756729125,7.835,137.487
Toronto Edge,Rainbow-I-Classic,4.966,45.317756215,-75.756697746,3.19,131.951
Georges Home,Rainbow-I-Classic,970.005,45.317383401,-75.756813466,13.073,148.392
Georges Home,Rainbow-I-Classic,3.88,45.31527284,-75.75818208,2.85,335.68
Toronto Edge,Rainbow-I-Classic,4.276,45.317645038,-75.756738348,3.384,135.275
Ottawa Edge,Rainbow-I-Classic,10.229,45.317949967,-75.757569129,0.0,62.381
Georges Home,Rainbow-I-Classic,997.005,45.316719875,-75.758022188,3.105,175.404
Georges Home,Rainbow-I-Classic,965.797,45.315285178,-75.75807378,8.218,334.45
Toronto Edge,Rainbow-I-Classic,11.691,45.315370541,-75.75761881,3.056,327.986
Ottawa Edge,Rainbow-I-Classic,8.387,45.317949967,-75.757569129,0.0,62.381
Toronto Edge,Rainbow-I-Classic,13.211,45.31569287,-75.758437202,3.725,289.601
Ottawa Edge,Rainbow-I-Classic,9.524,45.317949967,-75.757569129,0.0,62.381
Georges Home,Rainbow-I-Classic,21.498,45.317949967,-75.757569129,0.0,62.381
Toronto Edge,Rainbow-I-Classic,979.061,45.317953927,-75.756984626,6.645,102.385
Toronto Edge,Rainbow-I-Classic,970.05,45.317665352,-75.75767543,12.709,80.944
Toronto Edge,Rainbow-I-Classic,988.397,45.317450899,-75.757768991,9.389,99.49
Ottawa Edge,Rainbow-I-Classic,965.224,45.316140627,-75.757315981,15.383,249.043
Ottawa Edge,Rainbow-I-Classic,971.717,45.318009426,-75.757377243,8.194,71.712
Toronto Edge,Rainbow-I-Classic,10.716,45.315293331,-75.758293328,3.064,333.483
Ottawa Edge,Rainbow-I-Classic,997.422,45.318013799,-75.757154548,2.92,87.557
Ottawa Edge,Rainbow-I-Classic,998.98,45.317436671,-75.75775663,3.468,101.306
Toronto Edge,Rainbow-I-Classic,14.597,45.316894887,-75.75796885,3.633,156.448
Toronto Edge,Rainbow-I-Classic,975.918,45.317557343,-75.756760313,8.025,139.309
Toronto Edge,Rainbow-I-Classic,999.221,45.316165935,-75.757315981,3.728,246.343
Toronto Edge,Rainbow-I-Classic,989.003,45.316397392,-75.758181067,8.258,210.702
Toronto Edge,Rainbow-I-Classic,994.996,45.317889363,-75.756728175,2.883,123.725
Toronto Edge,Rainbow-I-Classic,999.665,45.31627856,-75.757284605,3.56,235.095
Georges Home,Rainbow-I-Classic,959.316,45.316798087,-75.757044521,16.021,189.208
Georges Home,Rainbow-I-Classic,5.13,45.315995267,-75.75739699,3.366,263.01
Ottawa Edge,Rainbow-I-Classic,990.332,45.317133317,-75.756938217,3.735,162.433
Toronto Edge,Rainbow-I-Classic,17.778,45.316110698,-75.758262451,3.105,242.612
Georges Home,Rainbow-I-Classic,6.302,45.315233208,-75.757916227,3.033,340.803
Ottawa Edge,Rainbow-I-Classic,5.749,45.315323577,-75.757656082,3.164,332.77
Georges Home,Rainbow-I-Classic,974.404,45.31690622,-75.757962764,7.811,155.253
Toronto Edge,Rainbow-I-Classic,967.056,45.316934193,-75.756994507,15.657,178.12
Ottawa Edge,Rainbow-I-Classic,979.19,45.317549442,-75.756747952,8.095,140.61
Toronto Edge,Rainbow-I-Classic,17.099,45.317949967,-75.757569129,0.0,62.381
Toronto Edge,Rainbow-I-Classic,10.041,45.316186238,-75.757322067,3.484,244.043
Toronto Edge,Rainbow-I-Classic,967.411,45.316016922,-75.757359718,15.286,261.394
Ottawa Edge,Rainbow-I-Classic,9.364,45.317145719,-75.756931942,3.728,161.643
Ottawa Edge,Rainbow-I-Classic,10.638,45.31621592,-75.757300293,3.484,241.372
Toronto Edge,Rainbow-I-Classic,3.88,45.316776188,-75.7580065,3.281,169.271
Georges Home,Rainbow-I-Classic,977.334,45.316262884,-75.75726302,8.179,237.272
Toronto Edge,Rainbow-I-Classic,16.715,45.315247026,-75.757767708,2.842,340.229
Toronto Edge,Rainbow-I-Classic,993.613,45.31760588,-75.7567354,3.56,137.834
Toronto Edge,Rainbow-I-Classic,984.179,45.317875231,-75.756768397,7.229,121.383
Toronto Edge,Rainbow-I-Classic,974.633,45.317056428,-75.757921976,13.88,139.155
Ottawa Edge,Rainbow-I-Classic,990.558,45.315937381,-75.757400317,3.81,269.201
Ottawa Edge,Rainbow-I-Classic,2.965,45.315970211,-75.757403265,3.457,265.599
Toronto Edge,Rainbow-I-Classic,3.193,45.315841505,-75.758384055,3.105,272.865
Ottawa Edge,Rainbow-I-Classic,8.884,45.315890043,-75.758359145,3.293,267.38
Georges Home,Rainbow-I-Classic,12.213,45.31793744,-75.757572266,1.158,63.051
Toronto Edge,Rainbow-I-Classic,10.778,45.316444103,-75.75813752,3.644,205.562
Toronto Edge,Rainbow-I-Classic,10.896,45.317670094,-75.756732073,3.293,134.234
Toronto Edge,Rainbow-I-Classic,971.518,45.317630936,-75.756729125,7.675,136.725
Georges Home,Rainbow-I-Classic,991.742,45.315282157,-75.758052196,3.679,334.839
Ottawa Edge,Rainbow-I-Classic,3.087,45.315242778,-75.757993529,3.312,339.4
Toronto Edge,Rainbow-I-Classic,14.099,45.31728961,-75.757822141,3.56,115.378
Ottawa Edge,Rainbow-I-Classic,0.091,45.318034577,-75.757423551,3.164,67.227
Georges Home,Rainbow-I-Classic,960.827,45.318067723,-75.757534804,2.192,57.768
Toronto Edge,Rainbow-I-Classic,993.756,45.31529478,-75.75810164,3.687,333.326
Georges Home,Rainbow-I-Classic,962.114,45.318064575,-75.757510081,3.693,59.669
Toronto Edge,Rainbow-I-Classic,985.378,45.318015943,-75.75748241,3.136,64.056
Ottawa Edge,Rainbow-I-Classic,2.713,45.316923366,-75.757013143,3.457,178.376
Toronto Edge,Rainbow-I-Classic,999.029,45.315299375,-75.758135585,6.797,332.766
Georges Home,Rainbow-I-Classic,994.82,45.317969664,-75.75690732,2.971,107.446
Toronto Edge,Rainbow-I-Classic,1.579,45.316597862,-75.757150444,3.209,205.563
Georges Home,Rainbow-I-Classic,4.978,45.315326351,-75.758401438,2.994,330.114
Ottawa Edge,Rainbow-I-Classic,18.034,45.317024793,-75.757921976,3.735,142.629
Georges Home,Rainbow-I-Classic,983.139,45.316350453,-75.757237919,8.011,228.677
Toronto Edge,Rainbow-I-Classic,970.263,45.317982986,-75.757476323,7.964,66.304
Toronto Edge,Rainbow-I-Classic,975.708,45.316190871,-75.75823754,7.192,233.67
Georges Home,Rainbow-I-Classic,977.029,45.317572904,-75.757709755,7.805,88.757
Toronto Edge,Rainbow-I-Classic,11.274,45.317949967,-75.757569129,0.0,62.381
Georges Home,Rainbow-I-Classic,10.666,45.316106444,-75.757356391,3.02,251.846
Georges Home,Rainbow-I-Classic,972.851,45.316535223,-75.757166132,7.744,211.488
Ottawa Edge,Rainbow-I-Classic,2.807,45.317380474,-75.756844464,3.56,146.847
Georges Home,Rainbow-I-Classic,20.284,45.317776151,-75.757625417,3.633,72.954
Toronto Edge,Rainbow-I-Classic,983.699,45.317955436,-75.756894958,3.457,108.894
Toronto Edge,Rainbow-I-Classic,6.484,45.315722801,-75.757490739,3.377,291.013
Georges Home,Rainbow-I-Classic,8.946,45.315536457,-75.757550163,3.633,310.571
Toronto Edge,Rainbow-I-Classic,993.48,45.315300222,-75.757677855,3.627,335.132
Toronto Edge,Rainbow-I-Classic,985.776,45.317172232,-75.757865878,7.822,127.286
Ottawa Edge,Rainbow-I-Classic,990.618,45.315560065,-75.757534664,3.834,308.185
Georges Home,Rainbow-I-Classic,977.329,45.315408066,-75.758438333,7.524,321.2
Toronto Edge,Rainbow-I-Classic,996.902,45.316295841,-75.757269106,3.834,233.642
Ottawa Edge,Rainbow-I-Classic,4.542,45.315635106,-75.757512702,3.366,300.272
Georges Home,Rainbow-I-Classic,966.331,45.315935781,-75.758368368,13.704,262.338
Toronto Edge,Rainbow-I-Classic,15.682,45.317121869,-75.757872153,4.009,132.674
Georges Home,Rainbow-I-Classic,964.138,45.316663428,-75.757103758,15.403,200.445
Georges Home,Rainbow-I-Classic,971.319,45.317988743,-75.757160823,6.746,88.128
Ottawa Edge,Rainbow-I-Classic,987.294,45.316190991,-75.757309706,3.644,243.812
Ottawa Edge,Rainbow-I-Classic,970.318,45.315415899,-75.757618621,8.342,322.996
Ottawa Edge,Rainbow-I-Classic,13.392,45.317949967,-75.757569129,0.0,62.381
Georges Home,Rainbow-I-Classic,3.388,45.315747857,-75.757484464,3.728,288.375
Georges Home,Rainbow-I-Classic,971.327,45.317490077,-75.756791501,8.025,141.916
Toronto Edge,Rainbow-I-Classic,988.873,45.318034513,-75.757321522,3.432,74.541
Toronto Edge,Rainbow-I-Classic,973.332,45.315991993,-75.757369131,8.271,263.893
Ottawa Edge,Rainbow-I-Classic,979.464,45.316823143,-75.757038245,8.186,187.007
Toronto Edge,Rainbow-I-Classic,999.22,45.31533589,-75.758327273,3.368,328.825
Georges Home,Rainbow-I-Classic,974.134,45.315578794,-75.757528389,7.646,306.218
Georges Home,Rainbow-I-Classic,982.202,45.317371105,-75.757803316,9.406,107.066
Ottawa Edge,Rainbow-I-Classic,10.425,45.315381278,-75.758478553,3.416,324.37
Ottawa Edge,Rainbow-I-Classic,971.844,45.316799787,-75.757060019,7.731,188.464
Toronto Edge,Rainbow-I-Classic,976.911,45.316535223,-75.757166132,7.744,211.488
Ottawa Edge,Rainbow-I-Classic,973.049,45.316370889,-75.758178118,7.555,213.649
Ottawa Edge,Rainbow-I-Classic,7.134,45.316055959,-75.758290499,3.209,248.748
Toronto Edge,Rainbow-I-Classic,10.511,45.31575381,-75.758406017,3.196,282.692
Toronto Edge,Rainbow-I-Classic,10.073,45.315561391,-75.758471713,3.56,304.363
Ottawa Edge,Rainbow-I-Classic,4.106,45.31575381,-75.758406017,3.196,282.692
Toronto Edge,Rainbow-I-Classic,983.582,45.315367241,-75.758370442,7.362,325.465
Georges Home,Rainbow-I-Classic,989.691,45.315735461,-75.758421704,3.575,284.801
Georges Home,Rainbow-I-Classic,971.368,45.316212748,-75.758255988,13.867,231.262
Ottawa Edge,Rainbow-I-Classic,962.338,45.318072445,-75.757571888,0.0,54.926
Toronto Edge,Rainbow-I-Classic,976.114,45.315266165,-75.757922313,8.249,337.117
Toronto Edge,Rainbow-I-Classic,972.446,45.317206784,-75.756903892,8.095,157.75
Ottawa Edge,Rainbow-I-Classic,993.173,45.317252027,-75.757831554,3.548,119.241
